"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_W)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"10151",-6.09492687939176,NA,1.43890612326159,0.283089300641561,NA,NA,0.0666796542500987,NA,-1.37818802951975,-1.00909561489084,-1.33055986797266,0.168278929680973,NA,NA,-0.623432571878443,9,-57.9321769673004,134.961914910211,10.054656263533,3.41393324856049e-05
"12947",17.5632592923612,NA,1.49448531800437,NA,NA,-4.78698946247925,NA,NA,-1.13248509754405,NA,-0.992196072011025,NA,NA,-0.855821006101748,-0.501813427741463,7,-60.1437779369672,134.962254669115,10.0549960224376,3.41335334070869e-05
"1676",86.6659049367117,1.0109822317046,1.39305365208397,NA,-25.0928611807751,NA,NA,NA,-0.790879748616173,NA,-1.07089454095326,-0.10456884534572,NA,NA,NA,7,-60.1441230936959,134.962944982573,10.0556863358949,3.41217540213423e-05
"394",106.217205309386,0.827539802770433,NA,NA,-30.149857063923,NA,NA,NA,2.39236476979695,-1.24904992393654,NA,NA,NA,NA,NA,5,-62.3029542082477,134.963051273638,10.0557926269606,3.41199406507303e-05
"14345",104.407493693914,NA,NA,NA,-27.3835537799744,NA,NA,NA,NA,NA,NA,NA,0.67312440211161,-0.494884230855347,-0.326872201516941,5,-62.3033160942013,134.963775045546,10.056516398868,3.41075953573973e-05
"5768",-3.42761385869324,1.01561779197721,1.6325260794123,0.320150156429104,NA,NA,NA,NA,-1.3008268840368,NA,-0.814572815019065,-0.107343353472757,NA,-1.11938848931516,NA,8,-59.0469184268952,134.966564126518,10.0593054798402,3.40600640846324e-05
"4008",-5.1036961590509,1.03773406400216,1.2465376557558,0.236378510089155,NA,NA,0.0197992207875347,NA,-1.09453196782611,-0.892324908276576,-1.06252420459489,0.0556034137879428,0.319168065008314,NA,NA,10,-56.8095229189913,134.968739089516,10.0614804428388,3.40230445277654e-05
"1612",84.9844074665945,1.057656169362,1.29563148581355,NA,-24.8506820779805,NA,NA,-0.121118700573845,NA,NA,-1.04208772928631,-0.0911810458532822,NA,NA,NA,7,-60.1474487951021,134.969596385385,10.0623377387073,3.40084637452454e-05
"6055",-2.47046064879765,NA,1.4446657585888,0.265018332227647,NA,NA,0.0531799142608343,NA,-1.39069508325075,-0.980653137466598,-1.309298782386,0.154384932630923,NA,-0.998345892910205,NA,9,-57.9363289103487,134.970218796307,10.0629601496296,3.3997881772273e-05
"11393",-3.31131551897426,NA,NA,NA,NA,NA,NA,NA,1.99511989261622,NA,NA,-0.0455430263368875,0.642848765385774,NA,-0.391030595518556,5,-62.3072324786887,134.97160781452,10.0643491678428,3.39742781311978e-05
"1496",27.292099473459,1.11334867631156,1.40283195344911,0.228533496928553,NA,-8.14617935399608,NA,0.0574808138736337,-0.837141601965429,-1.07983819342487,NA,-0.0579565501129976,NA,NA,NA,9,-57.9371786410829,134.971918257775,10.0646596110979,3.39690049977132e-05
"8371",57.7555311052059,NA,1.490519908466,NA,NA,-15.0294079727472,-0.020258900231134,NA,-1.13056334836178,NA,NA,NA,NA,NA,-0.583486280146597,6,-61.2344879306418,134.97196987326,10.0647112265822,3.3968128345704e-05
"12963",-2.78199578587533,NA,1.48447465948604,NA,NA,NA,0.0112420747762189,NA,-1.16215998033654,NA,-0.988731012750971,NA,NA,-0.881212034265843,-0.495658293254889,7,-60.1487137468879,134.972126288956,10.0648676422789,3.39654718753534e-05
"14656",186.30556832643,1.14006877051588,1.37636051793242,0.270881277589961,-32.1037293761694,-16.5460137332571,0.0638710709611386,NA,NA,-0.823166368781404,NA,NA,0.357309642596576,-0.935503455365053,-0.516098702278577,11,-55.6714739106372,134.972577450904,10.0653188042265,3.39578107752628e-05
"14823",-4.12652785086862,NA,1.43091852198223,0.276517500022625,NA,NA,0.0059335109286689,0.484997190640167,-0.759588103448636,-0.870294966088505,NA,NA,0.422213292575962,-0.787794335494813,-0.626717565966315,10,-56.8115351903922,134.972763632318,10.0655049856405,3.39546497657822e-05
"4656",140.285722699566,0.885349163011534,1.55739529802648,0.262638884486219,-38.9944501790055,NA,0.0872796493182052,NA,NA,NA,-1.30784056040079,NA,NA,-1.24637883469867,NA,8,-59.0500706018852,134.972868476498,10.06560982982,3.39528698387394e-05
"12995",-2.70568386727583,NA,1.47750706249169,NA,NA,NA,NA,-0.00802924776934691,-1.16023953418406,NA,-0.977443203615326,NA,NA,-0.883347204254138,-0.49477084735061,7,-60.149520935333,134.973740665847,10.0664820191692,3.39380664011006e-05
"3424",225.541211912883,1.04776557811611,1.29674595254411,0.147627362531873,-30.1501513929274,-28.2070841674634,NA,0.254866012359994,NA,-0.908161662677568,NA,-0.0409077529292156,0.434300001268945,NA,NA,10,-56.8130417196312,134.975776690796,10.0685180441186,3.39035346060174e-05
"4156",181.221852831715,0.758287614942026,1.52835274956801,NA,-39.5128517066562,-9.01883029256589,0.026449920477611,NA,NA,NA,NA,NA,NA,-1.25697109530261,NA,7,-60.1513289396862,134.977356674553,10.0700980278756,3.38767616656226e-05
"16268",138.084972932368,1.08661137775203,1.32686402764112,NA,-37.5269076770572,NA,NA,NA,-0.583955781286949,-0.924831202071098,-1.08401855213566,0.105968904378345,0.295807271411505,-1.01853078743311,-0.446256119537439,11,-55.6743068370203,134.97824330367,10.0709846569926,3.38617469323524e-05
"8466",-145.117104748673,0.799682676220155,NA,NA,NA,33.5363500868801,NA,NA,NA,-1.25098114756049,NA,NA,NA,NA,-0.403206464696609,5,-62.3105827275078,134.978308312158,10.0710496654809,3.38606462997506e-05
"11215",74.5313874979486,NA,1.3675174033349,0.197325826260351,-21.9032417412742,NA,NA,0.678211087413858,-0.538516217772979,-0.913196025987307,-1.06134888738847,NA,0.429517750076512,NA,-0.662999428570609,10,-56.8143250501061,134.978343351746,10.0710847050683,3.3860053073408e-05
"6930",-97.5020231474669,0.882220463631158,NA,NA,NA,23.3316256336842,NA,NA,NA,-0.854247569385158,-0.714592702045534,NA,0.463051609872942,-0.643488749125509,NA,7,-60.1518813778919,134.978461550965,10.071202904287,3.38580520166309e-05
"2090",99.352153927034,0.572838123502426,NA,NA,-26.560770989947,NA,-0.0755852822714145,NA,NA,NA,NA,NA,0.726935875777123,NA,NA,5,-62.310694788391,134.978532433925,10.0712737872474,3.38568520584152e-05
"15272",-2.77062661428718,1.15765474544115,1.38976490029982,0.324742465854906,NA,NA,0.0256575814022443,NA,-0.817237243067745,-0.823195157703956,-0.683521544621269,NA,0.299191920335076,-0.916784246509292,-0.48941489914766,11,-55.6745248696286,134.978679368887,10.0714207222092,3.38543647721516e-05
"560",97.432937371465,0.803416060283333,1.41539753538313,0.20360842934424,-28.565404760027,NA,0.0856032685686585,NA,NA,NA,-1.51217136626817,NA,NA,NA,NA,7,-60.1524557082351,134.979610211651,10.0723515649733,3.38386118930588e-05
"2693",-3.32428081474542,NA,NA,0.159735615703479,NA,NA,NA,NA,1.84157681231654,NA,-0.796548246915099,NA,0.655162003479279,NA,NA,5,-62.3119743731017,134.981091603346,10.0738329566686,3.38135570538919e-05
"9191",-7.9460341185807,NA,1.46877523883857,0.240722632516537,NA,NA,0.000442126128998758,0.471003334010163,-0.788277589699573,-1.08047927467253,-1.1506233473633,NA,NA,NA,-0.630669954425778,9,-57.9419473800827,134.981455735775,10.0741970890976,3.38074013079538e-05
"4807",-2.02859754376616,NA,1.50943257033307,0.289004823486918,NA,NA,NA,-0.0858832990432804,-1.62631589803905,NA,-0.855619162661518,NA,NA,-1.07988081704918,NA,7,-60.1534324817906,134.981563758762,10.0743051120844,3.38055753690333e-05
"13111",5.74873698525387,NA,1.36170008663596,0.31010893620584,NA,-2.51954423205959,0.062027918514023,NA,NA,-0.802540187366332,-0.664706303446106,NA,NA,-0.865058344250711,-0.527437613903382,9,-57.9421432980401,134.98184757169,10.0745889250123,3.38007784797337e-05
"9079",47.5520757460647,NA,1.4571162383963,0.233883850627856,NA,-13.2632630860353,-0.0121639460874234,0.465924568018146,NA,-1.08590914393534,-1.15947996037482,NA,NA,NA,-0.647834303652082,9,-57.9427097542838,134.982980484177,10.0757218374999,3.37816372395683e-05
"8735",182.516849990698,NA,1.47767364850901,0.233997708536716,-21.8884117053257,-25.5916655413538,NA,NA,NA,NA,-1.13201655262344,NA,NA,NA,-0.653932118116651,7,-60.1541988673616,134.983096529904,10.0758378832264,3.37796771891145e-05
"5552",107.421200369037,1.22436537426032,1.47083244023438,0.247586425816423,-29.7445997421953,NA,0.0322853983428595,NA,-0.691139549192717,-1.0529024794793,NA,-0.0254992830230705,NA,-1.23717078738216,NA,10,-56.8168760856599,134.983445422854,10.076186776176,3.37737849574629e-05
"2528",220.817844754035,0.992034893506445,1.33401926150368,0.15270851838431,-29.2352531567622,-27.6814766237376,NA,0.215819146013884,-0.578327208221172,-0.927030092995128,NA,NA,0.437633245284388,NA,NA,10,-56.8172705130385,134.984234277611,10.0769756309332,3.37604662787949e-05
"1464",32.4886848067138,1.12934902608695,1.39189923554212,0.230582201201359,NA,-9.30567585579392,-0.0100377540205266,NA,-0.863170691795353,-1.05828925924035,NA,-0.0500858796057985,NA,NA,NA,9,-57.9436858156562,134.984932606922,10.0776739602445,3.37486803749425e-05
"8224",193.408248884214,0.624275356925226,1.59449306439199,0.241844088010944,-25.4712017134192,-25.3061712780842,NA,NA,NA,NA,NA,NA,NA,NA,-0.663356059309268,7,-60.1552936672458,134.985286129672,10.0780274829947,3.37427154389922e-05
"14752",165.318852147178,1.15431601858176,1.4019359647488,0.26529428154902,-27.3530817179903,-15.5398405704067,NA,NA,-0.556358962358399,-0.82331723841733,NA,NA,0.352148516055062,-0.931639830597522,-0.503025851049787,11,-55.6784628491249,134.986555327879,10.0792966812019,3.37213091349515e-05
"6264",45.4276439849423,0.922571188342353,1.30691961089897,0.296413044734375,NA,-11.3683868584084,0.0197363102087133,-0.159485611277299,NA,NA,NA,NA,0.484931923538161,-1.02734301078456,NA,9,-57.9447360704901,134.98703311659,10.0797744699123,3.37132542667181e-05
"15648",182.255816793608,1.09685158550135,1.37495347761564,0.255731251698259,-29.6754723096183,-17.6749996740636,NA,NA,NA,-0.857974231169693,NA,0.0326455825160792,0.363319228766843,-0.934527450146444,-0.525012753140523,11,-55.6800578243958,134.989745278421,10.0824866317436,3.36675673505821e-05
"4592",110.130248745433,1.15462335699328,1.49512709893737,0.236146726321463,-30.5023684875553,NA,0.0236439174101186,0.060376067783562,-0.715669292771576,-1.11268298723587,NA,NA,NA,-1.25322580826691,NA,10,-56.8206980425214,134.991089336577,10.083830689899,3.36449493671694e-05
"10860",106.095688313281,0.815925378248911,1.22269380223845,NA,-30.1143786067179,NA,0.030930591574418,0.142915797539599,NA,NA,-0.994805466572861,NA,0.509445883088971,NA,-0.587776361114328,9,-57.9470395625817,134.991640100773,10.0843814540956,3.36356854260355e-05
"13675",108.796152128897,NA,1.42810090650804,NA,-30.5637373707395,NA,-0.00276742523692338,0.334726837123093,NA,-1.150642283419,NA,0.0620921667680844,NA,-0.998549479949391,-0.546996014178295,9,-57.9471115945004,134.99178416461,10.0845255179329,3.36332626703382e-05
"8307",70.7155576003431,NA,1.3581796715051,NA,NA,-18.3302185808338,0.000785134245608463,-0.146457363682023,NA,NA,NA,NA,NA,NA,-0.574582560538709,6,-61.2444098337065,134.991813679389,10.0845550327115,3.36327663348495e-05
"3423",209.816165754894,NA,1.27147490629646,0.134157813553036,-26.8721946978471,-27.3791623790816,NA,0.387527857925848,NA,-0.887700185151895,NA,0.0434791525183967,0.469150270208635,NA,NA,9,-57.9474582617034,134.992477499016,10.0852188523389,3.36216051419985e-05
"10472",-5.13082643848038,0.790251859865462,1.33980632820547,0.305293564251861,NA,NA,0.0406463913982931,-0.0378131059039641,-1.1556700959831,NA,NA,NA,0.525866926469715,NA,-0.642447585280682,9,-57.9474682274659,134.992497430542,10.0852387838639,3.36212700787358e-05
"4576",93.5529900159946,1.15737457409961,1.48594485123155,0.233140675084835,-29.0116480912207,2.60456018836194,NA,0.0716365399885966,-0.719897866207819,-1.12049131436469,NA,NA,NA,-1.26755616289202,NA,10,-56.8230275764595,134.995748404453,10.0884897577753,3.35666635359251e-05
"5536",91.4882824518934,1.23366461615231,1.4582601335446,0.244012200516821,-27.8000914993666,2.06825981936771,NA,NA,-0.692107572712628,-1.05498703862966,NA,-0.0254338008694773,NA,-1.24741424260355,NA,10,-56.8233116851496,134.996316621833,10.0890579751554,3.35571283097024e-05
"5488",114.168670303152,1.21649374526876,1.43849485156795,0.226670317310498,-31.8857685370479,NA,0.016708863143588,0.108187606503792,NA,-1.10473694276135,NA,-0.0427039959130456,NA,-1.24502102748322,NA,10,-56.8233838673829,134.9964609863,10.089202339622,3.35547061686563e-05
"10352",62.5627738033868,0.788321784927548,1.25083741588067,0.27642937475137,-18.6405255518092,NA,0.0673038527690464,-0.00841414793442837,NA,NA,NA,NA,0.535650750720923,NA,-0.652336401769184,9,-57.9495070743761,134.996575124362,10.0893164776843,3.35527912887257e-05
"16172",151.38443668616,1.09056874486206,1.29265497711641,NA,-41.3562777034969,NA,0.0439461043337694,NA,NA,-0.921958858026392,-1.09912249059383,0.100312833850803,0.294044485702296,-1.03016225053625,-0.44752020337654,11,-55.6834832705096,134.996596170649,10.0893375239713,3.35524382097468e-05
"14927",82.5435952857864,NA,1.35176438295407,0.265143630563,-23.2673011948949,NA,NA,0.277101829268152,NA,NA,-0.815091187826311,NA,0.502460143067994,-0.838191306394247,-0.620270330138019,9,-57.9498701903315,134.997301356273,10.0900427095951,3.35406099466139e-05
"6867",48.0835762626736,NA,1.28527339714999,NA,NA,-11.6246223288187,NA,0.174777216262264,-1.05285921279047,NA,-0.766381199686856,NA,0.495648661506353,-0.765671984171663,NA,8,-59.062287863907,134.997303000541,10.0900443538637,3.354058237174e-05
"11228",306.55153097648,0.983305259015946,1.43183899241174,NA,-44.2949671939539,-34.7388543065369,NA,0.494914578032785,-0.186466526430873,-0.988682785829435,-1.23165026510545,NA,0.421887545726158,NA,-0.575592740727254,11,-55.6840612498881,134.997752129406,10.0904934827283,3.35330511955485e-05
"5472",100.118675777683,1.22057449263957,1.43039149751897,0.225044393775754,-30.7315248006908,2.29962836252214,NA,0.117818043475219,NA,-1.10986851924663,NA,-0.044079385512903,NA,-1.25739074303288,NA,10,-56.8241262133585,134.997945678251,10.0906870315733,3.3529806210904e-05
"3887",84.8948537921362,NA,1.11830588757054,0.193050452954554,-24.5179897086119,NA,0.111988906372852,NA,NA,-0.80942303643237,-1.27515341724096,0.161478458478523,0.340472972230065,NA,NA,9,-57.9504185578966,134.998398091403,10.0911394447254,3.35222224060307e-05
"5083",145.043173256288,NA,1.41812366057215,NA,-35.2903155415386,-4.19143118526832,NA,0.515424646402641,-0.412064172498729,-1.09426894963291,-1.26915523369512,NA,NA,-0.987670036498528,NA,9,-57.9505358065037,134.998632588617,10.0913739419396,3.35182922025568e-05
"4357",0.970031476695344,NA,NA,0.0980123070602791,NA,NA,NA,NA,NA,-1.07581649116682,NA,NA,NA,-0.670837162362286,NA,4,-63.3818197987823,135.000325988097,10.0930673414196,3.34899242845125e-05
"389",-5.36448704636781,NA,NA,0.0770231146271366,NA,NA,NA,NA,1.97504556183401,-1.0736245429004,NA,NA,NA,NA,NA,4,-63.3821673120258,135.001021014584,10.0937623679066,3.34782881142781e-05
"10533",-0.0135459161663433,NA,NA,0.160213089845962,NA,NA,-0.0374522412244852,NA,NA,-0.670796227456984,NA,NA,0.525753175456543,NA,-0.401288477575923,6,-61.2491308204303,135.001255652837,10.0939970061591,3.34743607011541e-05
"2505",86.436465208145,NA,NA,NA,-24.2528669408647,NA,NA,0.180388346238743,1.89694989230558,-0.752618463790655,NA,NA,0.537689273960692,NA,NA,6,-61.2493904441881,135.001774900352,10.0945162536748,3.34656710899006e-05
"11132",309.092599649682,0.983008420600728,1.42011777580126,NA,-44.5385812092792,-35.1858167822067,-0.00558555513922782,0.496892796083625,NA,-0.989784653235944,-1.235378597724,NA,0.42229914572617,NA,-0.576016393855457,11,-55.6860877169829,135.001805063595,10.0945464169178,3.3465166377122e-05
"1512",-7.44970546394941,1.11812969647849,1.37455395075088,0.224602539722327,NA,NA,-0.0135754256603491,0.0786935680420567,-0.859785020643855,-1.08756589703693,NA,-0.0616015917152672,NA,NA,NA,9,-57.95235942266,135.00227982093,10.0950211742522,3.34572234033126e-05
"6594",-1.37461931050289,0.885271033027151,NA,NA,NA,NA,NA,-0.0605390793715951,2.03777723309832,-0.845922826872094,NA,NA,0.497338523384633,-0.648955693702665,NA,7,-60.1642042367801,135.003107268741,10.0958486220634,3.34433842131747e-05
"5099",126.320257682618,NA,1.4108829989067,NA,-35.050053430524,NA,0.0145124532434113,0.514322588355609,-0.437317346639986,-1.09260841337338,-1.26756449438087,NA,NA,-1.00961653623094,NA,9,-57.952955063505,135.00347110262,10.0962124559421,3.34373008484278e-05
"4007",-4.22127196929326,NA,1.22786907230103,0.227342453706489,NA,NA,0.0687241754782811,NA,-1.47388216678057,-0.809510685836977,-1.19774729755026,0.160125670385434,0.346098575780058,NA,NA,9,-57.9533079292082,135.004176834026,10.0969181873486,3.34255040532142e-05
"4544",97.3432460363412,1.17975101389349,1.47508443121374,0.24660757246037,-29.4651961083965,2.14729575064953,0.0321613399304862,NA,-0.755274415929448,-1.08010388591257,NA,NA,NA,-1.26041229007192,NA,10,-56.8282837092061,135.006260669946,10.0990020232684,3.33906955571697e-05
"15219",43.8995336623006,NA,1.3736567453913,NA,NA,-11.4277453686927,-0.063877011829966,0.652664661509965,NA,-0.936248665775467,-0.970880240562533,NA,0.416863297769035,-0.641667223577404,-0.575998793030706,10,-56.8287369760401,135.007167203614,10.0999085569364,3.33755640918637e-05
"6116",-3.59068037359579,1.07043981612549,1.46015180740523,NA,NA,NA,-0.0656970142045496,0.249662626477534,-0.673484970516472,-1.20595494335001,-1.29189514120539,0.0364429800887367,NA,-1.00247621295228,NA,10,-56.8290364720527,135.007766195639,10.1005075489615,3.33655697402107e-05
"2194",-32.1176680950097,0.506848724372777,NA,NA,NA,6.74775950317885,NA,NA,1.78891424302586,NA,NA,NA,0.706703958205961,NA,NA,5,-62.3254314633936,135.00800578393,10.1007471372525,3.33615729796939e-05
"11119",83.232614653778,NA,1.33986590330006,0.19791607997104,-24.4846929045176,NA,0.0260077525133547,0.671533432216182,NA,-0.910140996939311,-1.07242992780693,NA,0.428026656311928,NA,-0.669598195000994,10,-56.8293575198629,135.008408291259,10.1011496445819,3.33548595164484e-05
"14711",36.1298931706178,NA,1.40686135185174,0.268942866428953,NA,-9.72840034246014,-0.00447126506924844,0.485574977303411,NA,-0.871105805522583,NA,NA,0.433269894835281,-0.732921042371669,-0.645158866029272,10,-56.8294892444139,135.008671740362,10.101413093684,3.33504661519165e-05
"6425",9.88997549006159,NA,NA,NA,-18.7478089402405,14.6050858228398,NA,NA,NA,-0.670113189682644,NA,NA,0.484376942143164,-0.700635852263122,NA,6,-61.2531013801581,135.009196772292,10.1019381256146,3.33417122711687e-05
"56",49.5329236462791,0.58868305700819,1.4973962488253,0.221271131000771,NA,-13.8627722001931,0.00435603184757816,NA,NA,NA,NA,NA,NA,NA,NA,6,-61.2534851651978,135.009964342372,10.102705695694,3.33289186759528e-05
"10433",-2.84646476110969,NA,NA,NA,NA,NA,NA,-0.103758157708704,1.82423525402215,NA,NA,NA,0.638048293342339,NA,-0.393187044254592,5,-62.3264314791701,135.010005815483,10.1027471688055,3.33282275561387e-05
"7340",119.943627512876,1.07535541802215,1.28025610393875,NA,-32.5666344750813,NA,0.0293296518396037,NA,-0.673060659905144,NA,NA,-0.0847552666080835,0.464768220296002,-1.07669421637586,NA,9,-57.9569889667643,135.011538909138,10.1042802624608,3.33026896982668e-05
"7372",116.269314677244,1.07006708069022,1.28430465793999,NA,-31.6147499904352,NA,NA,0.0496131199995443,-0.64148596448136,NA,NA,-0.0930357962998354,0.473244359946404,-1.06707279793448,NA,9,-57.9574035959866,135.012368167583,10.1051095209053,3.32888842921986e-05
"6363",190.917308200038,NA,1.28631866805219,NA,-28.9500975913973,-19.8661669594939,NA,0.15260546072908,-0.768324583652951,NA,NA,NA,0.524132944998537,-0.860320583449854,NA,8,-59.0701937297447,135.013114732217,10.1058560855391,3.32764604592854e-05
"6473",95.4254106246164,NA,NA,NA,-25.0341504575973,NA,NA,0.13098650283745,NA,-0.731455223653723,NA,NA,0.535333209803053,-0.607542840450318,NA,6,-61.2554627848881,135.013919581752,10.1066609350746,3.32630718815421e-05
"9268",52.3464281747465,0.975527710304843,1.43264946701685,NA,NA,-14.1828022356142,-0.0428477928577999,NA,NA,NA,NA,-0.164675538549382,NA,NA,-0.50251111307314,7,-60.1699928174686,135.014684430118,10.1074257834403,3.32503537104815e-05
"6039",-7.83756020548451,NA,1.42277218087908,0.250002984385697,NA,1.3182508950399,NA,NA,-1.37857822022813,-0.983259851156758,-1.29146538715654,0.155411065145323,NA,-1.01383975530979,NA,9,-57.9587100936315,135.014981162873,10.1077225161952,3.32454208418986e-05
"2527",185.630201384003,NA,1.30490637059343,0.142393807563698,-23.5511188523325,-24.4232772038518,NA,0.433123367698673,-0.582113362124912,-0.85102252653572,NA,NA,0.463901876937922,NA,NA,9,-57.9593143235846,135.016189622779,10.1089309761015,3.32253390304481e-05
"10039",79.6210237257536,NA,1.41463814650455,0.271672683799341,NA,-20.5499457847237,0.0474545565586042,NA,NA,-1.01249909520904,-1.32806848661773,0.159190781034111,NA,NA,-0.655454109640911,9,-57.9594723907526,135.016505757115,10.1092471104373,3.3220087610254e-05
"15331",-3.82215518962452,NA,1.38153689509555,NA,NA,NA,-0.0554519100622204,0.657194955791831,-0.604329213884165,-0.941925813737425,-0.961036269727594,NA,0.404474406313662,-0.703941235175943,-0.557531628398512,10,-56.8337099566338,135.017113164801,10.1098545181238,3.32100000738637e-05
"4987",154.582276524507,NA,1.39503847957579,NA,-37.2282566608721,-4.89286399773303,0.0141741132469775,0.515743909816401,NA,-1.09773074149155,-1.28037455381617,NA,NA,-0.987462812073275,NA,9,-57.9604267867323,135.018414549074,10.1111559023968,3.3188397616999e-05
"8344",54.6890403437818,0.602658249144888,1.69236143574986,0.298263797174393,NA,-14.5939678080436,NA,NA,-1.44252117979422,NA,NA,NA,NA,NA,-0.654861116489268,7,-60.172228169826,135.019155134833,10.1118964881552,3.31761104647514e-05
"1675",60.3275532077672,NA,1.33267874296556,NA,-17.7178093971578,NA,NA,NA,-1.18657617110676,NA,-1.2013499555084,0.0073677272108695,NA,NA,NA,6,-61.2582373277625,135.019468667501,10.1122100208235,3.31709099751747e-05
"715",57.5493610116585,NA,1.32235115928514,NA,-16.9558757364517,NA,NA,-0.0173183134794851,-1.17506810398859,NA,-1.15252177733772,NA,NA,NA,NA,6,-61.2583794751766,135.019752962329,10.1124943156516,3.31661951512074e-05
"15315",37.6171768010752,NA,1.41407850387289,NA,NA,-9.7594748673619,NA,0.623835538736539,-0.602940131312637,-0.920050159048178,-0.957367539092978,NA,0.41572337168674,-0.647630289458602,-0.564338892416807,10,-56.8353568526407,135.020406956815,10.1131483101376,3.31553516698237e-05
"8043",149.148282334017,NA,1.30623890062757,NA,-41.0434098933701,NA,0.0161093376755841,0.542208935329757,NA,-1.05342469471682,-1.51991661951843,0.133682817898764,0.379966073435686,-0.979166325544671,NA,10,-56.835604298074,135.020901847682,10.1136432010043,3.31471485444164e-05
"14768",97.4446782414682,1.14739408530005,1.38129041699767,0.289999186371792,-26.8770644763903,NA,0.0677515505591737,NA,-0.696017640828925,-0.833662763098245,NA,NA,0.334728283594758,-1.03252132322049,-0.4969795724307,11,-55.6961045692854,135.0218387682,10.1145801215229,3.31316240591994e-05
"664",42.3138977612282,0.760620079612952,1.57883756751626,0.2432827302351,NA,-11.5092414947995,NA,NA,-1.4520445983202,NA,-1.39402601004702,NA,NA,NA,NA,7,-60.1741642299195,135.02302725502,10.1157686083422,3.31119416585988e-05
"11223",78.5562519736571,NA,1.43864055943782,0.2378992169221,NA,-19.9822064918103,NA,0.597038642687537,-0.653964039299676,-0.880729236086185,-0.97183945515967,NA,0.446737469714634,NA,-0.679528697938691,10,-56.8370459491487,135.023785149831,10.1165265031537,3.30993963513653e-05
"11467",63.4189575711214,NA,1.23476687272906,NA,-18.4424030963204,NA,NA,0.265268893109883,-0.615825188094341,NA,NA,-0.0181027357817022,0.552423135299141,NA,-0.621480963200008,8,-59.0756419925043,135.024011257736,10.1167526110583,3.30956545453059e-05
"9316",-7.76476158372997,1.01331349127169,1.33587613799863,NA,NA,NA,-0.0169813697024079,-0.146837257140874,NA,NA,NA,-0.139047893357671,NA,NA,-0.477857310164847,7,-60.1748727342502,135.024444263681,10.1171856170035,3.30884900133157e-05
"1580",98.4010905450165,1.01743209074925,1.33918024414923,NA,-28.5874753081358,NA,0.037373622291031,NA,NA,NA,-1.09689342959847,-0.109175656452965,NA,NA,NA,7,-60.1749345448889,135.024567884958,10.1173092382809,3.30864448558209e-05
"10475",69.3182173841859,NA,1.24047337705265,NA,-20.0011864565587,NA,0.0278777371531616,0.229457049964795,-0.683197239676321,NA,NA,NA,0.552851127937154,NA,-0.623741321373231,8,-59.0760317759615,135.02479082465,10.1175321779727,3.30827569204614e-05
"3905",0.067132342254024,NA,NA,NA,NA,NA,NA,0.136926072208796,NA,-0.828003269103797,-1.11774493446412,0.0883114675914084,0.527961382186076,NA,NA,6,-61.260908986743,135.024811985462,10.1175533387845,3.30824068933171e-05
"4417",1.36572011740632,NA,NA,NA,NA,NA,NA,-0.105994640205403,NA,-1.003354825831,NA,NA,NA,-0.661748457689452,NA,4,-63.3944088946886,135.02550417991,10.1182455332321,3.30709591452655e-05
"10593",0.104688127510059,NA,NA,NA,NA,NA,-0.0965373997925641,0.198731092360099,NA,-0.781782984594393,NA,NA,0.546198056760583,NA,-0.403464600709158,6,-61.2617607061165,135.026515424209,10.1192567775315,3.30542419624548e-05
"15160",37.4544028567521,1.15445513138056,1.35405131172218,0.312741939412204,NA,-9.73114698257262,0.0149208430478178,NA,NA,-0.820636404749516,-0.702658484914688,NA,0.312943264147978,-0.857421969161946,-0.504631467593373,11,-55.6985160001476,135.026661629925,10.1194029832473,3.3051825691221e-05
"7132",237.487614457672,1.10835369056787,1.38572196322303,NA,-48.1061316358574,-14.4403514944498,NA,0.42886379219511,-0.22844067433778,-1.02802489242106,-1.20752825764742,NA,0.35755181333119,-0.98260405015116,NA,11,-55.6986446204568,135.026918870543,10.1196602238657,3.30475748285605e-05
"4759",-14.4641093070925,NA,1.53639717605323,0.285323950140839,NA,2.85148553470338,NA,NA,-1.63487362645543,NA,-0.933886505587915,NA,NA,-1.0951719091804,NA,7,-60.176424565409,135.027547925999,10.1202892793211,3.30371820844336e-05
"6059",132.364084792217,NA,1.35403841928403,NA,-36.1043904510619,NA,0.0759706994084904,NA,-0.926739866994645,-1.007839690316,-1.49410318759504,0.180945966845767,NA,-1.03982307805232,NA,9,-57.9651835730012,135.027928121612,10.1206694749347,3.30309023854736e-05
"2432",232.613838930438,0.993738816566344,1.29653290297259,0.143248264612992,-30.7198626265899,-29.3474293911476,-0.00410790784743697,0.22069065388198,NA,-0.934219699994578,NA,NA,0.439673685893332,NA,NA,10,-56.8391881589,135.028069569334,10.1208109226562,3.30285663951377e-05
"8336",44.4958274527721,0.626929363991025,1.60846824147775,0.271440901219696,-13.9364439928623,NA,NA,NA,-1.43232804018464,NA,NA,NA,NA,NA,-0.637472789025584,7,-60.1772403942391,135.029179583659,10.1219209369814,3.30102403902217e-05
