"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"2996",-1.69527198054067,6.46597475620642,0.340651096514534,NA,NA,-1.02167039581249,1.35553563849271,NA,-4.84977000913867,0.69639606002143,-1.2213167013235,NA,-0.190444453052006,9,-88.5602324458885,196.204802241175,8.71582662246405,0.000209275992922513
"2782",-1.53827457624205,6.62015515672751,NA,1.54255258941802,-0.755263187050375,-0.655593103103327,NA,-0.489482146062395,-4.45699115543831,NA,-0.150432781968128,NA,-0.23459148008259,9,-88.5611200119403,196.206577373278,8.71760175456754,0.000209090329062408
"1776",-3.47787628225333,7.53188713549182,0.456781631515911,1.82053545052783,-0.908442480316591,NA,1.54213370183542,-0.176108550872294,-5.25865534832731,NA,-1.02215725307331,0.850796433403781,NA,10,-87.4398133280104,196.212959989354,8.72398437064351,0.000208424121017564
"1016",-2.84210763759941,6.9497944719196,0.46636088306935,1.70280608923279,NA,-0.936080459237655,1.25647819416935,-0.224741696383437,-4.91345613300015,1.04107482795106,-1.51658428183366,NA,NA,10,-87.4406556183585,196.21464457005,8.72566895133983,0.000208248641304916
"2776",-1.66768704349688,6.67254213702398,0.500933628011718,1.5206993050972,NA,-0.903191886897266,NA,-0.50497315930562,-4.57403299349555,NA,-0.657238170518002,NA,-0.143402875928802,9,-88.5665593710576,196.217456091513,8.72848047280226,0.000207956099212909
"2034",-2.21030420442807,6.63954738708432,NA,NA,NA,-0.929420047843677,1.59456066328686,-0.191773033155527,-4.90597487620314,0.486569785620793,-1.04675519312924,0.667103866746271,NA,9,-88.5689527941877,196.222242937773,8.73326731906238,0.00020745896743568
"3260",-1.76234315063863,6.73219044397555,0.183409681089638,NA,-0.718942408078308,-0.800149675546581,1.30270930110719,NA,-5.35419599989674,NA,NA,0.613133761329244,-0.40585508546728,9,-88.5796879347945,196.243713218987,8.75473760027609,0.000205243777710454
"1022",-2.74603165218828,6.94659960802553,NA,1.67115158626095,-0.677167676214539,-0.742188895078485,1.56695231103606,-0.229812047328974,-5.00303968311583,0.722618693163715,-0.981321431972133,NA,NA,10,-87.4559892122342,196.245311757802,8.75633613909105,0.000205079798178496
"1484",-1.73255389517365,6.81213205086554,0.272501008111991,NA,-0.744866810638823,NA,NA,-0.202411093338887,-4.75849592331237,0.260931540136157,NA,0.572040526230681,NA,8,-89.6919210466436,196.246117542389,8.75714192367846,0.000204997189750481
"1018",-1.69076510604314,6.41330897560629,NA,NA,-0.550329166861249,-0.874399175476709,1.61716179918347,0.0641163903524609,-4.95556335201309,0.433186365576287,-0.843475217919738,NA,NA,9,-88.5825961201605,196.249529589719,8.76055397100805,0.000204647757847851
"2810",-1.49906190254859,6.50272004216363,NA,NA,-0.653818501360309,-0.879777628324462,1.72176054833518,0.0159392961807848,-5.05255074628452,NA,-0.609408108761623,NA,-0.250678669093802,9,-88.5887721261014,196.2618816016,8.7729059828898,0.000203387747001883
"3786",-1.60949321565184,6.74095976617097,NA,NA,-0.659094002900462,NA,NA,-0.213874816421745,-4.31428792231321,NA,-0.215006415502395,0.767098209042412,-0.400597079710477,8,-89.7009020945096,196.264079638121,8.77510401941035,0.00020316434293907
"1012",-1.7545230581445,6.39269300249883,0.35193990486622,NA,NA,-1.01902539580214,1.36922562452338,0.0719860872603017,-4.88210861126081,0.693219329591338,-1.26396698463651,NA,NA,9,-88.5969153885176,196.278168126433,8.78919250772228,0.000201738232535684
"3798",-2.11539962963053,6.9559206655728,NA,1.44804993102473,NA,-0.775178867303839,NA,-0.87660341972092,-4.40279737403318,NA,-0.380866165328524,0.861110029288113,-0.324239310680679,9,-88.598455963224,196.281249275846,8.79227365713504,0.000201427678994216
"3492",-2.7241937198947,7.25230957298714,0.114675373688589,NA,NA,NA,1.01901647018495,NA,-5.2743741003295,0.0364066316459061,NA,0.861976413866565,-0.407421105942687,8,-89.7165400244478,196.295355497997,8.80637987928682,0.00020001198559072
"2520",-2.03530170899472,7.12309333129963,0.286547554875899,1.55273333039749,NA,-0.898077485537644,NA,-0.870964132494848,-4.90257380865871,0.614265411857202,NA,NA,-0.249965831604539,9,-88.6114789541194,196.307295257636,8.8183196389258,0.000198821495152409
"4022",-3.34039283103609,6.9371707497604,NA,1.53177786438862,NA,-0.842567246632255,1.55315237392701,NA,-4.86749793403957,0.822399508090686,-1.27506495131686,0.774903136486866,-0.269549567155759,10,-87.4872119732296,196.307757279792,8.81878166108186,0.000198775570489236
"3322",-1.7765162530783,6.91745640769367,NA,NA,-0.663013627988925,-0.797200833807294,1.41444060532672,-0.356607230245601,-5.27294626832263,NA,NA,0.632153764659158,-0.413206054285703,9,-88.6150518970855,196.314441143569,8.82546552485795,0.000198112384849505
"4034",-2.18557437691141,6.87436702939762,NA,NA,NA,NA,NA,-0.260727624212126,-4.15642800388107,0.866264898035882,-0.784974893096626,0.790408813311414,-0.364263763880437,8,-89.726618006064,196.31551146123,8.82653584251915,0.000198006391621437
"3018",-1.52869173325979,6.53041390760691,NA,NA,-0.650934390225198,NA,NA,0.0457616402984402,-4.19685757154179,0.813132606963526,-0.546116997457295,NA,-0.284717195929744,8,-89.7282023467569,196.318680142616,8.82970452390498,0.000197692930417973
"2992",-3.18715484433119,7.33555264469847,0.454358545319286,1.90975975034985,-0.909493795204516,NA,1.21264406692614,NA,-4.95656258411478,0.885368227229482,-1.24626153705356,NA,-0.159004199076978,10,-87.5017621657787,196.336857664891,8.84788204618008,0.000195904287183026
"2038",-3.28342638636776,7.19931531862517,NA,1.60594982739896,NA,-0.852626712730285,1.54485749031519,-0.540193500255485,-4.94329466332272,0.788305705422046,-1.22214119131991,0.730794809633058,NA,10,-87.5059434245213,196.345220182376,8.85624456366537,0.000195086870775172
"2792",-3.14378900170477,7.52581548510299,0.358714227603395,1.55236024097995,NA,NA,1.37600941809717,-0.326993656063987,-5.0835778253724,NA,-1.00397227014046,NA,-0.101308085028801,9,-88.6321768891146,196.348691127627,8.85971550891628,0.000194748596469158
"3514",-1.82053325970195,6.71690871255203,NA,NA,-0.712454226153825,-0.784510601809247,1.47440451338783,NA,-5.3042382335178,-0.108995386286187,NA,0.619321635995523,-0.406710302870134,9,-88.633500310242,196.351337969882,8.8623623511709,0.000194491032532447
"2764",-1.18592019482739,6.50667653570085,0.384736812014136,NA,-0.81139585125783,NA,NA,0.126048455242092,-4.45364062226982,NA,-0.398951313634395,NA,-0.248083951328358,8,-89.749079892895,196.360435234892,8.87145961618123,0.000193608373268073
"2508",-1.37735978829866,6.75033253850146,0.247181045508983,NA,-0.837408686986925,NA,NA,-0.0832053960305051,-4.65367987471135,0.393815441244839,NA,NA,-0.317516086052668,8,-89.7539597318651,196.370194912832,8.88121929412137,0.000192665897019682
"4014",-3.64925582246156,7.41292387949682,NA,1.73952532749678,-0.826952962847417,NA,1.52870940258858,NA,-4.96367422595771,0.658669649541938,-1.00971057189915,0.777905128336474,-0.311318130460772,10,-87.5213229863742,196.375979306082,8.88700368737122,0.000192109474392269
"3784",-2.92725372331861,7.45958993809912,0.516495994539377,1.61873872462508,NA,NA,NA,-0.621474145915167,-4.56450300100269,NA,-0.799386219193203,1.06071674991644,-0.289259772244485,9,-88.6497162958751,196.383769941148,8.89479432243712,0.000191362602584236
"3780",-1.98087606427781,6.9419814260933,0.408358350935581,NA,NA,NA,NA,-0.261195818252361,-4.42431031784147,NA,-0.674589785560801,0.986060976542635,-0.347084247216749,8,-89.761268363388,196.384812175878,8.89583655716714,0.000191262906188033
"1008",-3.24774331008024,7.27197040987504,0.465355105591533,1.9221719428899,-0.899218378196316,NA,1.21894848712102,0.0637136622887884,-4.97819935163763,0.893036095733709,-1.29277878641796,NA,NA,10,-87.5268557287795,196.387044790892,8.89806917218164,0.00019104951709608
"3264",-2.73620330362929,7.1041084409712,0.287887439669181,1.5914500335725,-0.930122859497405,-0.678841160716949,1.25639202164608,NA,-5.54658259855459,NA,NA,0.658198988447344,-0.368233362000464,10,-87.5386366414249,196.410606616183,8.92163099747245,0.000188811985385874
"3304",-3.50848775430177,8.17306290876285,0.184588321529036,1.514156377408,NA,NA,1.00830038868106,-0.999839151675926,-5.42178092757412,NA,NA,0.968441058353574,-0.377985805950242,9,-88.669027981771,196.42239331294,8.93341769422889,0.000187702523013259
"3756",-2.43531858754415,7.15498724962243,0.30818048687313,NA,-0.728863299005841,NA,1.51600780877958,NA,-5.06003542081256,NA,-0.837393251373939,0.884933482548185,-0.364006202835477,9,-88.6757107450755,196.435758839549,8.94678322083791,0.000186452333493341
"3012",-1.87930062318614,6.65459059629815,0.390404119688021,NA,NA,NA,NA,0.0841076961731449,-4.25464119021461,1.06017655870914,-1.09995788400234,NA,-0.200695885538295,8,-89.7899950777876,196.442265604677,8.95328998596631,0.000185846718405461
"2976",-2.19263604182962,6.58754128147726,0.596958131235848,1.87848143996943,-0.662226263002642,-0.684405179523989,NA,NA,-4.45724626313778,1.1680717607655,-1.17972804747618,NA,-0.166577338949502,10,-87.566338758009,196.466010849351,8.97703523064075,0.000183653277220037
"3992",-2.81273159586568,6.70176112558042,0.623259979830865,1.77335626412685,NA,-0.780232508162291,NA,NA,-4.38965310218349,1.24930914847367,-1.46561074507998,0.792406696403939,-0.244275424035977,10,-87.5723983175572,196.478129968448,8.98915434973711,0.000182543784165007
"3558",-3.56122267250567,8.14813759881335,NA,1.50933370847737,NA,NA,1.01079881426027,-1.02314549394089,-5.32133573819317,0.255997085577918,NA,0.901645027692985,-0.382782789542195,9,-88.7002041706848,196.484745690767,8.99577007205653,0.000181940952263217
"3326",-2.73408078389369,7.48779279294549,NA,1.58084724486961,-0.819603214102056,-0.683351279441289,1.43924308200978,-0.718113419250427,-5.4233403572231,NA,NA,0.703934559795809,-0.383371868691529,10,-87.5838978722581,196.50112907785,9.01215345913897,0.000180456635573669
"1508",-2.64016026541181,7.45591794951401,0.105162500125609,NA,NA,NA,1.02390958468391,-0.541972388370084,-5.32136920460477,0.0190362389876487,NA,0.776602419144504,NA,8,-89.8245211849354,196.511317818973,9.02234220026196,0.000179539660290877
"992",-2.22366206110102,6.62673576346179,0.599857615067422,1.90288891678641,-0.642147128274292,-0.688723061922291,NA,-0.117962162865027,-4.48392708259987,1.16585011936767,-1.19389880453378,NA,NA,10,-87.5922993080709,196.517931949475,9.02895633076454,0.000178946891621678
"1280",-2.70961980697432,7.40008902611795,0.281272239562611,1.67477914139738,-0.854554261552071,-0.712548760611136,1.24530244101524,-0.650934554898308,-5.58625985886537,NA,NA,0.602300547801605,NA,10,-87.5949784214407,196.523290176215,9.0343145575041,0.00017846811424766
"2814",-2.41183927272478,7.01449258994329,NA,1.54810852173994,-0.805264534456254,-0.763653959280241,1.7538069450173,-0.297732589908269,-5.18033203105615,NA,-0.624665411377133,NA,-0.205682476070547,10,-87.5992601144567,196.531853562247,9.04287794353618,0.000177705602155571
"1276",-1.73190547944116,6.79623577236859,0.179354535155479,NA,-0.674664720626862,-0.828149721828299,1.29193607886183,-0.29517377506657,-5.4080338463512,NA,NA,0.510204797369633,NA,9,-88.7266286477255,196.537594644849,9.04861902613794,0.000177196222332869
"2008",-2.77790158222756,6.87677901731789,0.612417018581272,1.82867022304434,NA,-0.788765252423324,NA,-0.393554069232601,-4.44610740792577,1.22530695491981,-1.42644797196057,0.745097966995653,NA,10,-87.6033706908519,196.540074715037,9.0510990963266,0.000176976628978466
"2030",-3.65830852023734,7.49671374838636,NA,1.78558206250508,-0.791371241350205,NA,1.52209684075985,-0.26112310295201,-5.01756322766712,0.663536291734837,-1.02230847010818,0.707807001592885,NA,10,-87.6038865355085,196.54110640435,9.05213078563975,0.000176885360072381
"1468",-1.75545673873933,6.63574833633897,0.192199951441156,NA,-0.721595680969736,-0.820455904237112,1.36465125992084,NA,-5.44979270751554,-0.15491201551054,NA,0.513033422026261,NA,9,-88.7320451849865,196.548427719371,9.05945210066005,0.000176239027074229
"3984",-3.11012908567641,7.12086779482252,0.605597226309641,1.98005513699255,-0.755089608380625,NA,NA,NA,-4.46420199503883,1.1067350191049,-1.23077908361061,0.777741397892696,-0.276647451581433,10,-87.616336315215,196.566005963763,9.07703034505263,0.000174696827945538
"1964",-2.5330674659403,7.05522833787838,0.334115797522838,NA,-0.640187591737345,NA,1.39255090087384,NA,-4.99132211423547,0.415693596837319,-1.06542248114897,0.739848901386844,NA,9,-88.7421653948643,196.568668139126,9.07969252041551,0.00017446444584466
"3058",-1.77250332485082,6.50694367187004,NA,NA,NA,-0.993987978882961,1.49207356156671,-0.102139875630656,-4.8137937287994,0.630238201523313,-0.989063471957663,NA,-0.21612442816086,9,-88.7485447882052,196.581426925808,9.09245130709729,0.000173355011043629
"2804",-1.54234335090902,6.5075439961195,0.307783806058672,NA,NA,-1.05454642986471,1.55184257562174,-0.0645363831559706,-5.05021679768004,NA,-0.922634714104835,NA,-0.18036401167548,9,-88.754243587076,196.59282452355,9.10384890483894,0.00017236990532816
"2300",-1.33225327136683,6.69828582095472,0.168770445370196,NA,-0.766285739218654,-0.868949921486427,1.31112419449295,-0.178329536868789,-5.31387278781646,NA,NA,NA,-0.30965640300113,9,-88.7580292521308,196.600395853659,9.11142023494853,0.000171718604182884
"2492",-1.36191243525154,6.5992415225141,0.173563719799444,NA,-0.787404792034851,-0.861830570815995,1.32354179182115,NA,-5.32756997754401,-0.0255849905272742,NA,NA,-0.308540935674667,9,-88.7639148403978,196.612167030193,9.12319141148265,0.000170710907533552
"3830",-3.0376554929675,7.37859998423771,NA,1.45983106260329,NA,-0.884358707942996,1.74204282115363,-0.710586967819852,-5.11618447072161,NA,-0.871316464851993,0.924311463166589,-0.298849170427863,10,-87.6453463195154,196.624025972364,9.13505035365358,0.000169701677201323
"3822",-3.43447640105745,7.65506028200171,NA,1.67181234258412,-0.892277989806656,NA,1.69989398974423,-0.371380468317643,-5.15829729486026,NA,-0.696325797502492,0.878698604779828,-0.334721837865837,10,-87.6490000131427,196.631333359619,9.14235774090807,0.000169082770600857
"1530",-1.78241737013283,6.79452502212322,NA,NA,-0.664314215259901,-0.813833481562438,1.46564961119873,-0.322867121493816,-5.36299524917768,-0.11680787883702,NA,0.520611349514784,NA,9,-88.7775693863263,196.63947612205,9.15050050333963,0.000168395769655079
"4010",-2.55560255029262,7.10695633962657,NA,NA,-0.679440601960022,NA,1.53304515852739,NA,-4.91149507796343,0.341824508775698,-0.799706483220193,0.792915111942124,-0.374481274137754,9,-88.7861120062838,196.656561361965,9.16758574325459,0.000166963355587986
"1512",-3.57480015123201,8.04526735392313,0.179456724290696,1.5677945696876,NA,NA,0.891809144771489,-0.962168096216823,-5.44125688115761,0.226903402741977,NA,0.804912846517926,NA,9,-88.7893186133231,196.662974576044,9.1739989573332,0.000166428827185937
"1472",-2.76978633131422,7.0159700891425,0.289058908899568,1.61467884700098,-0.918265241341312,-0.68766151265919,1.22827718192045,NA,-5.59538809888785,0.0292593099161662,NA,0.537145263872247,NA,10,-87.6730929590418,196.679519251417,9.19054363270624,0.000165057750549882
"4008",-4.02974719882517,7.53711292989397,0.489280159985463,1.75661453036181,NA,NA,1.15686653599078,NA,-4.84640778127756,1.01626399058428,-1.64318403874207,0.951990546108846,-0.241797947660526,10,-87.6736303520486,196.680594037431,9.19161841871994,0.000164969073498358
"3518",-2.81114335201298,7.0557489760129,NA,1.51932256728839,-0.888058180888598,-0.653412586752569,1.40414857342486,NA,-5.42127426301689,0.0788685389180306,NA,0.620679832169264,-0.374142665611001,10,-87.6747879699629,196.682909273259,9.19393365454857,0.000164778212836742
"1772",-2.48878791691782,6.9806230623767,0.324060345249373,NA,-0.721274905337599,NA,1.53306074949527,0.160756086958001,-5.11405725242225,NA,-0.90770967828277,0.772764495479827,NA,9,-88.8012833264844,196.686904002366,9.19792838365581,0.000164449419144956
"2554",-1.40075661211599,6.70136552036565,NA,NA,-0.74307037822775,-0.853370101607183,1.4140545239975,-0.210048077715135,-5.2495153217893,0.0118258834375007,NA,NA,-0.313723901714215,9,-88.8091313852327,196.702600119863,9.21362450115248,0.000163163861606255
"2000",-3.13044495886901,7.14851433795095,0.607846775090885,2.01705902136227,-0.73240284960754,NA,NA,-0.150595081884746,-4.50724150180323,1.11365285108491,-1.25375829197794,0.708690191090355,NA,10,-87.6876681112042,196.708669555742,9.21969393703114,0.000162669455878789
"2304",-2.24061967867142,7.24458669395199,0.264721154553136,1.61831833273878,-0.939300084856424,-0.758172757504503,1.26834763699926,-0.499033130463799,-5.48439435690054,NA,NA,NA,-0.266044394525317,10,-87.7029561604911,196.739245654316,9.25027003560493,0.000160201470628767
"3818",-2.49691086043521,7.12931985242735,NA,NA,-0.735582110891377,NA,1.63658992612389,-0.00317978719406724,-5.01605396188689,NA,-0.660555311730119,0.833912005747169,-0.379393577017477,9,-88.8293046523227,196.742946654043,9.2539710353324,0.000159905291953016
"3496",-3.63606458526997,7.5481277756889,0.189315454003102,1.42301966556524,NA,NA,0.890769202746047,NA,-5.40318471711473,0.22373925081731,NA,0.846241796617733,-0.361531360237132,9,-88.8374009065424,196.759139162482,9.27016354377182,0.000158615884785705
"3988",-1.53960123771263,6.29619409638688,0.483515230097438,NA,NA,-0.853005660422556,NA,NA,-4.2818165736467,0.885667752879097,-1.10519231939374,0.729622725164141,-0.318701578457936,9,-88.840255152419,196.764847654236,9.27587203552491,0.000158163801535892
"2024",-4.01264686003611,7.65914709019208,0.483192458486278,1.80557585168808,NA,NA,1.15544920833429,-0.29516487212123,-4.90030908327148,1.00242806266202,-1.62424690383287,0.89821951679289,NA,10,-87.7158136982731,196.76496072988,9.27598511116889,0.000158154859551818
"1948",-1.36052052985248,6.20731874351224,0.494465664700391,NA,-0.372011706047711,-0.787427742369139,NA,NA,-4.36288060210163,0.782309692908969,-0.995875010535547,0.567101576992581,NA,9,-88.8419345238136,196.768206397025,9.27923077831423,0.000157898408680881
"1534",-2.77862518119673,7.37118043146369,NA,1.60854640405127,-0.805655455942527,-0.689334333479058,1.38573838992468,-0.690848566662116,-5.46796542514513,0.0876111774171439,NA,0.566129774385395,NA,10,-87.7256036073438,196.784540548021,9.29556492931025,0.000156614092149976
"508",-1.39861623581558,6.63868214165323,0.174056590932619,NA,-0.752336964326393,-0.873410467707698,1.32411978084182,-0.173857605090883,-5.38125070014639,-0.0482176301829383,NA,NA,NA,9,-88.8572908913085,196.798919132015,9.30994351330401,0.000155492185400518
"3524",-2.12453164819761,7.26125459234647,0.207622059322066,NA,NA,NA,NA,-0.57181387190941,-4.74101776210862,0.339934947278219,NA,0.840038075709269,-0.417287202639375,8,-89.9706296085059,196.803534666114,9.31455904740304,0.000155133759399527
"2496",-2.36109416282186,6.96422967739308,0.266223017320835,1.59141471733439,-0.972347911310746,-0.728166067370676,1.19387936430651,NA,-5.47727656253807,0.152526367699852,NA,NA,-0.272046183064335,10,-87.7392674856299,196.811868304593,9.32289268588255,0.000154488689943364
"3062",-2.79619528330402,7.02029306766046,NA,1.56103711113378,NA,-0.91506917338563,1.44268238670627,-0.42151253397712,-4.85921632354776,0.922350422535647,-1.153269355957,NA,-0.162155162724598,10,-87.7512774348359,196.835888203005,9.34691258429447,0.000152644385792147
"3528",-3.1445466724308,7.8851350903219,0.272553792487922,1.61215188178131,NA,NA,NA,-0.997033915602284,-4.95576344578805,0.510736090450651,NA,0.873853159285748,-0.37683120026841,9,-88.8804752893606,196.845287928119,9.35631230940817,0.000151928661379485
"512",-2.36915557931984,7.21624042833034,0.262300136878553,1.65784708312385,-0.908944348539333,-0.74936996851416,1.18386250268311,-0.516045333341127,-5.50775139532192,0.1549122489776,NA,NA,NA,10,-87.7658519312515,196.865037195836,9.37606157712574,0.000150435804314655
"2800",-2.88794186705575,7.33514317226686,0.404778419068537,1.76223049383286,-1.04662435207799,NA,1.48194988695728,-0.0296269759521506,-5.19557994300366,NA,-0.830137339882404,NA,-0.169399279201848,10,-87.7782385027909,196.889810338915,9.40083472020453,0.000148583913429361
"3744",-2.11538921555765,6.60929564643667,0.613943737899297,1.71812452064919,-0.745765981521496,-0.639777626547166,NA,NA,-4.63141110778853,NA,-0.691660807976494,0.80071566624469,-0.291213128684725,10,-87.7841269907836,196.901587314901,9.41261169619,0.000147711549811278
"3316",-1.89892840276736,7.0732323045023,0.143206780780628,NA,NA,-0.96503739688848,1.19347668578093,-0.630609513458072,-5.31767587703539,NA,NA,0.767235471450581,-0.399171410461292,9,-88.9112650901897,196.906867529777,9.41789191106639,0.000147322089784287
"2026",-2.60086841484734,6.97255908572185,NA,NA,-0.661766936648681,NA,1.54821587021678,0.0760604664664527,-4.96356889541036,0.358718977295377,-0.859982360567188,0.680588227423262,NA,9,-88.9228757062302,196.930088761858,9.44111314314745,0.000145621481226382
"2558",-2.36760685588469,7.24966190687898,NA,1.5775568620758,-0.875896992415532,-0.729478711969644,1.33498196195418,-0.555928031226864,-5.3556023841456,0.215256379266991,NA,NA,-0.280887649527524,10,-87.8018238645599,196.936981062453,9.4480054437426,0.000145120511419935
"3312",-3.19105817479161,7.86002631137813,0.256340430953586,1.7361041869576,-1.03891701764401,NA,1.18257051806855,-0.585928570227418,-5.48143438784117,NA,NA,0.802533392206364,-0.391473469397213,10,-87.8078143810543,196.948962095442,9.45998647673125,0.000144253763329006
"2004",-1.5291527809711,6.26027445695685,0.487498532672496,NA,NA,-0.862090998519911,NA,-0.0820949019071089,-4.32845320139167,0.881761540353156,-1.12676595915602,0.639565969382295,NA,9,-88.9403308171515,196.964998983701,9.47602336499003,0.000143101697647158
"2972",-0.956477731884227,6.16901638675334,0.450605898978309,NA,-0.471447006530184,-0.82615562993037,NA,NA,-4.31672749828599,0.841900173105537,-0.882706532045407,NA,-0.242324063956163,9,-88.9407475454006,196.965832440199,9.47685682148818,0.000143042075551226
"3054",-3.18497708428933,7.35102566059267,NA,1.75767363176966,-0.894813083988825,NA,1.41912037572205,-0.121625033654047,-4.93539938602091,0.771515559797333,-0.919268217381004,NA,-0.198889648516139,10,-87.8192324840291,196.971798301392,9.48282268268096,0.00014261602672045
"3570",-1.93768882399574,7.06780563946212,NA,NA,NA,-0.952117625778805,1.28804152654621,-0.653291626368156,-5.26373093092279,-0.00528356293374932,NA,0.753974074876028,-0.400383312416883,9,-88.9480841104298,196.980505570257,9.49152995154654,0.000141996478298108
"4004",-2.85502824883243,7.17932061495845,0.339228107935994,NA,NA,NA,1.25118662208171,NA,-4.82163271690589,0.625163859213299,-1.28006010464735,0.937965461223233,-0.323431305400535,9,-88.949806353995,196.983950057388,9.49497443867708,0.000141752136245728
"2808",-2.43577624017998,7.02042759927909,0.395410838938034,1.49845757801676,NA,-0.996821881910771,1.54656861071596,-0.394478182955039,-5.16662039944489,NA,-1.01665559510347,NA,-0.123574997059955,10,-87.8262251447589,196.985783622851,9.49680800414049,0.000141622239887502
"2532",-2.20615765731511,7.33748064815738,0.0761669473880277,NA,NA,NA,0.92493241526835,-0.414160413375275,-5.16191482004876,0.236445862107891,NA,NA,-0.277836494442924,8,-90.0662619356101,196.994799320322,9.50582370161146,0.000140985265024322
"1760",-2.10294025738055,6.77048160333116,0.605563643300455,1.7700444366723,-0.701171327992422,-0.660221295539548,NA,-0.392944791435226,-4.67930050327062,NA,-0.685666053397698,0.743811628712535,NA,10,-87.8402274789074,197.013788291148,9.52481267243758,0.000139653016994805
"2988",-2.02573900679063,6.98697464400108,0.287064546211913,NA,-0.757826698281588,NA,1.29784126824884,NA,-4.89255406124081,0.523590576924571,-0.918825691273198,NA,-0.237812597086458,9,-88.9651241882083,197.014585725814,9.52561010710355,0.000139597346015556
"3740",-1.08453788381465,6.25685509114449,0.474083036182179,NA,-0.517430502221127,-0.763467388928313,NA,NA,-4.45483435309317,NA,-0.561106248836985,0.733893794451422,-0.34597880604673,9,-88.9708256856292,197.025988720656,9.53701310194543,0.000138803696751826
"3032",-2.32209028110824,6.7194748353081,0.556273965178366,1.76377555393934,NA,-0.846102453134004,NA,-0.291393728415101,-4.38892046005559,1.32353586245926,-1.34237341835566,NA,-0.138737208476126,10,-87.8639123555542,197.061158044442,9.57218242573106,0.000136384215897101
"3508",-2.01182971768238,6.70605826765439,0.155459531746494,NA,NA,-0.957337823367551,1.19812475054753,NA,-5.34969355926658,-0.0279763273861968,NA,0.726404020595795,-0.386234829973643,9,-88.9902343253081,197.064806000014,9.57583038130312,0.000136135680847049
"3504",-3.2440027562315,7.49970508313367,0.26033302054442,1.68824197160374,-1.08649925334793,NA,1.14332789821768,NA,-5.48150665439223,0.0849591000673392,NA,0.730243963999501,-0.382646014943708,10,-87.8675856218662,197.068504577066,9.57952895835516,0.000135884159334082
"988",-1.03640606818265,6.05403750460139,0.467969776196704,NA,-0.456511806237203,-0.825179828237878,NA,0.119027646698839,-4.34637439430513,0.847500975245939,-0.944677832878363,NA,NA,9,-88.9988656613502,197.082068672098,9.59309305338738,0.000134965704531295
"1004",-2.15623950687099,6.7478439188635,0.313716116109913,NA,-0.755378321419572,NA,1.32247418332052,0.345837495804699,-4.92572091021558,0.537778232415997,-1.02248204501827,NA,NA,9,-89.000900962351,197.0861392741,9.59716365538901,0.000134691288052584
"3566",-3.25251251013988,7.83511438485433,NA,1.68093651368599,-0.99150110080564,NA,1.28811091024695,-0.622190640682494,-5.37180848233041,0.136533396426728,NA,0.759971753093126,-0.39602207139065,10,-87.9120384625492,197.157410258432,9.66843463972114,0.000129976012277718
"3024",-2.69318405898873,7.01915737051737,0.557112399023073,1.9720227917381,-0.833865053394863,NA,NA,-0.0287485150088613,-4.45589304728023,1.18507996645444,-1.14121267782118,NA,-0.165982554288212,10,-87.9127656548389,197.158864643011,9.66988902430052,0.000129881529081635
"3308",-2.26733335919441,7.29700186295124,0.146667717312166,NA,-0.861935996982871,NA,1.21744450666223,-0.202817576010156,-5.28557936055983,NA,NA,0.750630597131908,-0.432837057106048,9,-89.0451200924421,197.174577534282,9.6856019155712,0.000128865119819469
"3500",-2.28402341392163,7.18315952862356,0.154395921287371,NA,-0.892036611247788,NA,1.26702407292956,NA,-5.31245170806811,-0.101262350470865,NA,0.750931166867336,-0.428202266418804,9,-89.0481591273517,197.180655604101,9.69167998539029,0.000128474088701278
"2796",-1.95667758515154,6.83980030591271,0.277288970705867,NA,-0.87562080406043,NA,1.47512893009044,0.281067799823968,-5.04803947911622,NA,-0.723193832235953,NA,-0.233071260863856,9,-89.0533672683294,197.191071886056,9.70209626734578,0.000127806716927
"2020",-2.87637183439815,7.08371880428719,0.34778398482152,NA,NA,NA,1.2611251520325,0.0308101376236261,-4.87129186126853,0.631855123406091,-1.32697275361461,0.842422812101465,NA,9,-89.053540839636,197.19141902867,9.70244340995907,0.00012778453527325
"1524",-1.91299854287191,6.94397272260233,0.145609944810775,NA,NA,-0.977462536655474,1.20671515121676,-0.590091334848558,-5.38816174496539,-0.0423472536347093,NA,0.647317464727079,NA,9,-89.0696274282671,197.223592205932,9.73461658722121,0.000125745363652665
"2536",-3.12134156223062,7.89911808693981,0.148281209294206,1.53725885979818,NA,NA,0.80506097454379,-0.814062630922522,-5.28570833162037,0.431774864063067,NA,NA,-0.236839100391747,9,-89.0729039015912,197.23014515258,9.74116953386934,0.00012533403654216
"1520",-3.24342197014131,7.74658322704526,0.254462612368796,1.76778134816376,-1.026318088532,NA,1.12237094484289,-0.55592463199142,-5.52418757371105,0.0946715108895099,NA,0.660577852171146,NA,10,-87.9560014419285,197.24533621719,9.7563605984798,0.000124385664074978
"3562",-2.30620210323717,7.29342515263898,NA,NA,-0.853246013702203,NA,1.35122101718488,-0.223052917056945,-5.24754933340417,-0.0722984826216819,NA,0.754072875084699,-0.432873593333538,9,-89.0814277368029,197.247192823003,9.75821720429281,0.000124270250079352
