"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"13469",-1.88844977601403,NA,NA,1.17488310704163,-1.64447951039843,1.34447973021905,NA,NA,2.96945445180211,NA,NA,-1.94636625311949,NA,0.664630912719159,-1.56962254701534,8,-91.2481346036906,199.368996480109,23.1190075986292,1.42374910366424e-07
"5981",0.148126214143244,NA,NA,1.18232422611793,-1.32549796367349,1.8402391546276,NA,-0.0757162038190857,NA,-3.65471304182565,0.705313988523502,-0.935376005640693,NA,0.14080135638957,NA,9,-90.1361951877182,199.369951351046,23.1199624695668,1.42306951758567e-07
"7265",-2.78148680412068,NA,NA,NA,NA,NA,-0.021267989380285,-0.125503258057532,NA,NA,NA,-1.28715242262935,4.87037792611696,1.53093421308174,NA,6,-93.4336275768483,199.370249165673,23.1202602841934,1.42285762790351e-07
"14308",-1.89774175288889,0.071243543135137,3.34267940729025,NA,NA,NA,0.91451153192322,0.0149765522658766,1.03059087962965,-3.48505484041418,0.971119501837956,-1.51496242005042,NA,1.24234567218289,-1.54799650318354,11,-87.8703201838149,199.370269997259,23.1202811157801,1.42284280778967e-07
"7414",-5.22839396210878,-0.0894969030988826,NA,1.58909606450511,NA,1.48839172799867,0.585178598479012,-0.0913802292106155,1.7820043738211,NA,NA,-1.39731393149328,4.42426072562314,0.92382087611529,NA,10,-89.0127744911719,199.375242233878,23.1252533523982,1.41930984573485e-07
"7078",-4.099424007,-0.400092663444415,NA,1.33443448671061,NA,NA,0.0771469728539277,NA,2.05668294219068,-2.97165851384899,0.498546089198355,NA,4.47285214576932,1.04140499060496,NA,9,-90.1401109982155,199.377782972041,23.1277940905614,1.41750794317259e-07
"2402",-1.03545493846752,-0.239929022943887,NA,NA,NA,NA,-0.135739255447907,-0.0895559917773775,NA,-2.56458381948156,NA,NA,3.96906510611624,NA,NA,6,-93.4389796215818,199.38095325514,23.1309643736603,1.41526277236207e-07
"14003",-3.36410084431356,NA,2.96171550782394,NA,NA,1.19904762460209,0.823634916514332,NA,1.06067191388533,NA,1.29435000590358,-2.54781608094552,NA,1.03844279327741,-1.49067575677743,9,-90.1423808349471,199.382322645504,23.1323337640247,1.41429408042752e-07
"2049",-3.32612181292709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49602822938276,NA,NA,2,-97.6567092505752,199.383593939747,23.1336050582676,1.41339537412668e-07
"7922",-4.97700207997279,0.0649417198365291,NA,NA,NA,1.34946982311389,0.708366134804298,-0.0925808296721434,1.90597826122139,NA,1.89864919629164,-2.36313893249118,4.54059474991733,1.14712433767552,NA,10,-89.0180190083752,199.385731268284,23.1357423868048,1.41188573578487e-07
"15009",-4.5333252132865,NA,NA,NA,NA,NA,-0.841979875128165,NA,1.99098054972696,NA,0.371104455180319,NA,5.65565513193598,1.66649782640301,-1.64638836743122,7,-92.3575719630858,199.389842721352,23.139853839873,1.40898626609418e-07
"2850",-1.49417675440172,-0.370322918852473,NA,NA,NA,NA,-0.360850873654306,NA,NA,-2.85498147655187,0.56031769488695,NA,4.2399668668266,NA,NA,6,-93.4436826479936,199.390359307963,23.140370426484,1.40862238137067e-07
"4964",-1.60647231258316,-0.188791822765722,3.50283366852588,NA,NA,NA,1.05133612306027,-0.0671681728415009,NA,-3.83527989778002,0.231163209649297,NA,NA,0.801725241326895,NA,8,-91.2597470677692,199.392221408266,23.1422325267864,1.40731149363531e-07
"5187",-1.82641762233987,NA,3.25541412328924,NA,NA,NA,NA,-0.0955665482724123,NA,NA,NA,-1.60000569169961,NA,0.832283682261891,NA,5,-94.5192334019869,199.395609661117,23.1456207796373,1.40492934844239e-07
"6100",-1.87719170351818,0.141791276224077,2.50636770678682,NA,NA,1.39028483679013,NA,0.0609530052857224,0.749731742981057,-3.54075249910621,0.815930459981366,-1.63321966757272,NA,0.538041313847181,NA,10,-89.0232826501206,199.396258551775,23.1462696702956,1.4044735996143e-07
"6142",-1.53271573261457,0.172625487491005,NA,1.03258949531784,-2.35272461825972,1.54881421263825,2.55395287044555,-0.107455617253058,2.92480570080704,-3.97740849483396,0.865735155558547,-1.31948452485681,NA,0.185128740316031,NA,12,-86.7300905082824,199.398069215322,23.1480803338432,1.40320266043675e-07
"854",-0.747608544240885,-0.153999236959894,NA,1.5727800638437,NA,2.15499507146433,NA,-0.147384723632411,NA,-3.80774844743111,0.523323974783426,NA,NA,NA,NA,7,-92.3622719567175,199.399242708616,23.1492538271364,1.40237957747543e-07
"5251",-2.42760623982852,NA,3.12488195459212,NA,NA,NA,NA,NA,0.878735559194549,NA,NA,-1.9842446974376,NA,0.828113371263055,NA,5,-94.5211351962033,199.39941324955,23.1494243680702,1.40226000101232e-07
"1128",-3.08486776764987,0.0128524464179493,3.90366176875663,1.85299686745299,NA,NA,1.11948936069371,-0.162762952982286,NA,NA,NA,-1.39792248287043,NA,NA,NA,7,-92.363055639829,199.400810074839,23.1508211933595,1.40128098681428e-07
