"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LM","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"9528",-2.84192996518861,0.00557602322453213,3.63573753257,2.23946089411994,NA,1.58651655921733,1.12799217627823,NA,NA,-3.57176670141375,NA,-0.765730664616843,NA,NA,-1.57438652391131,9,-84.8521725613495,188.801906098309,12.5519172168293,2.80574362595173e-05
"3323",-4.27898153719921,NA,2.67900858348966,NA,-2.91136818670801,0.541161881380816,2.7605920453736,-0.0440635467632855,1.64655162618674,NA,NA,-1.02070199606033,3.70632239449191,NA,NA,9,-84.8531572503653,188.80387547634,12.553886594861,2.80298220081767e-05
"923",-0.301233754589577,NA,2.73640003214033,NA,-2.07858358923747,0.816088958468215,NA,NA,0.807769677085687,-4.01224531894397,-0.0456172181468656,NA,NA,NA,NA,7,-87.06471974751,188.804138290201,12.5541494087214,2.80261389373077e-05
"2835",-2.98561988793605,NA,2.34343230113931,NA,NA,1.30393037602805,NA,NA,NA,-3.10073410353499,0.509552854339934,NA,3.05353927625046,NA,NA,6,-88.1519599553879,188.806913922752,12.5569250412725,2.79872707827172e-05
"8044",-3.15644167453514,-0.0201991975988238,3.65856199161276,NA,-2.94343439612135,NA,2.97806118954609,0.0141373521348757,NA,-3.20484687297091,0.501264209457361,-0.635065571730069,3.06954260384382,1.00162192013539,NA,11,-82.5897839427104,188.80919751505,12.559208633571,2.7955333261249e-05
"11795",-3.92167305933164,NA,2.46211665886259,NA,NA,1.13780069130694,NA,NA,NA,NA,1.62556510121,-1.78656926518217,3.94252426297873,NA,-1.4460633552988,7,-87.0673598881833,188.809418571547,12.559429690068,2.79522435779784e-05
"12284",-3.12992784105455,-0.0263428018822141,3.04820799517637,NA,-3.03922907230015,0.586926097521797,2.66586406885787,0.0880472727009329,1.7514825106122,-3.27259876190655,0.658294818124872,-0.722045770193438,2.97796180104486,NA,-1.4078867575794,13,-80.2675428436325,188.810085687265,12.5600968057857,2.79429214422831e-05
"11383",-5.35444277049538,NA,3.2664200077761,2.42421185467393,NA,1.29800740735975,0.615064043069957,-0.0292245124360061,NA,NA,NA,-1.08203349449632,3.72589924509526,NA,-1.7313329137816,9,-84.8569136835007,188.811388342611,12.5613994611319,2.79247273700751e-05
"3545",-2.00033270392456,NA,NA,NA,-2.08900751213692,1.0987500680346,NA,0.0823928105251257,2.42586710126538,-3.0488686189433,NA,-0.827729675506033,3.68966236759721,NA,NA,8,-85.9707116952273,188.814150663182,12.5641617817026,2.78861854680515e-05
"14814",-2.99902950534756,-0.156124758788047,NA,1.43754034791231,-2.0650098325051,1.02952614825516,NA,0.0329286548412266,2.33654878890467,-3.10103915598631,NA,NA,4.26214463703972,1.08287781554265,-1.89684486063441,11,-82.5930306761338,188.815690981897,12.5657021004178,2.7864716929525e-05
"7613",-3.60466198506311,NA,NA,0.96844619098615,-2.56912185276096,1.17350046316915,2.19539828691993,NA,2.85678282660956,-3.10845261064312,NA,-0.814686163209831,3.77496402208546,0.655454313118043,NA,10,-83.7337980008265,188.817289253187,12.5673003717075,2.78424581360754e-05
"16295",-5.29692674162219,NA,3.25953326831883,2.16948879395484,NA,NA,0.824904212275603,NA,0.844390904237354,-2.31872359502803,1.42189113917783,-1.29335309718188,3.69590989745631,1.3506985882489,-1.96679659282424,11,-82.5944539050202,188.81853743967,12.5685485581907,2.78250872672068e-05
"5631",-2.83149462669176,NA,3.72940945726362,1.33762960894,-2.88798076328814,0.973008968538497,3.3935372228002,-0.00705603795554104,1.2724436975283,-4.14397902706699,NA,-0.64676725280721,NA,0.256515074204776,NA,11,-82.5949993930104,188.81962841565,12.5696395341711,2.78099131553006e-05
"14521",-4.47621600978649,NA,NA,NA,-2.90369175185952,0.719195438594428,1.38869727487566,NA,2.70834034811437,NA,NA,NA,5.45935995429872,1.41847700581439,-1.71504578223179,8,-85.9736100060083,188.819947284744,12.5699584032645,2.78054796478397e-05
"7344",-5.73261417879748,-0.123262063145963,3.18436357217921,1.3206467429285,-2.78581354411685,NA,2.73158543781611,NA,1.67291016447252,NA,NA,-1.07939740310292,4.04863498568657,0.748719065797429,NA,10,-83.7358550963482,188.82140344423,12.5714145627508,2.77852424094155e-05
"6441",-1.41348435167859,NA,NA,NA,-2.59188411907691,NA,1.26740260470816,NA,NA,-3.22931971075796,NA,NA,4.48648679200928,1.24298752807966,NA,6,-88.1604043391537,188.823802690283,12.5738138088041,2.77519305776344e-05
"263",-1.95494441338666,NA,3.76885945704914,1.67730558615969,NA,NA,NA,NA,NA,-3.90289544045368,NA,NA,NA,NA,NA,4,-90.2940188868928,188.824724164318,12.5747352828388,2.77391471810337e-05
"11571",-2.53025776499803,NA,2.69682198906218,NA,NA,1.26657869709839,0.741563723066434,NA,NA,-2.77021794333989,NA,-0.631801365925355,2.71782395523252,NA,-1.30915791225337,8,-85.9766942440612,188.82611576085,12.5761268793704,2.77198530437222e-05
"13196",-0.0872931054271921,-0.0601379072132455,3.13525919732431,NA,-2.27526743190476,NA,NA,NA,1.04137905177092,-3.87923997338644,0.130443975136007,NA,NA,0.893895125767795,-1.73926072807897,9,-84.8644655441889,188.826492063987,12.5765031825081,2.77146380005076e-05
"8499",-1.35395909110262,NA,3.24659096646241,NA,NA,1.40918076797741,0.830848922071841,NA,NA,-4.05309659846386,NA,NA,NA,NA,-1.36018611851487,6,-88.1626010939867,188.82819619995,12.5782073184702,2.76910333026937e-05
"12269",-3.10269271283503,NA,NA,1.4022982175117,-2.79123167012678,NA,1.87932576402361,-0.0691980561702636,3.46509616280608,-2.54558795149847,1.27450231231095,-0.893663845234807,4.20014829639637,NA,-1.51129750833449,11,-82.6001455489419,188.829920727513,12.5799318460342,2.7667166618758e-05
"7787",-4.25114149681132,NA,3.19182904681286,NA,-2.65373393728139,NA,2.723781683894,-0.105848316871135,NA,NA,1.07741751252424,-1.22117098993974,4.00719744652581,0.958934708320572,NA,9,-84.866646053742,188.830853083094,12.5808642016143,2.76542718060369e-05
"8615",-2.36062796365137,NA,4.2388467702994,2.12660742867778,NA,NA,0.804329591210169,NA,0.33549997666944,-3.97625783955485,NA,NA,NA,NA,-1.7445211269526,7,-87.0783001789181,188.831299153017,12.5813102715376,2.76481046243601e-05
"3753",-4.15942095195562,NA,NA,NA,-2.71789831067397,NA,1.80883375792129,NA,3.46553401125644,NA,1.4188126541482,-1.99062912728383,4.93064670909365,NA,NA,7,-87.0783111617131,188.831321118607,12.5813322371276,2.76478009725626e-05
"4447",-1.28927528299275,NA,3.31424340111845,1.46444116511836,-1.82013266191435,1.0948829261739,NA,0.0148771503625896,NA,-4.02951111504595,NA,NA,NA,-0.0890808606958765,NA,8,-85.9816259368982,188.835979146524,12.5859902650442,2.75834837850667e-05
"2903",-4.34804253475775,NA,2.61240532013986,1.93475726632347,NA,1.41509371896138,NA,-0.0288082332600026,NA,-2.90695788823515,0.643402134534948,NA,3.18453116785901,NA,NA,8,-85.9822415326408,188.837210338009,12.5872214565296,2.75665087353008e-05
"1536",-2.70813710278026,0.104981433830455,3.71955551943499,1.3756876349706,-2.90333257409461,1.02248060031171,3.3415171932211,-0.00995018162879764,1.28285433682349,-4.14319400710129,NA,-0.687956080169626,NA,NA,NA,11,-82.6052404630361,188.840110555702,12.5901216742226,2.75265632667555e-05
"9387",-2.302171095183,NA,3.88667096215937,NA,-2.99654608334804,NA,2.55610073584651,NA,1.75228517087011,NA,NA,-1.41387317265432,NA,NA,-1.44374513826185,7,-87.0834259911516,188.841550777484,12.5915618960045,2.75067482241258e-05
"863",-1.31427123551407,NA,3.30989080866795,1.45037847285308,-1.81310114176251,1.07862795377178,NA,0.0142000928254552,NA,-4.03197248801649,-0.00429447306911475,NA,NA,NA,NA,8,-85.9848773420152,188.842481956758,12.5924930752783,2.74939443481154e-05
"352",-1.31546356316389,-0.000115950192233743,3.30952909374144,1.45080778513537,-1.81256030222263,1.07851055671912,NA,0.0139316643615438,NA,-4.0315136173592,NA,NA,NA,NA,NA,8,-85.9848861092537,188.842499491235,12.5925106097552,2.74937033032059e-05
"4895",-1.27068495701674,NA,3.28524015763182,1.47904959671206,-1.80676613246894,1.08802315939486,NA,NA,NA,-3.97289103771594,0.0399212587003588,NA,NA,-0.0857221954061808,NA,8,-85.9856359555281,188.843999183783,12.5940103023041,2.74730949797169e-05
"4384",-1.25262812201963,0.0196090607610542,3.28620952075049,1.47640467809626,-1.81419053433249,1.08986477842896,NA,NA,NA,-3.97836720441716,NA,NA,NA,-0.0842484664914468,NA,8,-85.9858333938531,188.844394060433,12.594405178954,2.74676712733033e-05
"15549",-4.99854987708223,NA,NA,1.36875110175711,-2.41175980217875,0.911985475389771,1.48695741177004,NA,3.01115758690601,NA,NA,-1.25555035362568,5.01864913718417,1.30103436756048,-1.712538202539,10,-83.7485060473053,188.846705346144,12.5967164646649,2.74359467898578e-05
"2967",-4.47364258305857,NA,2.5979594482177,1.9048131869311,NA,1.41208653611388,NA,NA,0.205093094303794,-3.02555817374893,0.575990559036959,NA,3.2060395252894,NA,NA,8,-85.9876752657926,188.848077804313,12.5980889228332,2.74171259036777e-05
"800",-1.29166589878099,0.0128885983690978,3.28397699145427,1.46405487448581,-1.80406842573456,1.07403630708493,NA,NA,NA,-3.984694860911,0.027001647050311,NA,NA,NA,NA,8,-85.988342521162,188.849412315051,12.5994234335719,2.73988377813095e-05
"8585",1.28346504199276,NA,NA,NA,-2.57329722828511,NA,NA,NA,3.10375749873033,-4.45299628382014,NA,NA,NA,NA,-1.48016787549067,5,-89.24687554646,188.850893950063,12.6009050685835,2.73785477591715e-05
"14155",-0.0702018395729569,NA,3.68815770159705,NA,-2.15861482321224,NA,NA,0.0930238808632032,NA,-3.90030657050603,0.209651683731157,-0.576307558446241,NA,0.962961279087799,-1.72325524655174,9,-84.8774861764562,188.852533328522,12.6025444470429,2.73561150536288e-05
"9676",-0.0461306870100169,-0.0130090951773214,3.29945895180417,NA,-2.38090188796911,NA,NA,0.12434006759614,1.37886784578763,-3.94800832696341,NA,-0.594106910144289,NA,NA,-1.59247360285087,9,-84.8792882906288,188.856137556867,12.6061486753879,2.73068606053848e-05
"2554",-2.43165360710866,-0.113359268101278,NA,NA,-2.94449248348479,1.08336008403565,2.2796852029231,-0.0464841218629335,2.74521462547003,-3.34353304520889,NA,NA,3.61173511076721,NA,NA,9,-84.8798328533438,188.857226682297,12.6072378008181,2.72919943554037e-05
"9116",0.043418968866263,-0.011291901662769,2.89751362532794,NA,-2.16956642734024,0.702381712468228,NA,NA,0.959142934749404,-3.89710617111522,0.164720561727622,NA,NA,NA,-1.56937158305248,9,-84.8801842540623,188.857929483734,12.6079406022549,2.72824056138239e-05
"4976",-2.11103105728701,-0.0722495208292477,4.47362149824348,1.33397447503762,-3.05068114006793,NA,3.37370588350825,-0.0845624568023955,NA,-4.03721490879001,0.190920406015178,NA,NA,0.454369824635268,NA,10,-83.7541402475597,188.857973746653,12.6079848651737,2.72818018210531e-05
"10601",0.0638663317696341,NA,NA,NA,-2.6962070238568,NA,1.15552942499167,-0.0729926346873552,NA,-2.81498137908371,NA,NA,4.11477198408179,NA,-1.27741389674289,7,-87.0924138593857,188.859526513952,12.6095376324727,2.72606288964106e-05
"10243",-3.96008920368522,NA,3.34995955207585,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24118359697202,NA,-1.56170517377386,4,-90.3146319025398,188.865950195612,12.6159613141328,2.71732125543055e-05
"11283",-3.43606121855626,NA,2.60949421005681,NA,NA,1.09701061364201,NA,NA,NA,NA,NA,-1.16612313673019,3.65496659998703,NA,-1.41453112903982,6,-88.1816043866337,188.866202785244,12.6162139037642,2.71697809351364e-05
"11816",-5.58013157079415,-0.116793859180504,3.71739754681132,2.39942382285245,NA,NA,0.461071852995326,NA,NA,NA,1.74462747965657,-1.69996820629956,4.25562597700372,NA,-1.85615121387673,9,-84.8844423857883,188.866445747186,12.616456865707,2.71664805242274e-05
"3260",-4.45851937063401,-0.0307183024052503,2.73215143824195,NA,-2.88815190409917,0.547495931702315,2.67539629001058,NA,1.6843820723703,NA,NA,-1.12526684855023,3.77522416487068,NA,NA,9,-84.8853831303362,188.868327236282,12.6183383548027,2.71409358231927e-05
"16347",-2.91373302218176,NA,2.41845271173133,NA,-2.09681880516142,0.492786282872247,NA,0.154199773277748,1.38617295234941,-2.99310875716908,0.589163105505886,-0.852801108014455,3.62247706938504,1.2227452986349,-1.81191303828126,12,-81.4662685491229,188.870425297003,12.6204364155242,2.71124790860965e-05
"10989",-4.01111597114767,NA,NA,1.616401105469,-2.97523071963423,NA,1.89640931490082,-0.254859569653757,3.01825228077707,NA,1.10465261367595,NA,5.1290617105699,NA,-1.55004309912665,9,-84.8864802229076,188.870521421425,12.6205325399457,2.71111760317267e-05
"11059",-2.97802932366473,NA,2.73274200588118,NA,NA,1.26278807032597,0.581246504326351,NA,NA,-3.14744644825792,0.695304103477211,NA,3.02732640480554,NA,-1.43936483841029,8,-85.9997874647133,188.872302202154,12.6223133206746,2.70870472454328e-05
"111",-2.88965665926458,NA,4.41284753591009,1.59938739278873,-2.91753449953098,NA,3.25327430733492,-0.281096377479022,NA,NA,NA,NA,NA,NA,NA,6,-88.1852772833616,188.873548578699,12.6235596972199,2.70701721739673e-05
"6700",-4.75045390237819,-0.388944230655594,3.49103053386695,NA,-2.89989427411859,NA,2.51695876483955,NA,NA,NA,0.207204003560515,NA,4.31850520813637,0.815579846151896,NA,8,-86.0017524809068,188.876232234541,12.6262433530615,2.70338730201796e-05
"16361",-3.02107166360815,NA,NA,NA,-2.87550904562197,NA,2.02685817184689,-0.0203091790232897,3.30098301590941,-2.76345153152491,0.986700714804037,-0.982446524019356,4.3091036521987,1.53975677952148,-1.56733402627175,11,-82.6240786662169,188.877786962063,12.6277980805841,2.70128660330593e-05
"3389",-2.13608425317864,NA,NA,1.15843822585124,-2.09485068614519,1.69641392405846,1.39183011431104,NA,NA,-3.04353464329291,NA,-0.54460647461721,3.79513944506788,NA,NA,8,-86.0031385686584,188.879004410044,12.6290155285648,2.69964276571804e-05
"15637",-3.2145796232393,NA,NA,1.75150903953214,NA,1.81140630653025,NA,NA,NA,-2.77123880397634,NA,-0.66575918035302,4.04559758201482,1.33614323051614,-1.65036055789395,8,-86.0034671612379,188.879661595203,12.6296727137237,2.69875582886652e-05
"8367",-3.69640239854207,NA,4.839616679382,1.68853532071699,-3.06170853560281,NA,2.39711618185302,NA,1.01383612754805,NA,NA,NA,NA,NA,-1.82717121091488,7,-87.1028049344199,188.880308664021,12.6303197825412,2.69788282972527e-05
"16298",-3.06296691520496,-0.0598493652941578,NA,NA,-2.87709017526176,NA,1.9923704122341,NA,3.32994286229941,-2.80680200303117,0.950433372410427,-0.973401690877907,4.32808913408591,1.54115563972514,-1.58071062819006,11,-82.62537454646,188.88037872255,12.6303898410702,2.69778832652925e-05
"3002",-2.68417147616209,-0.188231658556047,NA,NA,-2.9036875029926,1.09864064697441,2.16633979832791,NA,2.77079945583158,-3.48968081897197,0.240391705348217,NA,3.73546257650248,NA,NA,9,-84.8918430647239,188.881247105058,12.6312582235783,2.69661722469213e-05
"13644",-0.0364266712274915,-0.0322421101224648,3.71488917378926,NA,-2.19005278076321,NA,NA,0.102396383078378,NA,-3.94434023520013,NA,-0.475782455305997,NA,0.970868227906532,-1.72806044317335,9,-84.8928857816319,188.883332538873,12.6333436573941,2.6938068817684e-05
"12041",-0.250885312555891,NA,NA,NA,-2.22072006635019,NA,NA,NA,NA,-2.5966240012792,0.980169645827335,-0.650462296972577,4.38072016602676,NA,-1.39352251653651,7,-87.1056601683598,188.8860191319,12.636030250421,2.69019072970223e-05
"8968",-2.00767118281389,-0.257755767902149,4.13258560485663,2.14086226171212,NA,NA,NA,NA,NA,-3.77945268838627,0.550550999447021,NA,NA,NA,-1.85865686609461,7,-87.1062476022872,188.887193999755,12.6372051182759,2.68861088446915e-05
"6424",-4.30955836566398,-0.159359647056415,2.59252512782852,1.80379681437806,NA,1.31943212697495,NA,NA,NA,-2.89695988269348,NA,NA,3.17884011245668,0.548412311932978,NA,8,-86.0084146872021,188.889556647132,12.6395677656522,2.68543664001731e-05
"11918",-4.07427413499859,-0.112938504789067,NA,1.52323887806278,-2.11260672153484,NA,NA,NA,3.18206633046739,NA,1.62060491303582,-1.66935417125986,5.17294748442691,NA,-1.65613066535093,9,-84.8962232250153,188.89000742564,12.6400185441611,2.68483143966049e-05
"2377",-0.148289690655038,NA,NA,NA,-2.25798222236899,NA,NA,-0.0623826521765444,NA,-2.73008899653591,NA,NA,4.08310444584398,NA,NA,5,-89.2667394369895,188.890621731122,12.6406328496425,2.68400691295973e-05
"12012",-4.20462772930943,-0.0339090322347364,2.91712447215375,NA,-2.95179070390369,NA,2.51145211868357,-0.0307727355948442,1.90231482177691,NA,1.25155196857292,-1.27561622731408,4.01391286669338,NA,-1.49178023946754,11,-82.6312581880226,188.892146005675,12.6421571241956,2.68196211055e-05
"15125",-3.70731489779031,NA,NA,1.86553628944792,NA,1.88740466558648,NA,NA,NA,-3.29577482193019,0.769363238183216,NA,4.29709130058895,1.20921953787083,-1.8034584882257,8,-86.0111098321487,188.894946937025,12.6449580555453,2.67820874351724e-05
"10457",-2.58279612622914,NA,NA,NA,-2.3615133037631,0.82943277537263,NA,-0.0975365541224009,2.25869930943535,NA,NA,NA,4.75666064809728,NA,-1.47958077433488,7,-87.1105154062659,188.895729607712,12.6457407262331,2.67716087082565e-05
"15357",-3.68089974375101,NA,NA,1.46380149233013,-2.61429052697868,1.02865974478895,1.9528237897885,-0.0845468973243264,2.66647763579961,-3.1355724365956,0.692324061672567,NA,4.19686358504553,1.11145843535272,-1.76394795188995,12,-81.4796138887446,188.897115976247,12.6471270947677,2.67530574807426e-05
"3213",-3.62295681989088,NA,NA,1.0929953329218,-2.15234908397559,NA,NA,NA,2.91491788291524,NA,NA,-1.26053356244823,4.84984793540982,NA,NA,6,-88.1971510744832,188.897296160943,12.6473072794632,2.67506473435534e-05
"8617",0.570479704982645,NA,NA,NA,-3.20116150596357,NA,1.88062058142395,NA,3.66057423485285,-4.82215459942606,NA,NA,NA,NA,-1.37738097806231,6,-88.1984927213682,188.899979454712,12.6499905732331,2.67147814859121e-05
"14349",-3.32455328064446,NA,NA,1.17095601386243,-2.34729921153131,NA,NA,NA,NA,NA,NA,NA,6.02875131368177,1.69263484706694,-1.86802091057497,6,-88.19988287061,188.902759753196,12.6527708717167,2.66776697540845e-05
"15379",-4.14801564225593,NA,2.51393396564267,NA,NA,0.939705997010726,NA,NA,NA,NA,NA,-1.27504609301482,4.03350973962409,1.53790064624168,-1.64837183815085,7,-87.1140656614969,188.902830118174,12.6528412366951,2.66767311837669e-05
"3707",-4.01626937368796,NA,3.01129139053204,NA,-2.54203207454692,0.713062973818956,2.63138148019557,-0.0906028982717603,NA,NA,1.16451045846371,-1.25875051316294,3.76822158842175,NA,NA,9,-84.9041031619651,188.90576729954,12.6557784180606,2.66375827384614e-05
"7295",-5.0941363084609,NA,3.35212978924782,1.57027195732387,-2.44179051552074,0.780470436919409,2.666142698138,-0.10422564377275,NA,NA,NA,-0.79263455225252,3.69276137266557,0.583255980222307,NA,10,-83.778697703336,188.907088658206,12.6570997767264,2.66199896504029e-05
"15130",-1.53832505644728,-0.123159909369627,NA,NA,-1.9638485890774,1.1798850781083,NA,NA,NA,-2.98901658490105,0.546988048378121,NA,4.42750818474466,1.39641764296004,-1.69102535927414,9,-84.9061577342372,188.909876444084,12.6598875626048,2.65829100832642e-05
"3696",-4.85076787673372,-0.00323728419964939,3.62396931284174,1.63769387783294,-2.55558046991779,NA,2.70775885366975,-0.142229548398909,NA,NA,1.28052630445351,-1.06989588499215,3.8157054436689,NA,NA,10,-83.7804516358349,188.910596523203,12.6606076417241,2.65733409067679e-05
"6461",-2.54044886341628,NA,NA,1.02189919816045,-2.17711261133069,1.57343969369545,1.42156872591307,NA,NA,-3.35905246694242,NA,NA,4.054740814424,0.691547088406695,NA,8,-86.019344110401,188.911415493529,12.66142661205,2.65624617455166e-05
"12249",-2.00929145079914,NA,NA,NA,-2.10552635964532,1.05245182138427,NA,0.0768809021818818,2.60427887937465,-2.85495255377164,0.939496957830491,-1.02425201935579,3.88854927986934,NA,-1.47699110540351,10,-83.7836321922753,188.916957636084,12.666968754605,2.64889571609718e-05
"6637",-3.09567177929222,NA,NA,0.861773642446613,-3.01698596846894,NA,2.31955537604859,-0.111549377481663,3.06294407733798,-2.99110418481662,NA,NA,4.08411083773969,0.874885626031017,NA,9,-84.9101042903723,188.917769556354,12.667780674875,2.64782058827896e-05
"1483",-0.306958630831215,NA,3.06552714629801,NA,-2.25565795440347,NA,NA,0.0952649484878344,1.27091840289403,-3.90655017648156,NA,-0.773607076563729,NA,NA,NA,7,-87.121965681208,188.918630157597,12.6686412761173,2.64668147453327e-05
"11848",-5.11228248078767,-0.0698658135341294,3.48106020857861,2.4035531713281,NA,NA,NA,-0.0526934267449311,NA,NA,1.79077016901307,-1.54799593909012,4.20816214534975,NA,-1.87373517817424,9,-84.912264436771,188.922089849152,12.6721009676724,2.64210708139805e-05
"15294",-3.84232167796979,-0.25605294095626,NA,1.41701003454256,-2.60959172077598,1.02120909980415,1.81485170417407,NA,2.79154240827691,-3.30145774144526,0.576026722800421,NA,4.26394311897751,1.12678470701624,-1.81111619859074,12,-81.4929374127666,188.923763024291,12.6737741428117,2.63989765177572e-05
"14839",-4.94819420020037,NA,3.14334946943305,2.24239455719148,NA,1.22215781960212,0.793092038248272,0.0114705633030446,0.22539645226014,-3.08997747664206,NA,NA,3.28487229988393,1.14426512294664,-1.92819203233356,11,-82.6504760917555,188.930581813141,12.6805929316612,2.63091252506384e-05
"7052",-2.29583608171101,-0.0211739355958675,2.29520700282647,NA,-2.20885815249452,NA,NA,NA,1.11627265736303,-3.01418803450385,0.287204082272749,NA,3.41377943837438,0.749334917138361,NA,9,-84.9167484498675,188.931057875345,12.6810689938654,2.63028636058227e-05
"7565",-2.59132142925535,NA,NA,0.887245297259101,-2.13892623093064,NA,NA,NA,2.65312736413384,-2.60052442673067,NA,-0.713973649212138,4.18839288756338,0.817706647365619,NA,8,-86.0292130214775,188.931153315682,12.6811644342029,2.63016084586809e-05
"2954",-1.66772644368802,-0.138132151333125,NA,NA,-2.45015974195643,NA,NA,NA,2.60243053360234,-3.00638916924017,0.333831155751546,NA,4.05203576576185,NA,NA,7,-87.1284729338402,188.931644662861,12.6816557813818,2.62951476417808e-05
"10394",-3.02865064419057,-0.352380454931591,NA,NA,-2.39741801777614,0.843660721734515,NA,NA,2.43219286976843,NA,NA,NA,4.90894576802624,NA,-1.54160734447452,7,-87.1299715104866,188.934641816154,12.6846529346746,2.62557718587946e-05
"12206",-3.19854625372515,-0.124148166427043,NA,1.35700568709852,-2.79303051819801,NA,1.75481671081355,NA,3.57009580527838,-2.71330338115962,1.16319890628607,-0.928606407700976,4.24692539829492,NA,-1.54667186294439,11,-82.6525410216879,188.934711673005,12.6847227915261,2.62548548020326e-05
"14087",-2.30234603881195,NA,3.93960680894938,2.03997105518543,NA,NA,NA,NA,NA,-3.31165529331852,0.989181917561489,-1.17809215550193,NA,1.01585496731861,-1.91790521096843,8,-86.0318373567962,188.93640198632,12.6864131048404,2.62326747108599e-05
"13111",-3.31966184350237,NA,3.72823573153236,2.22359093160412,NA,1.48780353221095,1.0852466563097,NA,NA,-4.20868405830767,0.410398828520275,NA,NA,0.712043636299452,-1.80905300130793,9,-84.9203253473866,188.938211670383,12.6882227889035,2.62089490198009e-05
"6940",-2.13017556982703,-0.000590106533674238,2.43401847431375,NA,-1.96399905544944,0.685837206665155,NA,NA,NA,-3.05033776557593,0.286499142092443,NA,3.2777769351224,0.655783548558796,NA,9,-84.9203986914646,188.938358358539,12.6883694770595,2.62070268190919e-05
"14557",-4.11279131261271,NA,NA,1.59812962352932,-2.07655801154544,0.892413176211849,NA,-0.130625617503947,2.1227955395941,NA,NA,NA,5.17683233788331,1.18118477709458,-1.88452986192791,9,-84.9212785651575,188.940118105925,12.6901292244455,2.6183978087096e-05
"11431",-5.1640402901961,NA,3.48989196355108,2.26196091025094,NA,NA,0.431815629271754,NA,0.750197762349116,NA,NA,-1.19876197360997,3.95105351150277,NA,-1.77188313854813,8,-86.0339170915243,188.940561455776,12.6905725742965,2.61781743989941e-05
"11416",-5.2337901635977,-0.107131893057048,2.98059693461001,2.37452367471596,NA,1.23641867836135,NA,NA,0.452682684942167,NA,NA,-1.07125745624008,3.81781129075454,NA,-1.80254609245301,9,-84.9222365855333,188.942034146676,12.6920452651971,2.61589053146e-05
"14525",-5.3015642741263,NA,NA,1.39430069190879,-2.6787580600046,0.92329732431508,1.24025830900766,NA,2.70306527423255,NA,NA,NA,5.56010655354143,1.21779378592793,-1.86751779722108,9,-84.922365803815,188.94229258324,12.6923037017605,2.61555253241871e-05
"15193",-1.47669434333145,NA,NA,NA,-1.97381759639534,1.17725474785544,NA,-0.0224613512045436,NA,-2.97375125926129,0.563138860926893,NA,4.41222440253041,1.39331253429239,-1.68125725665184,9,-84.9237130905016,188.944987156613,12.6949982751337,2.6120310060991e-05
"15369",-2.25595237364208,NA,NA,NA,-2.14957856096512,NA,NA,NA,NA,NA,NA,-0.968950916639421,5.5022194854464,1.83737639463059,-1.62995103049269,6,-88.2230243801264,188.949042772229,12.6990538907496,2.6067396759438e-05
"14510",-5.04446271736635,-0.553459841140324,NA,1.29381876891291,-2.92842242317694,NA,1.45656911457172,NA,3.21119131754825,NA,NA,NA,5.58771246425734,1.4778858585363,-1.89913276975404,9,-84.9258903506754,188.949341676961,12.6993527954812,2.60635012164282e-05
"9052",0.047308220322259,-0.0974525827491732,3.42834785452389,NA,-2.14544687120414,0.828735396638247,NA,0.0990593560569492,NA,-4.17611084414321,-0.0344470254704119,NA,NA,NA,-1.59925448799416,9,-84.9259366268748,188.949434229359,12.69944534788,2.60622951245562e-05
"275",-1.27276815215677,NA,2.8073049594351,NA,NA,1.44090832813919,NA,NA,NA,-3.97829654243697,NA,NA,NA,NA,NA,4,-90.3566840896526,188.950054569838,12.7000656883585,2.60542126297816e-05
"10824",-5.25286888786369,-0.355072036393947,3.53311030538313,2.47157550180906,NA,NA,NA,-0.131357626960727,NA,NA,1.18128635382524,NA,4.33756646224989,NA,-1.96285138608326,8,-86.0422714526739,188.957270178075,12.7072812965958,2.59603834944927e-05
"15099",-4.62815500159031,NA,2.87461869257613,NA,-3.0616259386308,0.166836605425433,2.61537946790975,-0.121948357661297,1.36869676269882,NA,0.550410651922465,NA,4.36787009531263,1.32229507025124,-1.74774564436436,11,-82.6640803814195,188.957790392469,12.7078015109892,2.59536318900253e-05
"6551",-4.36372767164818,NA,2.55248019571647,1.79590261001482,NA,1.32554576780553,NA,NA,0.192968552944415,-2.99839782156458,NA,NA,3.17539663497097,0.527994641449971,NA,8,-86.0462588462862,188.9652449653,12.7152560838204,2.5857075329211e-05
"2825",-0.495469634634993,NA,NA,NA,-2.29058171871466,NA,NA,NA,NA,-2.99684105245682,0.341917174415868,NA,4.27819873253573,NA,NA,5,-89.3041572414104,188.965457339964,12.7154684584844,2.5854329781142e-05
"3017",-1.56910150611855,NA,NA,NA,-2.45139094178715,NA,NA,-0.0289950174958333,2.55616224080754,-2.97431763572941,0.361786327130826,NA,4.02384189813766,NA,NA,7,-87.1465166213903,188.967732037961,12.7177431564819,2.58249411008131e-05
"10646",-3.5255650362422,-0.215439498090769,NA,1.98119580663213,NA,1.76886951265335,NA,NA,1.77042401194723,-3.1492271003765,NA,NA,3.72229696113282,NA,-1.58101441949122,8,-86.0478131521489,188.968353577025,12.7183646955458,2.58169167428821e-05
