"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_SP)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"7236",-4.36974332458534,0.107417723461726,0.897726217604594,NA,NA,NA,NA,0.0810819649510224,NA,NA,NA,0.0942579742686476,0.323340056165912,-0.227850416180154,NA,7,-75.9863694770816,166.647437749344,8.02814251138972,8.82920701207323e-05
"3867",13.0646619373041,NA,0.813893486810799,NA,-11.124727128443,5.52471517664961,NA,NA,NA,-0.583929722407264,-0.886116777901916,0.243467708274966,0.195299955612018,NA,NA,8,-74.8877080232131,166.648143319153,8.02884808119927,8.82609275048275e-05
"1508",-6.62597146086997,0.17935089764307,0.839791360588414,NA,NA,NA,-0.21595963254576,0.201018243171375,0.528875285787982,-0.786452318969629,NA,0.119896021046833,NA,NA,NA,8,-74.8878537774394,166.648434827606,8.02913958965192,8.82480640390995e-05
"8369",-137.628942709296,NA,NA,NA,NA,30.8719066319758,-0.286647897141717,NA,2.41920263331952,NA,NA,NA,NA,NA,-0.363278960233297,5,-78.1466456760866,166.650434209316,8.03113897136194,8.81598873385713e-05
"6194",-113.231925390839,0.225784172379265,NA,NA,NA,26.5879939165871,-0.311661590992383,NA,NA,NA,NA,NA,0.411941745686858,-0.103314873094557,NA,6,-77.0738745532094,166.650743118395,8.03144788044074,8.8146271695305e-05
"11079",-6.46924184110992,NA,0.986781579935101,0.172059960422057,NA,NA,NA,0.492231032323703,NA,-0.51607373170674,-0.363178312276772,NA,0.233668902354113,NA,-0.408519240782002,8,-74.8896569183934,166.652041109514,8.03274587155991,8.80890837157603e-05
"3220",-30.5134037660818,0.137210317086127,0.768063354125252,NA,NA,5.72360981196143,NA,NA,0.798548550374953,NA,NA,0.0954089273102187,0.319690811311918,NA,NA,7,-75.9890858763756,166.652870547932,8.03357530997772,8.80525590549112e-05
"1345",-1.17845355324482,NA,NA,NA,NA,NA,NA,-0.114734219108521,NA,-0.75831337050152,NA,0.123591042513026,NA,NA,NA,4,-79.2086938159231,166.654074022379,8.03477878442453,8.79995904906884e-05
"2647",-51.4648711778926,NA,0.874813663764444,0.163361372624356,NA,10.683518507661,NA,0.265186225403277,NA,NA,-0.303889137688582,NA,0.30164281147577,NA,NA,7,-75.9898471521573,166.654393099495,8.03509786154126,8.79855522827324e-05
"6727",-5.14742891393531,NA,0.930013827232454,0.172093997860175,NA,NA,NA,0.251764762750744,NA,NA,-0.256353346264832,NA,0.29701373471145,-0.203870645447203,NA,7,-75.9902917355736,166.655282266328,8.03598702837382,8.7946444059393e-05
"5505",-6.20889578398689,NA,NA,NA,NA,NA,NA,NA,2.97445336833023,-0.752293947570568,NA,0.0942787623911,NA,-0.196285669401025,NA,5,-78.1491228736678,166.655388604478,8.03609336652426,8.79417681526018e-05
"8067",-4.99518119041104,NA,0.818268774761185,NA,NA,NA,NA,NA,0.562774737790165,-0.579697317922576,-0.786884503269139,0.227545751328077,0.192058634535436,-0.20572470861947,NA,8,-74.8920051249141,166.656737522555,8.03744228460133,8.78824750298455e-05
"15667",-26.6262986252105,NA,0.73214939854335,NA,NA,5.50313511428017,-0.277254604940497,NA,NA,-0.567751999996525,NA,0.225278961141201,0.265142131429603,-0.1460866550839,-0.485446395600802,9,-73.7797987888974,166.657158553404,8.03786331545032,8.78639763605045e-05
"4996",-6.4452698996429,0.46351076606023,0.817601271408067,NA,NA,NA,NA,NA,1.14883007537174,-0.51173101141705,-0.30482254564073,NA,NA,-0.243284866538967,NA,7,-75.9913041670547,166.65730712929,8.03801189133608,8.78574493688888e-05
"1463",-50.49761707149,NA,0.789095580570253,0.148610435669353,NA,10.47322536861,-0.207948041637903,NA,0.13935457008525,-0.685864434386968,NA,0.166122465378173,NA,NA,NA,8,-74.8927851398001,166.658297552327,8.03900231437336,8.78139521190215e-05
"7719",-3.25872159390054,NA,0.776167494699583,0.182025029966405,NA,NA,-0.226760805852242,NA,NA,NA,-0.459522741396516,0.156873682459908,0.341847643530218,-0.25778392590876,NA,8,-74.8933356209708,166.659398514669,8.0401032767148,8.77656254945223e-05
"3227",14.4603540015436,NA,0.756788145792997,NA,-8.66077855957968,2.75432077200336,NA,NA,0.844005024451234,NA,NA,0.114044657238788,0.322392086453868,NA,NA,7,-75.9927261664889,166.660151128159,8.04085589020445,8.77326049110086e-05
"1403",-61.2871374130301,NA,0.82368959984062,NA,-0.452946293456514,13.3785003959901,-0.216084706503351,0.233634687894717,NA,-0.788305054344557,NA,0.138343377576357,NA,NA,NA,8,-74.8943374536035,166.661402179934,8.04210694198014,8.76777430559732e-05
"2472",-5.42653508666489,0.474620216540113,0.656870844306608,0.16074232679548,NA,NA,-0.224172293093433,NA,0.833292301193966,-0.383896679907407,NA,NA,0.229639142908299,NA,NA,8,-74.8945294610159,166.661786194759,8.04249095680498,8.76609098954995e-05
"5555",-62.2571204056239,NA,0.765780618873115,NA,NA,13.6322597859287,-0.211333110967826,NA,0.286968013781221,-0.694681542986993,NA,0.177247859445784,NA,-0.410739689582096,NA,8,-74.8949002387129,166.662527750153,8.04323251219887,8.76284132101118e-05
"15779",-3.6142628018578,NA,0.731723338144624,NA,NA,NA,-0.275946937148308,NA,0.278637910439546,-0.563711161161486,NA,0.221212569909326,0.268491839366491,-0.127669048402839,-0.489644975488858,9,-73.7826887863756,166.662938548361,8.04364331040691,8.76104162608938e-05
"204",21.1220364012727,0.204111948191418,0.918059761806944,NA,-7.79691502570777,NA,NA,0.0432510223149014,0.950581381321358,NA,NA,NA,NA,NA,NA,6,-77.0803580412726,166.663710094521,8.04441485656704,8.75766250390577e-05
"15659",12.2820808537906,NA,0.750084279927567,NA,-4.14690553016456,NA,-0.276807765458527,NA,NA,-0.565758130749203,NA,0.226995362128293,0.26840511914638,-0.131692436560955,-0.491841044913846,9,-73.783330966809,166.664222909228,8.04492767127357,8.75541726270285e-05
"10099",-55.0751775512414,NA,0.89823615314583,NA,NA,11.5624743406005,-0.243523420277767,0.329699681705181,NA,-0.857714859472157,-0.969963724628537,0.20993158565951,NA,NA,-0.479720516857347,9,-73.7834026267505,166.664366229111,8.04507099115659,8.75478987249354e-05
"9551",12.1039684545843,NA,1.04970219758068,0.185261518947391,-5.17736338201993,NA,NA,0.192349458243721,NA,-0.750909284164584,NA,0.15583692807548,NA,NA,-0.456382105445666,8,-74.8962458538537,166.665218980435,8.04592374248051,8.75105783884704e-05
"3400",-6.09769292207881,0.115094759357588,0.922799941858309,0.14654084811021,NA,NA,NA,0.219681679663545,NA,-0.607227983713452,NA,0.139082661072689,0.256556009837313,NA,NA,8,-74.8964353112128,166.665597895153,8.04630265719877,8.74940004358504e-05
"3601",-143.483924335305,NA,NA,NA,NA,33.4343094911234,NA,NA,NA,NA,-0.521666144162027,0.115098484181979,0.426105263332659,NA,NA,5,-78.1547075322108,166.666557921565,8.04726268361037,8.74520122384635e-05
"8931",-6.9058962300714,NA,0.884580090350968,NA,NA,NA,-0.216953206013357,0.188627945181777,0.817064344168575,NA,-0.420109060155956,NA,NA,NA,-0.449931916827132,7,-75.9960433761476,166.666785547476,8.04749030952186,8.74420596328432e-05
"2696",-6.82771579865956,0.323514449786293,0.778183813453398,0.171232267406824,NA,NA,NA,NA,1.07957343036411,NA,-0.194043393698412,NA,0.274420956234445,NA,NA,7,-75.9967073815399,166.66811355826,8.04881832030631,8.73840169062141e-05
"2610",-109.014518235719,0.22686541052037,NA,NA,NA,25.5135143251849,-0.310226229990586,NA,NA,NA,-0.0492610183765075,NA,0.413079166432728,NA,NA,6,-77.08310584418,166.669205700336,8.04991046238197,8.73363120517174e-05
"13576",-5.70428538092278,0.161518643159999,1.03209211023118,0.212261617804506,NA,NA,NA,NA,NA,-0.682441529320011,NA,0.169840331976862,NA,-0.282426847756777,-0.410599984638714,8,-74.8986562614626,166.670039795653,8.05074455769838,8.72998962413922e-05
"1413",-7.04416778843052,NA,NA,0.0675982313551556,NA,NA,NA,NA,2.92809181919106,-0.7501954116063,NA,0.0903647509024322,NA,NA,NA,5,-78.156517869792,166.670178596727,8.05088335877267,8.72938377919327e-05
"9509",-0.700064176080155,NA,NA,0.0997961314259052,NA,NA,-0.364404623088443,NA,NA,-0.84219518160626,NA,0.144272900253505,NA,NA,-0.417868718005644,6,-77.0841642306525,166.671322473281,8.05202723532696,8.72439253795106e-05
"13831",-6.14912274919314,NA,1.11379511611654,0.2145235133881,NA,NA,NA,NA,NA,NA,-0.722298429290671,0.132810124196985,NA,-0.234094621044305,-0.402804496245041,7,-75.9996925534223,166.674083902025,8.05478866407114,8.71235495592975e-05
"3407",17.2711985000914,NA,0.915365660181533,0.136073189026171,-6.2652439236375,NA,NA,0.242786304041351,NA,-0.606672776491155,NA,0.150326078524307,0.261349743664477,NA,NA,8,-74.9020740186406,166.676875310008,8.05758007205435,8.70020356918354e-05
"10867",-32.1653370386204,NA,0.788216511459154,NA,NA,6.52873798164747,-0.262280141835856,0.35751663308082,NA,NA,-0.198100855413717,NA,0.354329404217319,NA,-0.471786926108154,8,-74.9021123234671,166.676951919662,8.05765668170739,8.6998703157778e-05
"5435",-59.5621013201694,NA,0.786012120110005,NA,-0.859737575634958,13.8529043675175,-0.213472277962831,NA,NA,-0.695234739221208,NA,0.180382687126636,NA,-0.410063476238067,NA,8,-74.9022508408666,166.67722895446,8.05793371650634,8.69866531582452e-05
"6168",-54.5658522971205,0.323733327438575,0.854412293162983,0.198300430381062,NA,11.7642785548969,NA,NA,NA,NA,NA,NA,0.256476024221527,-0.3099220671198,NA,7,-76.0025749666936,166.679848728568,8.06055349061376,8.68727850608824e-05
"10583",-59.8245157319076,NA,0.932786371827235,0.180131490032036,NA,12.4888135014425,NA,0.458602700635658,NA,-0.514308840857376,NA,NA,0.240320517197201,NA,-0.4131687830194,8,-74.9037433612048,166.680213995137,8.06091875718269,8.6856920647545e-05
"2200",-35.5014653945317,0.304834584655834,0.757410794912058,0.174553700890683,NA,6.72210056751,NA,NA,1.01989302645959,NA,NA,NA,0.280945796473368,NA,NA,7,-76.0028178447619,166.680334484704,8.06103924675031,8.68516881287557e-05
"3148",30.5880808099168,0.10361041191567,0.870812231126269,NA,-9.58898395303473,NA,NA,0.0986896479466954,NA,NA,NA,0.0943990007172415,0.336940796062133,NA,NA,7,-76.003405576742,166.681509948665,8.06221471071055,8.68006576117175e-05
"8561",-172.713995039903,NA,NA,NA,NA,40.0587611902578,-0.333108708082684,0.282562729449217,NA,-0.738678051724174,NA,NA,NA,NA,-0.368201444073906,6,-77.0894388244303,166.681871660837,8.06257642288247,8.67849606040154e-05
"1991",-7.81951514045466,NA,0.977122237196413,0.125399318418908,NA,NA,NA,0.267368760546352,0.571689941807127,-0.794737860083532,-1.07795853739352,0.190253027704155,NA,NA,NA,8,-74.9049492933517,166.682625859431,8.06333062147658,8.67522402261803e-05
"1388",12.1000143304375,0.171791482759102,0.874138958393357,NA,-4.80202857633742,NA,-0.218733292708176,0.194735714835274,NA,-0.784033546180989,NA,0.128660459183416,NA,NA,NA,8,-74.9049573477741,166.682641968275,8.06334673032129,8.67515414898115e-05
"11691",10.3593780401494,NA,0.718400959285817,NA,-3.86389492107617,NA,-0.275390143395213,NA,0.279662111766734,-0.560818044750199,NA,0.222488478694768,0.273541650626845,NA,-0.503887740382546,9,-73.7926089675644,166.682778910739,8.06348367278443,8.67456017082793e-05
"1995",58.4319132083727,NA,0.942436300607054,NA,-17.781707581331,NA,NA,0.31565276131347,0.775078346645943,-0.821687966043572,-1.19358382756146,0.199718981026819,NA,NA,NA,8,-74.905090752864,166.682908778455,8.06361354050105,8.67399691645422e-05
"2533",-4.98969460974824,NA,NA,0.0849803079735248,NA,NA,-0.293776886478338,0.286780839242971,2.42737675933361,-0.480105829141621,NA,NA,0.376988390553657,NA,NA,7,-76.0047588957812,166.684216586743,8.06492134878889,8.66832680798198e-05
"2831",-22.9124066525689,NA,0.805039802463838,0.176254529212043,4.78566940713058,NA,NA,NA,NA,-0.301039308926692,-0.0495476111408682,NA,0.186798368571109,NA,NA,7,-76.0048124283149,166.684323651811,8.06502841385648,8.66786278290449e-05
"2128",3.06292740406234,0.213392380634047,0.909183323737543,0.165123811706364,-2.37227911195181,NA,NA,0.176847817387067,NA,NA,NA,NA,0.314540109345022,NA,NA,7,-76.0055677411684,166.685834277518,8.06653903956345,8.66131830660699e-05
"11699",-18.6129088969016,NA,0.710497425259205,NA,NA,3.42897793596067,-0.276860708049342,NA,0.23310078213396,-0.562542510715828,NA,0.221099204681743,0.272004095084389,NA,-0.500654652127428,9,-73.794204575836,166.685970127282,8.0666748893276,8.6607300075627e-05
"1285",-1.53112094001319,NA,NA,0.0638070458021096,NA,NA,NA,NA,NA,-0.805092672411489,NA,0.104829702175241,NA,NA,NA,4,-79.2258304374664,166.688347265465,8.06905202751125,8.65044224663154e-05
"8578",-7.16458296041858,0.250655430216046,NA,NA,NA,NA,NA,NA,3.20849912483431,-0.660770110937263,NA,NA,NA,NA,-0.256185395380122,5,-78.1672119624232,166.691566781989,8.07227154403506,8.63652832778341e-05
"13703",-6.48555898088794,NA,0.979323014994598,0.209068821379022,NA,NA,NA,NA,0.562199708183119,-0.670224341612599,NA,0.179660943384986,NA,-0.281714872478795,-0.418731105456156,8,-74.9094248393194,166.691576951366,8.07228171341188,8.63648441383955e-05
"11579",-6.90215214488016,NA,0.727957602474196,NA,-2.48030901591333,2.9351988464001,-0.278248516266766,NA,NA,-0.564404324432368,NA,0.225375492091339,0.272409720171506,NA,-0.503002579430069,9,-73.797036668463,166.691634312536,8.07233907458169,8.63623671796709e-05
"3987",-41.1625411594968,NA,0.774903991006515,NA,NA,8.34085165523865,NA,NA,0.471433505182535,-0.580519748745337,-0.819846883381792,0.228027104553525,0.195148771964416,NA,NA,8,-74.9094989707561,166.691725214239,8.07242997628535,8.63584420257181e-05
"1864",-6.93625000088709,0.128680180778895,1.02255073014645,0.133401864148733,NA,NA,NA,0.238308428018844,NA,-0.794113596441857,-1.08051359447083,0.188116368816427,NA,NA,NA,8,-74.9097719073577,166.692271087443,8.07297584948847,8.63348748623525e-05
"3163",-1.00455485671027,NA,0.847216870937796,NA,-7.68478163699358,5.73365937318773,NA,0.116063398687391,NA,NA,NA,0.100228153396383,0.33581919721415,NA,NA,7,-76.008876159665,166.692451114511,8.07315587655651,8.63271039049079e-05
"10859",11.2427242971135,NA,0.810545956130404,NA,-4.16533574639179,NA,-0.261478230648993,0.360487052627452,NA,NA,-0.20835615859307,NA,0.357159595802221,NA,-0.476317256027163,8,-74.9105759826561,166.69387923804,8.07458400008542,8.6265483023949e-05
"916",-52.7281019847922,0.462143732685445,0.768962923512503,NA,NA,10.6712096605602,NA,NA,1.05632182422817,-0.516595733936108,-0.346589508416424,NA,NA,NA,NA,7,-76.0098280514322,166.694354898045,8.07505966009097,8.62449689434107e-05
"3687",-4.37676820163664,NA,0.778793098510755,0.163107388090272,NA,NA,-0.228678768658799,0.117729415102133,NA,NA,-0.531478311122693,0.136753028931608,0.367804139386962,NA,NA,8,-74.913280679407,166.699288631541,8.07999339358707,8.6032476300614e-05
"14881",0.217369624907851,NA,NA,NA,NA,NA,-0.346198746893569,NA,NA,NA,0.0586728493521166,NA,0.435894833227373,0.127813794910385,-0.340488213225613,6,-77.1005275830908,166.704049178158,8.08475394020346,8.58279390175264e-05
"9121",-5.16002173025922,NA,NA,NA,NA,NA,-0.284972996001811,NA,2.5032215383128,-0.57147456320589,-0.129541555062154,NA,NA,NA,-0.333728915789325,6,-77.1007963318973,166.704586675771,8.08529143781658,8.58048759605691e-05
"3156",-39.7590636748115,0.0979831529044542,0.847450096109979,NA,NA,8.10085131098203,NA,0.096220340981035,NA,NA,NA,0.0890615766840469,0.330664166302457,NA,NA,7,-76.015082829516,166.704864454213,8.08556921625856,8.57929594157486e-05
"14377",-4.56885667497613,NA,NA,NA,1.28178337560441,NA,-0.345728891985341,NA,NA,NA,NA,NA,0.433690738277756,0.134640810256815,-0.338201997677013,6,-77.1019104305401,166.706814873056,8.08751963510204,8.57093340961348e-05
"14947",-4.27604952143776,NA,0.809718613908665,NA,NA,NA,-0.263690252482962,0.350192364767429,NA,NA,-0.196320904897832,NA,0.357361934404302,0.00599691950261858,-0.475144004714729,8,-74.9170751919221,166.706877656571,8.08758241861733,8.57066435717214e-05
"12836",-4.57265094986279,0.30347832617443,0.914570808032487,NA,NA,NA,-0.223860781709564,NA,NA,NA,-0.29336063353143,NA,NA,-0.162022716455949,-0.395318901974694,7,-76.0166800071866,166.708058809554,8.08876357159969,8.56560421863552e-05
"11537",-147.183769396889,NA,NA,NA,NA,34.2494008983532,NA,NA,NA,-0.586619366413748,NA,0.166050248613344,0.332783294609583,NA,-0.273592831035125,6,-77.1026101571799,166.708214326336,8.08891908838163,8.5649381969285e-05
"1410",-6.96919660753233,0.101534072578456,NA,NA,NA,NA,NA,NA,2.96495339317203,-0.761305693195064,NA,0.0819290959615093,NA,NA,NA,5,-78.175709788711,166.708562434565,8.08926719661073,8.5634475639236e-05
"14179",-5.13549659521474,NA,0.951852084159038,NA,NA,NA,-0.244431906534387,0.309445444524522,NA,-0.85100525739843,-0.946197740695976,0.212790329654568,NA,-0.153282726820174,-0.472106461629164,9,-73.8057767522411,166.709114480092,8.08981924213774,8.5610841836503e-05
"4529",-126.769145321629,NA,NA,NA,NA,28.7023964917668,-0.250386843483847,NA,2.17285327778363,-0.561222362143963,NA,NA,NA,-0.291866618300876,NA,6,-77.1037452768428,166.710484565662,8.09118932770755,8.55522148302894e-05
"3041",-4.90880264884106,NA,NA,NA,NA,NA,-0.290223843763462,0.337105767923214,2.46306750810655,-0.505575426760722,-0.265792702348238,NA,0.36297934511065,NA,NA,7,-76.0180484754311,166.710795746043,8.0915005080887,8.55389047803635e-05
"12452",-5.71373471927514,0.268960299635169,0.867577106494501,NA,NA,NA,-0.223261185871063,NA,0.747913061714523,NA,NA,NA,NA,-0.202007768519643,-0.406371744075881,7,-76.0180769520463,166.710852699273,8.0915574613191,8.55364689565697e-05
"2192",-0.486380829994285,0.30728180400806,0.774945515066297,0.169856340738288,-1.71282545016446,NA,NA,NA,1.08386212481165,NA,NA,NA,0.285037737671879,NA,NA,7,-76.0181954716701,166.711089738521,8.09179450056681,8.55263318071806e-05
"10673",-71.7305021603865,NA,NA,NA,NA,15.8694840890462,-0.284358285125168,NA,2.14193421127963,-0.319451206465886,NA,NA,0.298346161709278,NA,-0.328142434778512,7,-76.0186203117876,166.711939418756,8.09264418080178,8.54900045075208e-05
"1883",-4.1193198619803,NA,0.959451855015671,NA,-13.2849593373694,11.0035007472544,NA,0.311565721212568,NA,-0.824344434309731,-1.19126732936219,0.205661900171492,NA,NA,NA,8,-74.9201164023321,166.712960077392,8.09366483943739,8.54463875822857e-05
"12705",-4.93509781082662,NA,NA,NA,NA,NA,-0.287816364161918,NA,2.51675472565932,-0.581584633820358,NA,NA,NA,-0.0755830189831103,-0.332363239211309,6,-77.1053693277826,166.713732667541,8.09443742958709,8.54133864380993e-05
"10692",-7.97599987727292,0.249890516632547,0.8534465778048,NA,NA,NA,NA,0.421720945999829,1.33262431882335,-0.558301175699101,NA,NA,0.247619413480158,NA,-0.37117329213299,8,-74.9205912664144,166.713909805556,8.09461456760192,8.54058217942438e-05
"8617",8.95252747336962,NA,NA,NA,-3.80949709280757,NA,-0.285485449345218,NA,2.52046584102608,-0.57681428693847,NA,NA,NA,NA,-0.342587293517415,6,-77.1056428001073,166.714279612191,8.09498437423645,8.53900314343705e-05
"8756",-37.9951718249247,0.304546025465477,0.873668593914195,NA,NA,7.69673496316101,-0.222822523587751,NA,NA,NA,-0.317820422116494,NA,NA,NA,-0.408761831788826,7,-76.0200366635409,166.714772122263,8.09547688430843,8.53690062979856e-05
"8641",-7.57482281050579,NA,NA,NA,NA,NA,NA,0.15635427672579,3.27733748356421,-0.704203489373304,NA,NA,NA,NA,-0.274574555331136,5,-78.1788806606119,166.714904178367,8.09560894041243,8.5363369734886e-05
"14451",-32.922677928895,NA,0.78320746052403,NA,NA,6.7406680487577,-0.265582284922974,0.336539155099485,NA,NA,NA,NA,0.359012493063565,-0.0370045040360873,-0.471131314725436,8,-74.9222585916666,166.717244456061,8.09794921810638,8.52635411578893e-05
"10084",-5.66478773336772,0.11169857697959,0.943545302725065,NA,NA,NA,-0.245964975564943,0.297669535818312,NA,-0.854131452215614,-0.960848442466488,0.20276819134761,NA,NA,-0.481786392010367,9,-73.8099487216992,166.717458419008,8.0981631810541,8.52544200264942e-05
"10363",-23.9832082309975,NA,0.783100800732139,NA,-1.49254102433185,5.91919254364491,-0.265633438079886,0.339998708361033,NA,NA,NA,NA,0.361389759490665,NA,-0.476802677523325,8,-74.9227465350994,166.718220342926,8.09892510497204,8.52219475214176e-05
"8819",-47.6761987308873,NA,0.905239232397017,NA,NA,9.84064296967161,-0.221332184345371,0.197132051127994,NA,NA,-0.406396004903203,NA,NA,NA,-0.440497051729002,7,-76.0227723397328,166.720243474646,8.10094823669209,8.51357834964204e-05
"1515",13.1942260457462,NA,0.83382224737129,NA,-5.32079986256425,NA,-0.211474658662284,0.229040579755491,0.513243444633951,-0.783883646582767,NA,0.13504883536334,NA,NA,NA,8,-74.9240271004016,166.720781473531,8.10148623557637,8.51128850981199e-05
"6223",4.31390706844098,NA,0.924582082505391,0.173375509314578,-2.5082017538364,NA,NA,0.227946754784754,NA,NA,NA,NA,0.303839881998697,-0.236739840226916,NA,7,-76.0238298737778,166.722358542736,8.10306330478221,8.50457970971471e-05
"7447",-62.2506627981821,NA,0.843501753700067,0.182570847585389,NA,13.5752564188593,NA,NA,NA,-0.534281626777407,NA,0.185052506438665,0.213582727001749,-0.362120754201207,NA,8,-74.9248168635588,166.722360999845,8.10306576189078,8.50456926138331e-05
"11203",-8.11304663365752,NA,0.862952387333732,NA,NA,NA,NA,0.528386169387134,1.35592917607249,-0.55350412626492,-0.421937173078737,NA,0.234682649284869,NA,-0.369473307085877,8,-74.925441337745,166.723609948217,8.1043147102632,8.49926003532458e-05
"9751",-43.7972930416121,NA,1.05711278119281,0.20614476496206,NA,8.64146128789125,NA,NA,NA,NA,-0.760287455158505,0.130890991696587,NA,NA,-0.420499918844781,7,-76.0245555043444,166.72380980387,8.10451456591545,8.49841076517912e-05
"9489",-185.08800268148,NA,NA,NA,NA,42.8798602635766,NA,NA,NA,-0.798804587281458,NA,0.134854341808565,NA,NA,-0.271619795038872,5,-78.1838568235219,166.724856504187,8.10556126623251,8.49396428419266e-05
"3624",-4.13216467057715,0.144078540383199,0.760160217423039,0.169581579295242,NA,NA,-0.229172155958884,NA,NA,NA,-0.49472539164824,0.141576299220036,0.351311758435056,NA,NA,8,-74.9263678924322,166.725463057592,8.10616781963759,8.49138865329723e-05
"4492",22.178677197591,0.446972692041812,0.818162680457391,NA,-7.67632050120437,NA,NA,NA,1.1845164582045,-0.522332140510147,NA,NA,NA,-0.298805161261577,NA,7,-76.0263611806257,166.727421156432,8.10812591847807,8.48307923248976e-05
"3100",0.935873786219362,0.128897469662827,0.828891411737668,NA,-7.07927138124878,4.81717807360023,NA,NA,NA,NA,NA,0.10837008850975,0.319749384291646,NA,NA,7,-76.0264626575943,166.727624110369,8.1083288724152,8.48221843900123e-05
"9863",-7.71184278419657,NA,1.05080267310846,0.202019652407815,NA,NA,NA,NA,0.53669591145719,NA,-0.756961919902094,0.126352231825077,NA,NA,-0.429418415229268,7,-76.0268422030844,166.728383201349,8.1090879633953,8.47899966212187e-05
"8420",-6.73957234023331,0.205120607737471,0.885781393938157,NA,NA,NA,-0.226702616341717,0.0854425025647487,0.736257693437481,NA,NA,NA,NA,NA,-0.446974899440396,7,-76.0269802872704,166.728659369722,8.10936413176739,8.47782892718687e-05
"2756",-7.14579635121972,0.21043111154641,0.805437801563194,NA,NA,NA,NA,0.232569873213609,1.20070834019965,NA,-0.362234298434366,NA,0.312618238614707,NA,NA,7,-76.0270123292031,166.728723453587,8.10942821563279,8.47755728551495e-05
"1455",-11.4568582667438,NA,0.825439126981537,0.148891600141841,1.4944656852034,NA,-0.210566607265591,NA,0.202613175878934,-0.686584575702008,NA,0.163457527959984,NA,NA,NA,8,-74.928810159275,166.730347591277,8.11105235332306,8.47067571989123e-05
"10211",-6.2413049808625,NA,0.916942555276339,NA,NA,NA,-0.241924075214606,0.318064646591597,0.355789663003842,-0.851571215507478,-0.961512207217292,0.206265806324232,NA,NA,-0.486191569039201,9,-73.8166223307968,166.730805637203,8.11151039924914,8.46873596277184e-05
"10600",-5.20075551603786,0.290672944911037,0.856363326853736,0.185240221906892,NA,NA,-0.278344646906523,0.43998299025983,NA,-0.538786731016038,NA,NA,0.28413892671266,NA,-0.514171539099119,9,-73.8168642443272,166.731289464264,8.11199422631012,8.46668750874068e-05
"2639",5.50824320712312,NA,0.909324709346248,0.156411340345318,-3.03443727101454,NA,NA,0.26351415946058,NA,NA,-0.308578411411331,NA,0.306452222688953,NA,NA,7,-76.028534035452,166.731766866085,8.11247162813052,8.46466674391475e-05
"5377",-1.02226292300023,NA,NA,NA,NA,NA,NA,NA,NA,-0.805122381136591,NA,0.106243414367592,NA,-0.0935112165942457,NA,4,-79.247565993317,166.731818377167,8.11252313921239,8.46444873465143e-05
"10024",-5.37162380375851,0.188391702177369,0.905863814302963,0.186783052639452,NA,NA,-0.242199696178987,NA,NA,-0.72851271033951,-0.779275878322512,0.225042700101663,NA,NA,-0.507346789701506,9,-73.8181915352979,166.733944046206,8.11464880825145,8.45545720544768e-05
"10793",-1.46741077003838,NA,NA,NA,0.583359910777453,NA,-0.34693871982205,NA,NA,NA,0.0735506959129453,NA,0.434615679649904,NA,-0.32408835310921,6,-77.1168540991519,166.73670221028,8.11740697232563,8.44380447318397e-05
"13583",10.6692138750653,NA,1.01995245664207,0.206172967628554,-4.37336192989599,NA,NA,NA,NA,-0.671309522196954,NA,0.1870825919233,NA,-0.282867182279118,-0.418952893226559,8,-74.9320349673189,166.736797207365,8.11750196941091,8.44340341430206e-05
"437",-123.276045017289,NA,NA,0.0969690393861317,NA,27.5992539953198,-0.250279917166162,NA,2.09997958272814,-0.566839130330423,NA,NA,NA,NA,NA,6,-77.1172251672319,166.73744434644,8.11814910848562,8.44067182811845e-05
"9743",21.332959622476,NA,1.08496979899897,0.193282377506343,-7.56368805162021,NA,NA,NA,NA,NA,-0.801829573094925,0.138723348847828,NA,NA,-0.428636484921045,7,-76.032324382843,166.739347560867,8.12005232291261,8.43264344445982e-05
"908",18.814009894004,0.471236452529628,0.795826892827983,NA,-7.01606048708658,NA,NA,NA,1.17449518683543,-0.511896021118957,-0.367673883690841,NA,NA,NA,NA,7,-76.0324192249466,166.739537245074,8.12024200711974,8.43184371274166e-05
"14443",8.16431299144107,NA,0.80459512168207,NA,-3.31359181667207,NA,-0.265655147163259,0.336736634412757,NA,NA,NA,NA,0.362947964168981,-0.019847623741498,-0.477456423416639,8,-74.9335375712181,166.739802415164,8.12050717720942,8.43072585047248e-05
"7507",-68.5766382443782,NA,0.879124326870134,NA,NA,14.9326627213002,NA,0.278573629618208,NA,-0.645197974820438,NA,0.14867357465625,0.237642167705167,-0.296435096531193,NA,8,-74.9342965468182,166.741320366364,8.12202512840949,8.42432956288153e-05
"1473",-6.89871912816545,NA,NA,NA,NA,NA,NA,0.0057716549550018,2.92240254214711,-0.753661120870293,NA,0.0901218835213352,NA,NA,NA,5,-78.1921700672988,166.74148299174,8.12218775378633,8.42364458584566e-05
