"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"13786",-0.0154081452140186,1.13187845728711,NA,NA,-0.734778034288053,0.687654966764752,NA,-0.042064758943181,1.60599278718439,-4.17441045974491,NA,-0.33045034057854,NA,-1.63636391448926,-0.502802413526165,10,-60.6732639789248,142.696221209383,17.981986397483,5.78674312488888e-07
"15006",-3.76077046452894,0.690571835583375,NA,0.602752700875543,-0.895975435677539,0.0645052620745544,NA,NA,1.59576147776096,NA,-1.1779069478616,NA,4.33285898928042,-1.04213514811684,-0.603309387215694,10,-60.6736964088537,142.697086069241,17.9828512573407,5.78424130494109e-07
"13567",-3.40623689233221,NA,4.90738989298012,1.36027665067891,-0.638446053792837,-0.155874724452219,0.990573099495187,-0.088049336317866,-0.907489711369995,NA,NA,0.261628421682102,NA,-1.78539470414369,-1.07800964386745,11,-59.5340659901544,142.697761609938,17.9835267980381,5.78228788966013e-07
"14193",0.379141368179975,NA,NA,NA,NA,0.915267608949741,-0.203703066706664,0.0370856796439011,NA,-4.14147980517713,-1.6422089939947,0.888673373075968,NA,-1.23507443530264,-0.526687035831342,9,-61.800147645808,142.697856267226,17.9836214553254,5.78201422829312e-07
"5637",-0.831194075476393,NA,NA,0.322161752686986,NA,NA,NA,NA,NA,NA,-1.26350801705615,-0.623544154029615,NA,-0.920978108858994,NA,5,-66.1715122645142,142.700167386171,17.9859325742709,5.77533662590628e-07
"5109",-0.692881815527455,NA,NA,0.464235442008541,NA,0.838175193299852,-0.0804724876905582,0.0821200698349236,1.26491011160467,-3.83977308602784,-1.33163645096938,NA,NA,-1.42354902556465,NA,9,-61.8025164039441,142.702593783498,17.9883589715975,5.76833424373088e-07
"8901",-1.52588817141764,NA,NA,0.499224573788275,NA,NA,NA,-0.175494998588742,1.42129143164007,NA,-1.23660686349672,NA,NA,NA,-0.691420060768778,6,-65.1006751755557,142.704344363087,17.9901095511871,5.7632874886433e-07
"4777",-1.20148541964161,NA,NA,NA,-1.15582395786174,NA,0.309953101832555,NA,1.97170261181155,NA,-1.69263932797734,NA,NA,-1.2512779927466,NA,6,-65.1007710647405,142.704536141457,17.9903013295566,5.76273487819956e-07
"11765",-3.38858825639952,NA,NA,0.689441880575921,NA,0.240525493534702,-0.0201949380392477,0.0370085685300704,0.93309330367915,-2.91800572668422,NA,0.43768752808349,3.47197158702208,NA,-0.89081543536098,10,-60.6774896208251,142.704672493184,17.9904376812835,5.76234201216557e-07
"6878",-3.3471410932682,0.850715133010315,NA,0.656730369593081,-0.796948737040068,0.0648587896701486,NA,-0.118721762247194,1.43864850785436,NA,-0.99034426355628,NA,4.01357814520454,-1.2846507937465,NA,10,-60.6775545949693,142.704802441472,17.9905676295719,5.76196762108769e-07
"7861",-4.14900399518567,NA,NA,0.760695479629425,NA,0.334330694320243,-0.154900804109307,NA,1.11749674979266,NA,-1.05549619911152,0.0810823818703488,4.18500693510622,-1.04486327649761,NA,9,-61.8047201811642,142.707001337938,17.9927665260377,5.75563611718679e-07
"11957",-4.39278812754107,NA,NA,0.729949588870075,NA,0.112496297311459,-0.096482468030459,NA,1.17442297072743,NA,-1.06247531860066,0.118955940139381,4.28574610282167,NA,-0.768035535059037,9,-61.8055580297478,142.708677035105,17.9944422232049,5.7508157852545e-07
"11134",-2.05838457725705,0.937473500410113,NA,0.539992292358886,-0.548232438443447,0.219658462668321,0.118494983167313,0.0354791303048825,NA,-3.13088813335078,-1.13222467537969,NA,3.27460125462353,NA,-0.704341311079017,11,-59.5397993035529,142.709228236735,17.994993424835,5.74923107412078e-07
"8278",-1.34446963961931,0.679426562883585,NA,0.673925768834622,NA,0.632858603728426,NA,-0.320567113234241,NA,NA,NA,NA,NA,NA,-0.620480393254079,6,-65.1045693841381,142.712132780252,17.9978979683519,5.74088768809738e-07
"12293",-1.42070289834831,NA,NA,0.380134263689899,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.945178364581528,-0.582716358957355,4,-67.2382297776026,142.713145945738,17.9989111338373,5.73798018997317e-07
"15929",-2.81454202098394,NA,NA,NA,-0.761163756397987,0.174769722703238,0.16879607041315,NA,NA,NA,-1.16873609744722,0.385537118809119,4.25620646902785,-0.900385554632405,-0.574083899337886,9,-61.8083640565195,142.714289088649,18.0000542767484,5.73470146138707e-07
"9581",-0.0933740540756238,NA,NA,0.446358803832493,-0.530774112825829,NA,0.355290464952335,-0.0651340160821342,NA,-3.85715042630454,NA,0.466516681449064,NA,NA,-0.832482007481664,8,-62.9230582815696,142.718843835866,18.0046090239661,5.72165626365721e-07
"13754",-0.164904903552228,1.10269155141708,NA,NA,-0.795530481781378,0.71449130062746,0.182136403271209,NA,1.66524559333898,-4.29658254768259,NA,-0.424067004597401,NA,-1.63549637248212,-0.527285299102978,10,-60.6853511550803,142.720395561694,18.006160749794,5.71721876442399e-07
"214",-1.95853450542785,0.72605890694242,NA,0.58927069724789,NA,0.461601838582551,NA,-0.329194686010996,1.05861239445921,NA,NA,NA,NA,NA,NA,6,-65.1088903898466,142.720774791669,18.0065399797689,5.71613479683107e-07
"4329",-0.954621080916836,NA,NA,NA,-0.892020107025028,NA,0.652946807190072,-0.228540748258975,1.4882149337732,NA,NA,NA,NA,-1.41004706153959,NA,6,-65.1100441320314,142.723082276039,18.0088474641385,5.7095436539529e-07
"6397",-3.92474444728523,NA,NA,0.752972017352289,-0.628314239022801,0.15053840583017,0.362710250224252,-0.0822889819162044,1.21002479506373,NA,NA,NA,4.06470175628235,-1.25585710546128,NA,9,-61.8129829325649,142.72352684074,18.0092920288393,5.70827466421215e-07
"13286",-0.150899198061195,1.02563280841097,NA,0.549250229437587,NA,NA,-0.123733188621733,-0.0327337761409077,1.70296070915036,-4.20028441140441,-1.35518729356526,NA,NA,-1.09045170348269,-0.554168578849616,10,-60.6869673958403,142.723628043214,18.009393231314,5.70798582575887e-07
"13178",0.88637915592166,1.03078999734313,NA,NA,-0.798011810675859,0.856905768479774,0.125066017999226,-0.00408655151334814,NA,-4.18255609303021,-1.32783845521068,NA,NA,-1.4571354099664,-0.418375586206574,10,-60.6870965167436,142.723886285021,18.0096514731205,5.70724885305353e-07
"9150",-0.552602151478857,1.05072871276251,NA,0.363508170310325,-0.691762752573023,0.378936583703613,0.263846747274202,NA,1.54215706793285,-4.21425235189336,-1.53831374982766,NA,NA,NA,-0.67003796833098,10,-60.6873628426494,142.724418936833,18.0101841249321,5.70572906722119e-07
"12805",-0.863708412262207,NA,NA,0.355995600613513,NA,NA,NA,NA,NA,NA,-1.688544818338,NA,NA,-0.731764698164971,-0.524753300154992,5,-66.1843281503906,142.725799157924,18.0115643460236,5.70179284179237e-07
"14278",-0.192706720398131,1.00514312918698,NA,0.57191183050472,NA,NA,NA,-0.0410239577402915,1.68084609395681,-4.21284435310379,-1.38051518559218,0.0951441437700829,NA,-1.08472449957932,-0.565561684547161,10,-60.6886752050063,142.727043661546,18.0128088496459,5.69824599450027e-07
"10142",-0.423309341347275,1.00585743380077,NA,0.33955791331511,-0.648622286064319,0.390785922420377,NA,NA,1.48138039224924,-4.29149930044112,-1.66188699132533,0.234451132552701,NA,NA,-0.670107920659851,10,-60.6905694634353,142.730832178404,18.0165973665039,5.68746226080848e-07
"4749",-1.20308790028943,NA,NA,0.176488761416478,-1.04433345615386,NA,NA,NA,1.94704648112091,NA,-1.68336992492307,NA,NA,-1.26172216174791,NA,6,-65.1143672988175,142.731728609611,18.0174937977107,5.68491362269164e-07
"14305",0.0811536327405404,NA,NA,NA,NA,NA,-0.209300482034835,0.0368157918259223,1.40624311787423,-4.09866404190066,-1.61735750420486,0.710867920850324,NA,-1.00507230537402,-0.59980763210511,9,-61.8171321877775,142.731825351165,18.0175905392643,5.68463864565417e-07
"12794",-0.0136864978188882,1.06199380974571,NA,NA,-0.828840009775572,0.653247104656141,0.26456520005167,-0.0684130335281872,1.53919673477735,-4.23624491356932,NA,NA,NA,-1.63735061874811,-0.541711541112202,10,-60.6917443123188,142.733181876171,18.018947064271,5.68078427570092e-07
"5154",-0.743098991556818,0.604316075325826,NA,NA,NA,NA,-0.266657068209848,NA,NA,NA,NA,-1.64891860444977,NA,-0.955989286237595,NA,5,-66.1880449514758,142.733232760095,18.0189979481941,5.68063974724417e-07
"4990",0.49132884447445,1.06176930314141,NA,0.553373987382743,-0.737577908878859,0.947721276635773,0.148666911729787,-0.0222819112830148,NA,-4.13958177170108,-1.37412612852717,NA,NA,-1.61738050312729,NA,10,-60.6930463259387,142.735785903411,18.0215510915108,5.67339263025803e-07
"7405",-3.87987478228307,NA,NA,0.7332904912195,-0.687071428839553,NA,0.378570867736911,-0.0933585077093296,1.23997897344154,NA,NA,0.101514377047341,4.12762328199158,-1.21608666151765,NA,9,-61.8195293397933,142.736619655196,18.0223848432961,5.67102802254914e-07
"1634",-0.511857159739037,0.784643383397895,NA,NA,NA,NA,0.0909808620893842,-0.267323260235897,NA,NA,-0.995981998707457,-0.485396426144688,NA,NA,NA,6,-65.1168672823961,142.736728576768,18.0224937648679,5.67071918231598e-07
"5101",-0.0721572818989701,NA,NA,0.181991157602296,-0.865174721232127,NA,0.235194508674162,0.0754271279882324,1.69665989115195,-3.75029666616743,-1.4256869084834,NA,NA,-1.29761697984366,NA,9,-61.8196638568859,142.736888689382,18.0226538774811,5.67026522365376e-07
"14125",0.925441542773721,NA,NA,0.331203740198258,-0.890445958030974,NA,0.27143821995329,NA,NA,-4.06434045929233,-1.77393788175515,1.08637479620343,NA,-1.0712561175782,-0.573022928768852,9,-61.8199242295687,142.737409434747,18.0231746228468,5.66878903367331e-07
"9362",-2.36425060988843,0.822737513544359,NA,NA,NA,0.574965465306127,NA,NA,1.83858824731122,NA,NA,-1.8386687034726,NA,NA,-0.693404870695157,6,-65.1185613721175,142.740116756211,18.0258819443108,5.66112060795482e-07
"5665",-0.561414976917941,NA,NA,NA,NA,NA,-0.249729197752601,NA,NA,NA,-1.27849820953352,-0.598009202217909,NA,-0.896254131975734,NA,5,-66.1929906551239,142.743124167391,18.0288893554903,5.65261434631152e-07
"1114",-0.865947242325346,0.901989795022113,NA,NA,-0.34159500053427,0.480830044956958,NA,-0.253422776331853,NA,NA,NA,-0.897597167883238,NA,NA,NA,6,-65.120087859438,142.743169730852,18.0289349189517,5.65248557144072e-07
"15545",-3.66571710221694,NA,NA,NA,-0.765999947886449,0.0232098198908865,0.235569241495599,NA,1.40026673772056,NA,NA,-0.119768687640779,4.21055733517436,-0.975597930361835,-0.667374712365445,9,-61.8231194892284,142.743799954067,18.0295651421663,5.65070468823041e-07
"15566",-3.56249072251158,0.917511522161876,NA,0.68994967045499,-0.639971371342124,NA,NA,-0.120720450149303,1.49726698715049,NA,NA,-0.455777470020544,4.09294671743148,-1.13773657056384,-0.577813437717541,10,-60.6972295993482,142.74415245023,18.0299176383299,5.64970885012815e-07
"1469",-1.25318788080027,NA,NA,0.288857608986458,-0.430081170581187,0.424803296917828,0.290180010216763,NA,1.17204500012748,-3.86278765788948,NA,0.112579580090739,NA,NA,NA,8,-62.9358247145546,142.744376701837,18.0301418899361,5.6490754074991e-07
"14246",-0.162515408176961,0.985179965603776,NA,0.521385525704237,NA,NA,-0.175793121582787,NA,1.73124684836739,-4.33708217144758,-1.46107015823099,0.0456247231450902,NA,-1.0825566463813,-0.562565769443874,10,-60.6980534260613,142.745800103656,18.0315652917559,5.64505638573208e-07
"12321",-1.07662189920818,NA,NA,NA,NA,NA,-0.355826439637222,NA,NA,NA,NA,NA,NA,-0.917965115052351,-0.559948645121494,4,-67.2565458405695,142.749778071672,18.0355432597713,5.63383961754244e-07
"509",-1.24158974063317,NA,NA,0.310967061096275,-0.413458290108894,0.406846173545069,0.333385293360126,-0.0142416233022553,1.1728610677244,-3.71946836365195,NA,NA,NA,NA,NA,8,-62.9390550167833,142.750837306294,18.0366024943935,5.63085662854381e-07
"4721",-0.579128366816267,NA,NA,NA,NA,0.77260377328612,0.152607251829554,-0.192165178484162,NA,NA,-1.06170922360901,NA,NA,-1.27160938983057,NA,6,-65.1239966892278,142.750987390432,18.0367525785312,5.63043409326736e-07
"7549",-2.40977609263925,NA,NA,0.619269014761974,-0.508648029980455,0.480815360706189,0.191260011415842,0.00326661241241938,NA,-2.80894659396746,NA,0.583799562432658,3.37422709752195,-1.30107005292815,NA,10,-60.7013869162237,142.752467083981,18.0382322720807,5.62626997535749e-07
"15541",-4.43214558989968,NA,NA,0.832968587453582,NA,0.309201262499831,-0.0363119025643308,NA,1.22904812071322,NA,NA,-0.227591708051784,4.27393345781575,-0.944654656923155,-0.694694185376123,9,-61.8279204373276,142.753401850265,18.0391670383646,5.62364096604403e-07
"11885",-3.4640194377175,NA,NA,0.690028775868948,-0.609508756409347,NA,0.329725988645767,-0.0787470570978686,NA,NA,-1.14637309192829,0.613107758689863,4.28603786915274,NA,-0.728079135485091,9,-61.8283419136863,142.754244802982,18.040009991082,5.6212712337552e-07
"9182",-0.487860795586243,1.04659440287619,NA,0.338292795369789,-0.622739743706805,0.401889907035628,NA,0.0137910768839354,1.53316607707447,-4.25456200081209,-1.5705304838729,NA,NA,NA,-0.662836832529181,10,-60.7030574879106,142.755808227355,18.0415734154546,5.61687873458804e-07
"5713",-0.519806841050703,NA,NA,NA,NA,0.776306390740152,NA,-0.194068806499795,NA,NA,-1.12943163714007,0.104959857984486,NA,-1.28149946979208,NA,6,-65.1268388173334,142.756671646643,18.0424368347425,5.61445439721207e-07
"12833",-0.541997090821721,NA,NA,NA,NA,NA,-0.322387838212323,NA,NA,NA,-1.68352638559953,NA,NA,-0.715918626379606,-0.507614102967358,5,-66.2005928706146,142.758328598372,18.0440937864716,5.60980488352216e-07
"4301",-1.04032466314679,NA,NA,0.47527322150197,-0.659354214796486,NA,NA,-0.224084313195971,1.47157380675078,NA,NA,NA,NA,-1.4346892684431,NA,6,-65.1296394544137,142.762272920803,18.0480381089031,5.5987523461782e-07
"7670",-2.69457329620159,1.00998386537027,NA,0.668664959185192,NA,0.538502985362201,-0.190774478154596,-0.0220198418546533,1.20774867633293,-3.08425917742529,NA,-0.211161719876871,3.04612576924136,-1.38222659414237,NA,11,-59.5668770548564,142.763383739342,18.049148927442,5.59564361061771e-07
"9733",-1.06962375690876,NA,NA,0.317693568358776,NA,NA,NA,NA,NA,NA,-1.33565743905295,-0.577811724670681,NA,NA,-0.629053036749018,5,-66.203737667727,142.764618192597,18.0503833806964,5.5921908960483e-07
"1193",-2.15465057643693,NA,NA,NA,-0.633611876268996,NA,0.230114566040558,NA,1.75920522063494,NA,NA,-1.06958162186214,NA,NA,NA,5,-66.204423900171,142.765990657485,18.0517558455845,5.58835466964423e-07
"15925",-3.66124801999542,NA,NA,0.797333546576198,NA,0.425045895827526,-0.109077252041712,NA,NA,NA,-1.01741896560817,0.204536619600193,4.31990795078533,-0.865194820595878,-0.600309546371914,9,-61.8349915655418,142.767544106693,18.0533092947929,5.5840157423692e-07
"15726",-1.78059538912943,0.925359092868538,NA,0.60153550687106,-0.707984665281951,NA,0.302575743805865,-0.056018879849712,NA,-2.99347124609607,NA,0.166444265507437,3.43541806337001,-1.04262979852104,-0.675289240275584,11,-59.5700604200389,142.769750469707,18.0555156578071,5.57785895611777e-07
"12873",0.218442785994945,NA,NA,NA,-0.646197347513886,NA,NA,-0.179060468004748,NA,NA,-1.11087569926518,NA,NA,-1.0457939298432,-0.429765866494357,6,-65.1336619149505,142.770317841877,18.0560830299766,5.57627681957486e-07
"1165",-2.1758319659448,NA,NA,0.164787682095933,-0.545526090298554,NA,NA,NA,1.73673555748047,NA,NA,-1.06892818866841,NA,NA,NA,5,-66.2071506195898,142.771444096323,18.0572092844222,5.5731375502829e-07
"10170",-0.277912607641388,0.995863584731021,NA,NA,-0.798968027563079,0.328036260002387,0.24536097852079,NA,1.54613504410579,-4.28795106445811,-1.68116961042769,0.2541375608319,NA,NA,-0.648243615415421,10,-60.711465928155,142.772625107844,18.0583902959434,5.5698475519317e-07
"14157",1.01220644185339,NA,NA,0.310154487769956,-0.818180360667347,NA,NA,0.0025748462955116,NA,-4.06719006845462,-1.77027480683428,1.08024989018929,NA,-1.07253881247239,-0.568825930788645,9,-61.8386706818999,142.77490233941,18.0606675275091,5.56350924473408e-07
"1501",-1.1123210569739,NA,NA,0.281433094469498,-0.353680861284803,0.412290784632143,NA,-0.0142009026786026,1.1173708118439,-3.81133819011556,NA,0.163719331275236,NA,NA,NA,8,-62.9554849219608,142.783697116649,18.0694623047485,5.53909804459938e-07
"12386",-0.19335123101203,0.6467025100096,NA,NA,NA,NA,0.251263790440597,-0.348663384860875,NA,NA,NA,NA,NA,-1.00614852105308,-0.434118014441156,6,-65.1406960059594,142.784386023895,18.0701512119944,5.53719041077455e-07
"7389",-3.8720872920858,NA,NA,0.7309203385813,-0.53956282458214,0.165618289169234,NA,-0.0783065522883416,1.18157123633666,NA,NA,0.0883944827000479,4.12302469759342,-1.25352481671521,NA,9,-61.8440194035533,142.785599782716,18.071364970816,5.53383102339505e-07
"9222",-1.29580112806116,0.621172404610593,NA,0.345976137728085,NA,NA,NA,NA,NA,NA,NA,-1.69910830970811,NA,NA,-0.65055803424434,5,-66.2154422513693,142.788027359882,18.0737925479811,5.52711819728112e-07
"7741",-3.37697842236531,NA,NA,0.657757192196909,-0.671251031535413,0.309709730622899,0.158471782417684,NA,NA,NA,-1.20607982440619,0.344897545091398,4.31566534599343,-1.11241976546306,NA,9,-61.845385721063,142.788332417736,18.0740976058354,5.52627521616358e-07
"12485",-1.29339196056452,NA,NA,0.648336481885361,NA,NA,NA,-0.243728791811742,1.41100044286167,NA,NA,NA,NA,-1.15714674702611,-0.585607954586329,6,-65.1433948644235,142.789783740823,18.0755489289227,5.52226646543351e-07
"6010",0.902205274036222,0.956760089394371,NA,NA,-0.89176229391128,0.87164506922327,0.10954129939901,-0.0210434848036395,NA,-4.27636310506329,-1.63978572495871,0.473829990202112,NA,-1.58658773122257,NA,10,-60.7209610284562,142.791615308446,18.0773804965458,5.51721157814657e-07
"6781",-3.14532760716867,NA,NA,0.712080436302515,-0.54043916579234,0.283964513589339,0.299173152296121,-0.0543921933128053,NA,NA,-0.866617940723066,NA,4.03300710118161,-1.14815285491948,NA,9,-61.8482052839413,142.793971543492,18.0797367315919,5.51071548184177e-07
"4245",-2.66856344489958,NA,NA,0.587507756822946,NA,0.953453691147545,NA,NA,1.38175041417942,NA,NA,NA,NA,-1.54873712558498,NA,5,-66.2185908155583,142.794324488259,18.080089676359,5.50974307854942e-07
"5322",-0.721240336371481,1.02468258267809,NA,NA,-0.80821173731044,NA,NA,-0.240202572232995,1.86125425777237,NA,NA,-0.970257436656691,NA,-1.40167133909172,NA,7,-64.0604839119384,142.795666619057,18.0814318071571,5.5060469209323e-07
"1529",-1.01177399438518,NA,NA,NA,-0.48729629862489,0.362478440294707,0.296097128436603,-0.017627206235815,1.16873739146366,-3.80615268888161,NA,0.16310187828145,NA,NA,NA,8,-62.9614897686594,142.795706810046,18.0814719981457,5.50593627530933e-07
"22",-2.66219453087724,0.143665063989349,NA,0.399062715885429,NA,0.987337080382888,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-67.280526621975,142.797739634482,18.0835048225821,5.50034281751749e-07
"1201",-2.44684893236341,NA,NA,NA,NA,0.555278254261994,-0.0136533019981471,NA,1.42612195434697,NA,NA,-1.13827111382336,NA,NA,NA,5,-66.2208553538774,142.798853564898,18.0846187529972,5.49728017091158e-07
"10202",-0.238646303902077,0.995576931208086,NA,NA,-0.726246524555782,0.354980879768895,NA,0.0137021199344349,1.53795719850262,-4.32203441517181,-1.69808367774078,0.231361578469024,NA,NA,-0.643114614100378,10,-60.7247692798357,142.799231811205,18.0849969993047,5.49624060625461e-07
"14969",-2.62102969988585,NA,NA,NA,-0.639085699081344,0.153365090120818,0.267689167907073,-0.0330711421668655,NA,NA,-0.862104349209967,NA,4.0271330770547,-0.933815018691184,-0.544957165703721,9,-61.8516146509875,142.800790277585,18.0865554656844,5.49195942139198e-07
"14574",-3.62457969190732,0.820687802669699,NA,0.752242285394403,-0.772984841495393,NA,0.373993274190835,-0.162178698356746,1.37485672730331,NA,NA,NA,4.13004572543427,-1.17588423851076,-0.624465230888697,10,-60.726209764864,142.802112781262,18.0878779693613,5.48832905355395e-07
"9210",-0.339331733564536,1.0416493554392,NA,NA,-0.762167642722681,0.340965706250553,0.22015137649947,0.0135917225237239,1.59670970135767,-4.24275445127949,-1.57638563525272,NA,NA,NA,-0.639293496333505,10,-60.726765829862,142.803224911258,18.0889900993574,5.48527803423062e-07
"11869",-3.43130911280793,NA,NA,0.666425084512624,-0.504983666199736,0.0488368475111873,NA,-0.066188963071371,NA,NA,-1.15445111311609,0.592512210838023,4.30373606049383,NA,-0.716189887043471,9,-61.8542339858655,142.806028947341,18.0917941354403,5.47759296402659e-07
"6005",-0.0612699781424768,NA,NA,0.560720752910295,NA,0.992441710477653,-0.0798648891803386,0.0181244254467841,NA,-4.04821406474824,-1.70237187540548,0.888817310527157,NA,-1.40578332818568,NA,9,-61.8547515818802,142.80706413937,18.0928293274698,5.47475851735052e-07
"1577",-0.824158281341188,NA,NA,NA,-0.716647877558946,NA,0.118548036432083,NA,NA,NA,-1.56003759721192,-0.324886461745152,NA,NA,NA,5,-66.2250780671071,142.807298991357,18.0930641794566,5.47411567613682e-07
"1549",-0.844742951391176,NA,NA,0.08963015406462,-0.668002724361949,NA,NA,NA,NA,NA,-1.55399955183258,-0.332416358716587,NA,NA,NA,5,-66.2256076542437,142.80835816563,18.0941233537299,5.47121742239687e-07
"14461",-3.37371288734701,NA,NA,0.808238102953208,-0.47969701994081,0.271531567915251,0.402942803519782,-0.0855823602123621,NA,NA,NA,NA,4.12949752280581,-1.0561982587496,-0.619803663877586,9,-61.8560855808051,142.80973213722,18.0954973253197,5.46746006452055e-07
"14185",1.12490450255635,NA,NA,NA,-0.933442681060515,NA,0.239481444219217,0.00243629834010368,NA,-4.05308978618422,-1.78687638786723,1.08860697711995,NA,-1.07014740512656,-0.547826803650816,9,-61.856092343774,142.809745663158,18.0955108512574,5.46742308838324e-07
"9761",-0.803903952313791,NA,NA,NA,NA,NA,-0.236646849018796,NA,NA,NA,-1.35042744253866,-0.55102666774545,NA,NA,-0.605551051968217,5,-66.2265266239456,142.810196105034,18.0959612931337,5.46619184888176e-07
"15469",-3.28432781573388,NA,NA,0.785265386352755,-0.604757649420594,NA,0.447257071061362,-0.11625096707289,NA,NA,NA,0.300407645024378,4.27333099732293,-0.979889610771994,-0.651986603508825,9,-61.857501654544,142.812564284698,18.0983294727974,5.459723217171e-07
"162",-2.60335117101451,0.153938005136175,NA,NA,NA,NA,-0.39358020702991,NA,1.61354731262236,NA,NA,NA,NA,NA,NA,4,-67.2902269413065,142.817140273145,18.1029054612451,5.44724568169393e-07
"12290",-1.2401379546424,0.0525620167961891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.927935676283464,-0.5626421856676,4,-67.2912961982345,142.819278787002,18.1050439751012,5.44142428934685e-07
"745",-1.39046762393733,NA,NA,NA,-0.781606333183915,NA,0.56367338746029,-0.160760007335129,1.49458974019771,NA,-1.37078257678929,NA,NA,NA,NA,6,-65.1586752639364,142.820344539849,18.1061097279485,5.43852545506073e-07
"14166",0.0697698008973139,0.929506352662307,NA,0.778098722384184,NA,1.04524194141233,NA,-0.0377314859605582,NA,-4.28997316238914,-1.37123276190824,0.349165889750542,NA,-1.34574249205394,-0.521692313834321,10,-60.7357153678933,142.82112398732,18.1068891754199,5.43640634556402e-07
"9582",0.157309436871968,0.999293970634909,NA,0.475584375365892,-0.609814477349252,NA,0.437241770963609,-0.127422159019972,NA,-4.01969596036201,NA,-0.112950146094214,NA,NA,-0.75526428932888,9,-61.8638147699524,142.825190515514,18.1109557036141,5.42536392560674e-07
"12313",-1.09612420480389,NA,NA,NA,-0.777071669954042,0.901393111747828,NA,NA,NA,NA,NA,NA,NA,-1.40294333877167,-0.546488153660386,5,-66.2348411272409,142.826825111625,18.1125902997243,5.42093159773519e-07
"16042",-3.33759332309624,0.809050111350542,NA,NA,-0.946646487660711,NA,0.104889781337181,NA,1.68485022230951,NA,-0.98497323706653,-0.403705339246056,4.14825036855978,-1.00506095889686,-0.568985893183764,10,-60.7392096890244,142.828112629583,18.1138778176822,5.41744294739041e-07
"13321",-0.474287887678883,NA,NA,NA,-0.673422611609535,NA,NA,NA,NA,NA,NA,-0.912085037365001,NA,-1.02900276580882,-0.526765146911366,5,-66.2365599184441,142.830262694031,18.1160278821307,5.41162215098145e-07
"53",-2.46301195384853,NA,NA,0.35289354503446,NA,0.939564694440916,-0.254812617218757,NA,NA,NA,NA,NA,NA,NA,NA,4,-67.297291690626,142.831269771785,18.1170349598842,5.40889787478909e-07
"50",-2.25470890654746,0.168023544736653,NA,NA,NA,0.942706328684241,-0.387989664829858,NA,NA,NA,NA,NA,NA,NA,NA,4,-67.2980570464673,142.832800483467,18.1185656715667,5.40475972698567e-07
"15453",-3.34745715064653,NA,NA,0.79731185325954,-0.409451529940414,0.287066192372079,NA,-0.0969396639707057,NA,NA,NA,0.275341164401714,4.21841850840129,-1.05879857878526,-0.624003709091944,9,-61.8677077714354,142.832976518481,18.1187417065802,5.40428403444507e-07
"16026",-3.31064123448056,0.813236550716879,NA,NA,-0.92006418419534,-0.0275266917149047,NA,NA,1.69226243458257,NA,-0.988980750631439,-0.401619397184399,4.16547024020482,-0.99288803539225,-0.56424657728879,10,-60.7416851720326,142.833063595599,18.1188287836986,5.40404874482668e-07
"15738",-1.50183191075169,0.937906088744885,NA,NA,-0.682125745896397,0.411302105995676,0.164189594615925,-0.0247463564308441,NA,-3.14007284616164,NA,0.128247459797799,3.22265524052309,-1.20166362253379,-0.61343258521844,11,-59.6017171020395,142.833063833709,18.1188290218082,5.40404810144876e-07
"10158",-0.271819578919643,0.983610325395682,NA,0.273317940566632,-0.872638462228795,NA,0.298860796886936,NA,1.67390664923392,-4.30577567453464,-1.71010965670872,0.243367488697112,NA,NA,-0.683442463914217,10,-60.7420084115051,142.833710074544,18.1194752626435,5.40230222524863e-07
"12373",-0.999209423128548,NA,NA,0.743995210094602,NA,0.859620891880099,NA,-0.238872794907431,NA,NA,NA,NA,NA,-1.38664237731945,-0.4709377839092,6,-65.1656798058682,142.834353623712,18.120118811812,5.40056418134012e-07
"15734",-2.23795693645813,0.912067460299905,NA,0.799118869508463,NA,0.621129980637537,-0.0390563585657001,-0.0363529170061671,NA,-3.12744255998091,NA,0.0899549981660894,3.2124235451442,-1.14489394345265,-0.674323103151468,11,-59.6025004284426,142.834630486515,18.1203956746145,5.39981662541689e-07
"11758",-2.86824977311996,0.954771256519948,NA,0.525414000760144,-0.583515262386677,NA,0.228587981454953,-0.0152099400409628,1.23644601053626,-3.0354202665939,NA,-0.103329288681723,3.33263665144715,NA,-0.830117302940482,11,-59.6026121454333,142.834853920496,18.1206191085958,5.39921340784884e-07
"4754",-1.93338115118889,0.368438079216617,NA,NA,NA,0.794223628940986,NA,NA,1.57712844246068,NA,-1.77948670296331,NA,NA,-1.18265954634232,NA,6,-65.1661152506516,142.835224513279,18.1209897013788,5.39821304577199e-07
"14134",0.102744541856868,0.911946482226427,NA,0.736136481974788,NA,1.08128310682585,-0.160944746303941,NA,NA,-4.40815440825876,-1.44981023271074,0.319084276557138,NA,-1.35518611870342,-0.520955358352147,10,-60.7437208933417,142.837135038217,18.1229002263167,5.39305879767173e-07
