"","(Intercept)","boatlaunch","COND_avg","dist_waterfowl","latitude","longitude","nearest_LMSPW","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"1811",-5.15283773936708,NA,3.17983488734365,NA,NA,1.11313587613875,NA,NA,NA,1.30251050751109,-1.39396133629565,5.75730625858094,NA,NA,6,-88.1977832831646,188.898560578305,4.35026223043977,0.000891201639988893
"3795",-4.36954834438832,NA,2.5739886695564,NA,NA,1.00422463329919,NA,1.53753231118278,-2.61057343013175,NA,-0.567358335655577,4.95427703149276,0.932019218755125,NA,8,-86.0198550757894,188.912437424306,4.36413907644055,0.000885039508490744
"1268",-4.55853953843788,0.222848780575693,3.21435741944155,NA,NA,1.21115941347684,0.843721898834411,1.40818632248033,-3.15595655418254,NA,NA,4.5993412381495,NA,NA,8,-86.0204064542628,188.913540181253,4.36524183338733,0.000884551651267009
"7819",-3.39093884778029,NA,3.73164641457394,NA,-0.7840794026533,NA,NA,NA,-2.46004741081918,NA,-0.129903600991383,5.14669526912166,1.33013921935102,-1.12857437595789,8,-86.0301192502205,188.932965773168,4.38466742530287,0.000876001770403363
"3467",-3.68233269761506,NA,3.67675621858273,NA,-0.771728826217122,NA,NA,NA,-2.66620336896329,0.355394647057848,NA,5.15820766403337,0.91644897030371,NA,7,-87.1312655211517,188.937229837484,4.38893148961873,0.000874136096004078
"1495",-4.86557286049268,NA,2.94824633501858,0.820138766976758,NA,1.15964514242467,NA,1.33113042007871,-2.83081200365476,0.566135242772431,NA,4.8972460434972,NA,NA,8,-86.0362500894941,188.945227451715,4.39692910384994,0.000870647573975311
"5787",-2.95380917598025,NA,3.35774524446423,NA,-0.656586373157657,1.02827905084777,NA,NA,-2.55965878977928,NA,-0.0833779518576271,4.66768127221416,NA,-0.880907171029595,8,-86.0376811211972,188.948089515122,4.39979116725624,0.000869402540748163
"1240",-4.62410246461196,0.300032170636043,2.99063862646893,0.804554242109165,NA,1.21945264109563,NA,1.38161253860192,-2.99870340818135,NA,NA,4.77189565478454,NA,NA,8,-86.0388521740306,188.950431620789,4.40213327292307,0.000868385020340803
"3091",-5.84363976847058,NA,3.37736050482924,NA,NA,1.07362077071856,NA,NA,NA,NA,NA,6.07699777967614,0.788488423952305,NA,5,-89.297744690733,188.952632238609,4.40433389074329,0.000867430054040827
"3723",-3.4791305930516,NA,3.61504788214225,NA,-0.718442827252674,NA,NA,NA,-2.50328121424824,NA,-0.285464869795542,5.05999953828511,1.01552850947972,NA,7,-87.1422220593434,188.959142913868,4.41084456600203,0.000864610867536646
"1252",-4.28079239446092,0.164956253507309,3.62391798881088,NA,NA,NA,0.734857267192105,1.64909568040242,-3.03171178545551,NA,NA,4.66164587597134,NA,NA,7,-87.1464114841367,188.967521763454,4.41922341558868,0.000860996222260682
"5611",-4.09067627042256,NA,3.6390271714561,NA,-1.40919246425995,NA,1.24003002912727,2.0426951169255,-2.80247385904329,0.571840150260288,NA,4.74568056196689,NA,-0.857904772466877,9,-84.93754549127,188.97265195815,4.42435361028427,0.000858790513273047
"1755",-3.57187269949143,NA,2.58842666856203,NA,-0.704091615644538,0.932179310657458,NA,1.72079384238706,-2.62794334624718,NA,-0.355999203262549,4.698688773621,NA,NA,8,-86.0516609252313,188.97604912319,4.42775077532437,0.00085733302490138
"5651",-4.53898467631394,NA,3.42947145048405,NA,NA,1.07626571190175,NA,NA,NA,NA,-0.787499209799468,5.46279622111395,NA,-0.851441862419044,6,-88.2385940998435,188.980182211663,4.43188386379757,0.000855563137684912
"3247",-4.47842056124424,NA,4.39384077227654,0.485819313104082,-1.13225019947654,NA,1.4055276154869,NA,-2.84337890061627,NA,NA,4.83847995006168,0.965036501245042,NA,8,-86.0548408747948,188.982409022317,4.43411067445146,0.000854611079241698
"1751",-4.38572838437897,NA,2.79506700166687,0.772203638223201,NA,1.14490066539887,NA,1.45778746411238,-2.58049820954331,NA,-0.464490874118603,4.67458361323924,NA,NA,8,-86.0554585974717,188.983644467671,4.43534611980516,0.000854083329616401
"7304",-4.42624019684729,0.204585293409045,4.13535359960744,0.879110287091732,NA,NA,NA,NA,-2.68205601318353,NA,NA,5.17450506769502,1.28806032469388,-1.235500788368,8,-86.0588159883667,188.990359249461,4.44206090159523,0.000851220646284455
"5803",-3.16340842937688,NA,4.39094786692478,NA,-1.22731681506062,NA,1.2267230963135,NA,-2.61496091912735,NA,-0.132400213125677,4.48149397385886,NA,-0.799218462436101,8,-86.0597360560023,188.992199384732,4.44390103686629,0.000850437825896186
"5284",-3.4784264965272,0.160397139992125,4.3353435690869,NA,NA,NA,0.639426864416262,NA,-2.83809411419551,NA,NA,4.57539351836218,NA,-0.844048715599593,7,-87.1594708888291,188.993640572839,4.44534222497353,0.00084982522620023
"1224",-4.34262578660193,0.220089517383176,3.4335051293174,0.704949001918015,NA,NA,NA,1.61988940255379,-2.87744940900741,NA,NA,4.81549374872606,NA,NA,7,-87.1626645609394,189.00002791706,4.45172956919407,0.000847115492380543
"7683",-4.95360871409528,NA,3.80865338126595,NA,NA,NA,NA,NA,NA,NA,-0.890428345296262,5.88282599923175,1.39247914162696,-1.10811136936969,6,-88.2562791773585,189.015552366693,4.46725401882756,0.000840565445837675
"3507",-4.91595336826159,NA,3.65374841093152,NA,NA,1.21301003849338,0.981567826243025,NA,-3.02319309822532,0.333188233822406,NA,4.95244118253004,0.930746147063513,NA,8,-86.0753383982206,189.023404069169,4.47510572130304,0.000837271980000191
"1787",-4.24142937296812,NA,3.20812628037485,NA,-1.16233181860552,0.94273200317088,1.46830100791783,1.84289976577689,-2.78943826203781,NA,-0.452602029584995,4.47924134380517,NA,NA,9,-84.9637988848344,189.025158745279,4.47686039741302,0.000836537731568902
"3252",-4.79469644712897,0.174576098601219,3.69787060875747,NA,NA,1.23518954590194,0.953649058568421,NA,-3.1051926130334,NA,NA,4.89842755512387,0.98353226041056,NA,8,-86.0775354945802,189.027798261888,4.47949991402217,0.000835434432154995
"3284",-4.58024655313336,0.299493332143326,2.79365861200389,NA,NA,1.08444480842004,NA,1.44435109519716,-3.08792782787842,NA,NA,5.03580494120087,0.877368479186921,NA,8,-86.0788809568704,189.030489186468,4.48219083860266,0.000834311142471968
"5343",-3.99995918365311,NA,2.97335656785843,0.853105979000934,-0.674445582107066,0.966512150971308,NA,1.5761808789616,-2.65681049487104,NA,NA,4.75796033477588,NA,-1.02147014537818,9,-84.9669960983734,189.031553172357,4.48325482449113,0.000833867412871851
"1276",-4.32504714143655,0.27406987613395,3.33152455539542,NA,-1.26920384690207,0.975838754763074,1.35704009097644,1.7795441315839,-3.15369866077299,NA,NA,4.59651652692566,NA,NA,9,-84.9679254882565,189.033411952123,4.48511360425735,0.000833092784955904
"1075",-5.86371686409445,NA,3.71738501364592,NA,NA,1.19387655702602,0.651757303964908,NA,NA,NA,NA,5.79626159362463,NA,NA,5,-89.3435548294175,189.044252515978,4.49595416811246,0.000828589403015074
"7815",-4.30680627744668,NA,4.00271990615398,0.865254589101515,NA,NA,NA,NA,-2.4088284988366,NA,-0.27455407992078,5.12821831552347,1.29877577543796,-1.20017745733243,8,-86.0871900231372,189.047107319002,4.49880897113624,0.000827407516962116
"3755",-4.11011860995202,NA,4.22852058988913,NA,-1.1361394504269,NA,1.43447940415257,NA,-2.69690820572427,NA,-0.375652787085638,4.83335696690582,1.10549525924965,NA,8,-86.0911929387062,189.05511315014,4.50681480227411,0.000824102094607575
"3491",-4.63680409478312,NA,4.14323806163657,NA,NA,NA,0.858757032679082,NA,-2.95229650279855,0.332488604766967,NA,5.06860062568437,1.0768787860873,NA,7,-87.1932301166462,189.061159028473,4.51286068060762,0.000821614645705961
"5524",-3.70148978769689,0.223785533740019,3.46188732961145,NA,NA,1.19540015229666,NA,NA,-2.82238642603693,0.555935337673684,NA,4.84205157908247,NA,-0.890823764715222,8,-86.0958335101767,189.064394293081,4.51609594521511,0.000820286649708032
"5508",-3.42747796540709,0.160106758057246,4.04634484148248,NA,NA,NA,NA,NA,-2.7150721086746,0.603593132226851,NA,4.87008725392962,NA,-0.944524397419167,7,-87.1976833847581,189.070065564697,4.52176721683151,0.000817963910289065
"3587",-5.03655145595776,NA,3.64962289595492,NA,NA,NA,NA,NA,NA,NA,-0.995032370605798,5.84677624224829,1.07359213659332,NA,5,-89.3613393989676,189.079821655078,4.53152330721255,0.000813983561424081
"7375",-4.29430324179434,NA,3.21515651908306,0.615209841526634,-0.849289868819159,NA,NA,1.812451430216,-2.58904304901189,NA,NA,5.16955597404271,1.20125436772727,-1.22727693180254,9,-84.9939868720433,189.085534719696,4.53723637183086,0.000811661708883969
"7343",-4.47680803968026,NA,4.47403596013465,0.709927978077523,-1.06770726868925,NA,1.23320048672721,NA,-2.66059538097484,NA,NA,4.95506546760288,1.26495768645341,-1.11697791221808,9,-84.9946336548595,189.086828285329,4.53852993746335,0.000811136909771876
"7372",-3.95802499219723,0.324838716222235,3.10441502833206,NA,-1.0005167663478,NA,NA,1.96170640278261,-2.83232616020539,NA,NA,5.23136713062035,1.29158160637822,-1.15663706676708,9,-84.9952709396293,189.088102854868,4.53980450700277,0.000810620149252423
"5780",-3.28051685658629,0.375783551292687,3.4212619522826,NA,NA,1.21170856488011,NA,NA,-2.64464448489131,NA,-0.478133622876499,4.6245118217756,NA,-0.808912386766405,8,-86.1166388944251,189.106005061577,4.55770671371198,0.000803396582193447
"5356",-3.77853049567216,0.233582261630227,3.6703985653339,NA,-1.45435600964913,NA,1.20751684661332,2.05190368064677,-2.91201902191952,NA,NA,4.60512423088608,NA,-0.817839400939054,9,-85.0085099847127,189.114580945035,4.56628259716973,0.000799959039721741
"7175",-6.09148522126714,NA,4.28405996081307,1.03341623563156,NA,NA,NA,NA,NA,NA,NA,6.11498748842145,1.2019589953248,-1.31504487180074,6,-88.3073058851028,189.117605782182,4.56930743431622,0.000798750081268292
"1531",-4.53201477660169,NA,3.30122058125047,NA,-1.21835789395031,0.927648305742702,1.40754774969951,1.74412163464639,-3.01638159806027,0.415196369909408,NA,4.66962311537342,NA,NA,9,-85.0118189181871,189.121198811984,4.57290046411853,0.000797316403042735
"1547",-4.11296592802042,NA,3.75571874373016,NA,-0.821802073016845,NA,NA,NA,NA,NA,-0.700823900435731,5.54659465344219,NA,NA,5,-89.3843254027932,189.125793662729,4.57749531486368,0.000795486730681044
"1131",-5.68950485316644,NA,3.73582479601069,NA,-1.49880628212705,NA,1.19645527212652,1.79740493840946,NA,NA,NA,5.7237770284215,NA,NA,6,-88.3143217903796,189.131637592735,4.58333924486971,0.000793165738873413
"3236",-4.49979254842085,0.110729315423368,4.17157577819863,NA,NA,NA,0.847303961209499,NA,-3.00058893865744,NA,NA,4.99866312893815,1.12952695726431,NA,7,-87.2288211506404,189.132341096461,4.584042748596,0.000792886790410175
"5163",-4.69473185465338,NA,4.43448231308135,NA,-1.33550950000793,NA,0.966906661369685,NA,NA,NA,NA,5.63467498177198,NA,-0.929480184378906,6,-88.3150851087828,189.133164229542,4.58486588167625,0.000792560531880289
"7843",-4.24136564407267,NA,4.12933386235586,NA,NA,NA,0.822347817651665,NA,-2.58264116998753,NA,-0.461980492371778,5.00184326456297,1.45387654262424,-0.985405026049496,8,-86.1341964178151,189.141120108358,4.59282176049203,0.000789414036540467
"5591",-4.82981672530796,NA,3.12347391875476,1.05835861779962,NA,1.12475535803686,NA,1.35196521376028,-2.71921480041171,0.705165181007913,NA,4.93518661441902,NA,-1.05254209731438,9,-85.0224298616553,189.14242069892,4.59412235105495,0.000788900851196475
"1955",-4.08477813003748,NA,4.13825908947153,NA,NA,NA,0.918156340273582,NA,-2.41441140585689,1.02692304938077,-0.941966457509231,4.77954961269197,NA,NA,7,-87.234482814779,189.143664424739,4.59536607687329,0.000788410415525785
"3244",-4.13984116299713,0.160290466796083,4.32338892415888,NA,-1.22909624492181,NA,1.3612247237757,NA,-2.96151208834604,NA,NA,4.87325957063529,1.03929421216035,NA,8,-86.1405495059719,189.153826284671,4.60552793680569,0.000784414716948222
"3971",-4.1296669507583,NA,3.61268420624223,NA,NA,NA,NA,NA,-2.33074247756983,0.861399387165247,-0.828778850171699,5.2533887169519,1.01679006179524,NA,7,-87.2430550174281,189.160808830037,4.61251048217139,0.000781680886325885
"5135",-4.81306966172963,NA,4.25799956126361,0.915714676825159,-0.893945799719654,NA,NA,NA,NA,NA,NA,5.70077462837354,NA,-1.14275499540292,6,-88.3330059154077,189.169005842791,4.62070749492597,0.00077848371851005
"3539",-4.68683391934887,NA,2.73433349020866,NA,NA,1.0364707582059,NA,1.39483339796134,-2.91536527533843,0.42779445679834,NA,5.09514529528762,0.803457565619786,NA,8,-86.1534281294378,189.179583531603,4.63128518373733,0.000774377307905864
"3499",-4.25625357814078,NA,4.27745009303221,NA,-1.20104758938072,NA,1.38440367360391,NA,-2.88848176246788,0.261077823157811,NA,4.92231216625121,1.00187599787009,NA,8,-86.153586482955,189.179900238637,4.63160189077183,0.000774254692244045
"1619",-5.12437052424101,NA,2.7186411097291,NA,NA,0.986340242348707,NA,1.53469248954591,NA,NA,-1.04023478391925,5.45573633688897,NA,NA,6,-88.338499912746,189.179993837468,4.63169548960249,0.000774218458424999
"1703",-4.28696735754034,NA,4.37825295289649,0.835794969102565,NA,NA,0.972172676425966,NA,-2.56519013029345,NA,-0.483645824548112,4.55146575018846,NA,NA,7,-87.2533305301354,189.181359855452,4.63306150758609,0.000773689840802123
"5764",-2.97149895188889,0.310953455976353,3.99334989355746,NA,NA,NA,NA,NA,-2.52178940887931,NA,-0.465598237695464,4.63080419156588,NA,-0.863568000215877,7,-87.2548729188395,189.18444463286,4.63614628499431,0.000772497430147939
"5867",-3.74736005797672,NA,3.56950478309074,NA,-1.38326258941793,NA,1.3028427186971,2.09437085871603,-2.64257717897644,NA,-0.301474034404047,4.52028706288085,NA,-0.775521051174331,9,-85.0508259044602,189.19921278453,4.65091443666472,0.000766814258847843
"5559",-5.05986610762708,NA,4.00699461578311,1.18504611173217,NA,1.28513424995019,0.852425018297572,NA,-2.76147135752203,0.641781789636501,NA,4.78193322354167,NA,-0.959899763600533,9,-85.0515562989985,189.200673573607,4.65237522574137,0.000766254386390055
"1943",-4.50873645551281,NA,3.32854083335379,0.860300079914009,NA,1.23738139259395,NA,NA,-2.32996778523179,0.982201672248638,-0.751015803620564,4.92777319476858,NA,NA,8,-86.1646404588958,189.202008190519,4.6537098426534,0.000765743228927374
"1447",-4.72904126242235,NA,4.44103034869702,0.87412525939644,NA,NA,0.868305619034929,NA,-2.82847859822603,0.538673764697163,NA,4.80087404467694,NA,NA,7,-87.2666212496398,189.20794129446,4.6596429465948,0.00076347497794822
"5519",-3.68017924599308,NA,4.1108269095545,0.893305056234586,-0.733812493711246,NA,NA,NA,-2.45051855317757,0.680098155783413,NA,4.94795329554297,NA,-1.10713766931203,8,-86.1718016718881,189.216330616503,4.66803226863797,0.000760279166575868
"7380",-4.5110163547364,0.31679932381968,2.88299532909934,NA,NA,1.00871575369373,NA,1.50213691078519,-3.00422270751648,NA,NA,5.14660268797481,1.23528233362321,-1.06314461902625,9,-85.0611571829819,189.219875341574,4.6715769937081,0.000758932869680352
"5320",-4.22782212846148,0.22815074546637,3.60819007157737,0.931912942822863,NA,NA,NA,1.61616179164682,-2.77616920662966,NA,NA,4.79157422843463,NA,-1.02457275657364,8,-86.1760167200493,189.224760712826,4.67646236496037,0.000757081297593293
"7327",-4.23359368049403,NA,3.5169537707449,0.839662015402134,-0.468380741393494,0.998969799719779,NA,NA,-2.55991001455561,NA,NA,5.07053185917471,1.05813536938992,-1.18356923435407,9,-85.0649004051866,189.227361785983,4.6790634381174,0.000756097325657303
"5831",-4.07539981814092,NA,3.42854163941131,0.908518898944301,NA,NA,NA,1.6879588976859,-2.43959377625931,NA,-0.373887878136471,4.70962552616964,NA,-0.984863595561908,8,-86.1798947613055,189.232516795338,4.68421844747277,0.000754150990684926
"1423",-3.69168763226742,NA,3.91363494118166,0.627156782857527,-0.732284195609166,NA,NA,NA,-2.5801895512712,0.525044681605961,NA,4.91986974963676,NA,NA,7,-87.2805523531879,189.235803501556,4.68750515369101,0.000752912672085685
"7575",-4.85168186068901,NA,3.56479798430745,0.996274709945575,NA,1.11583031906409,NA,NA,-2.62193627727477,0.547008718153561,NA,5.18581892595488,0.97424643665211,-1.19066371873123,9,-85.070753978278,189.239068932166,4.69077058430022,0.000751684383038959
"3276",-4.02520008315229,0.311460758218732,3.05254186901458,NA,-0.973233147232428,NA,NA,1.89260199638387,-2.9393298011695,NA,NA,5.12171806547652,0.9053058435476,NA,8,-86.187907785216,189.248542843159,4.7002444952937,0.000748132107696397
"1059",-5.42686710665288,NA,4.21898231514418,NA,NA,NA,0.504347960510237,NA,NA,NA,NA,5.79037158198229,NA,NA,4,-90.5077969059137,189.25228020236,4.70398185449454,0.000746735393900054
"7320",-4.65514769589478,0.279509109527315,3.61755573431572,0.95257322623785,NA,1.16039924433174,NA,NA,-2.77460717636735,NA,NA,5.10228564527419,1.08370889534781,-1.17511727891292,9,-85.0786156056638,189.254792186937,4.70649383907184,0.000745798088750892
"7627",-4.11818621657625,NA,3.04264357417857,NA,-0.935002166240237,NA,NA,1.91278776944777,-2.65488550380562,0.467661454799204,NA,5.2869215897432,1.19653133476183,-1.16948525422885,9,-85.0816396194355,189.260840214481,4.71254186661534,0.000743546191659542
"3083",-5.05469485558044,NA,3.79459309489748,NA,-0.926444119484475,NA,NA,NA,NA,NA,NA,6.06694295022201,0.831007859921281,NA,5,-89.4544713992786,189.2660856557,4.71778730783458,0.000741598632806226
"7235",-6.00800676638858,NA,3.50144939145968,NA,NA,NA,NA,1.45494285673222,NA,NA,NA,6.16980665795732,1.29091927404887,-1.18036210584643,6,-88.3816269056848,189.266247823346,4.71794947548022,0.000741538503591866
"7587",-4.46912469511691,NA,4.18217671085006,NA,NA,NA,0.704568650258982,NA,-2.82271164217694,0.403900973436289,NA,5.1505499237042,1.34369652246222,-1.04979283852155,8,-86.1986343149908,189.269995902709,4.72169755484347,0.000740150132348417
"2019",-4.78909590596594,NA,3.33350440749982,NA,NA,NA,0.954364569436779,2.07873442808714,-2.36847301074878,1.27580976162552,-1.27088499034085,4.84266894064158,NA,NA,8,-86.2006140691969,189.273955411121,4.72565706325562,0.000738686266536148
"3811",-4.8857210497922,NA,3.36967802706189,NA,NA,NA,0.992287930194163,1.78543201583271,-2.63830563010328,NA,-0.765865502399881,4.91719046778436,1.17737258982541,NA,8,-86.2047813589706,189.282289990668,4.73399164280301,0.000735614352036236
"7419",-4.68931925732788,NA,3.27336835835042,NA,-1.18452988665101,0.772421481638833,1.29983020036201,1.76452809690729,-2.89816719994198,NA,NA,4.9587293374737,1.20164950690026,-0.968688492147867,10,-83.9673069558696,189.284307163273,4.73600881540744,0.000734872795501799
"5203",-5.46502289873629,NA,3.18437670458351,NA,NA,1.00136335576007,NA,1.20771952424258,NA,NA,NA,5.75913451221447,NA,-0.930317267825676,6,-88.3911430127759,189.285280037528,4.73698168966237,0.000734515413019206
"1168",-3.36250592939249,0.244401838411521,3.96761222218125,0.574042031945577,-0.813486014258746,NA,NA,NA,-2.69262538651395,NA,NA,4.77822754780596,NA,NA,7,-87.3109735900043,189.296645975189,4.74834762732382,0.000730353023389013
"5891",-4.63566936831733,NA,3.8552806037977,NA,NA,NA,NA,NA,NA,1.3663695844947,-1.31765263032022,5.72340217527695,NA,-0.91834750246214,6,-88.3982056764551,189.299405364886,4.75110701702076,0.000729346053900125
"3819",-4.66064728950479,NA,3.46127142978589,NA,-1.28806511483529,NA,1.5172282350468,2.04048123712362,-2.7058999064496,NA,-0.523879826285628,4.83050449736251,1.05425090749508,NA,9,-85.1018675524051,189.30129608042,4.75299773255455,0.000728656886749401
"1716",-4.02515270832762,0.334841878773447,3.73397078836481,NA,NA,1.30802998166622,0.957638998376331,NA,-2.78179460218671,NA,-0.686260550567405,4.47674129453481,NA,NA,8,-86.2152071234097,189.303141519547,4.75484317168116,0.000727984850883062
"1476",-4.16863180863488,0.189147021828328,3.29098362204884,NA,NA,NA,NA,1.69395282491938,-2.9256994771174,0.51775460171912,NA,4.93402491819687,NA,NA,7,-87.3148734269145,189.30444564901,4.75614730114424,0.000727510312368435
"5699",-4.70546846402572,NA,3.24942429127893,NA,NA,NA,NA,1.77973052104624,NA,NA,-0.977646708300261,5.39871435703776,NA,-0.869665014852309,6,-88.4023197349026,189.307633481781,4.75933513391578,0.00072635164541516
"5340",-3.43692694740727,0.367976012757267,2.81751165241917,NA,-0.9006882028284,0.930356009030891,NA,1.78591657692019,-2.93404806957275,NA,NA,4.79102123153838,NA,-0.902388508365578,9,-85.1065377457412,189.310636467092,4.76233811922657,0.000725261852117395
"1299",-5.66073180209797,NA,3.44181908689739,NA,NA,1.13997683298451,NA,NA,NA,0.479815296340108,NA,5.97439892725647,NA,NA,5,-89.4771086491527,189.311360155448,4.76306180758272,0.000724999467812607
"7891",-4.32440840387862,NA,2.6946643469665,NA,NA,0.937932463144757,NA,1.56822527959308,-2.56993673257489,NA,-0.447385137132242,5.05177500792918,1.2465570393238,-1.01955422056432,9,-85.1099158117486,189.317392599107,4.76909425124151,0.000722816003153729
"8067",-4.04761304784737,NA,3.73907468235432,NA,NA,NA,NA,NA,-2.29241722271385,0.846932223252203,-0.689506703432962,5.2992482470249,1.29155649080626,-1.06941048881052,8,-86.2230519691821,189.318831211091,4.77053286322595,0.000722296264219462
"5336",-4.50990481537882,0.306324877249115,3.14523445138816,1.02754468788433,NA,1.19202205334112,NA,1.38998677061976,-2.89292245343248,NA,NA,4.77726321785222,NA,-0.998392814315356,9,-85.1111061155728,189.319773206755,4.77147485888995,0.000721956144349104
"1283",-5.35474986597364,NA,4.00325754318056,NA,NA,NA,NA,NA,NA,0.472701398007794,NA,5.97609099367877,NA,NA,4,-90.5425059000609,189.321698190654,4.7733998427889,0.000721261601671777
"3719",-4.21013018690283,NA,3.78686902579964,0.617686215781911,NA,NA,NA,NA,-2.46215331332254,NA,-0.433068420983887,5.05400616068322,1.00737695507935,NA,7,-87.3243793091435,189.323457413468,4.7751590656022,0.00072062745068388
"7635",-4.6395771477417,NA,2.82512254154124,NA,NA,0.960284428583759,NA,1.4671115708566,-2.82231450206572,0.500844395293262,NA,5.20368036139241,1.13297232129699,-1.07401506161152,9,-85.1181908594206,189.333942694451,4.7856443465854,0.000716859346071088
"7332",-4.31539458758438,0.164217882180984,4.22995688640978,NA,NA,NA,0.689234183825687,NA,-2.89945305072399,NA,NA,5.0750584497466,1.41893111717439,-1.05231418309572,8,-86.2326802698125,189.338087812352,4.78978946448689,0.000715375151388731
"1559",-5.39009594037044,NA,3.4349560283972,0.906237192708829,NA,1.17299395318913,NA,NA,NA,NA,-0.846811854652824,5.51234786894317,NA,NA,6,-88.4182244033011,189.339442818578,4.79114447071277,0.000714890646642015
"5955",-5.29092873409363,NA,3.03756369162696,NA,NA,NA,NA,2.10590954942488,NA,1.6212919342007,-1.64135999894591,5.72256236381941,NA,-0.911576712555212,7,-87.337972070584,189.350642936349,4.80234458848327,0.000710898405749616
"1931",-3.24668745300458,NA,3.69297532771007,NA,-0.703124054163114,NA,NA,NA,-2.3154757629118,0.821402168422298,-0.566721908789771,4.93114851344893,NA,NA,7,-87.3430982822422,189.360895359665,4.81259701179965,0.000707263514624718
"1927",-4.1822127341626,NA,3.88479815189326,0.785560364478814,NA,NA,NA,NA,-2.23254123423929,1.03724451577727,-0.799114080593381,5.00038374344541,NA,NA,7,-87.3450115940309,189.364721983243,4.81642363537705,0.000705911592740931
"1083",-5.50325922713791,NA,3.93988451615027,NA,-1.13230020716983,0.971344019855746,1.13296808905832,NA,NA,NA,NA,5.73874732114895,NA,NA,6,-88.4315750800882,189.366144172152,4.81784582428696,0.000705409801353324
"3716",-3.83548673850038,0.337871246108231,3.74270384187527,NA,NA,NA,NA,NA,-2.57498531223422,NA,-0.68249965404392,5.07222887711864,1.13885785471546,NA,7,-87.3484101644502,189.371519124081,4.82322077621555,0.000703516574607388
"3787",-3.94518167382508,NA,2.85854958543436,NA,-0.8204978559794,NA,NA,1.91300207803802,-2.53172879464014,NA,-0.423062587091963,5.0597681396886,0.961506642128754,NA,8,-86.2535768761418,189.379881025011,4.83158267714546,0.000700581346954121
"7883",-3.88131068908049,NA,2.9560370990799,NA,-0.889487185897679,NA,NA,1.95566598207783,-2.49364457577686,NA,-0.26935125531401,5.1586663390752,1.29734309428358,-1.12794099233381,9,-85.1481510944697,189.393863164549,4.84556481668361,0.000695700614527936
"3463",-4.56407158517901,NA,3.90408521725945,0.67727416999108,NA,NA,NA,NA,-2.71144781057503,0.439817351511503,NA,5.18887634403763,0.877274614459296,NA,7,-87.3603940091006,189.395486813382,4.84718846551652,0.000695136056974326
"3231",-4.19905658549778,NA,3.34237832241067,0.622036162805161,-0.446446816283167,1.07609152773756,NA,NA,-2.71190153771102,NA,NA,4.95127658211689,0.708585531971771,NA,8,-86.2614915288182,189.395710330364,4.84741198249824,0.000695058373958605
"1995",-3.89268004728813,NA,2.85339032990156,NA,-0.778391524323846,NA,NA,2.11045750741593,-2.3013334720354,1.02405717929832,-0.841362505881814,5.00400289436258,NA,NA,8,-86.2686147491211,189.409956770969,4.8616584231039,0.000690124911966299
"1611",-4.61755693849302,NA,2.9957382752431,NA,-0.908232321043895,NA,NA,1.9264292610802,NA,NA,-0.863207797028295,5.5260710360812,NA,NA,6,-88.455405398518,189.413804809012,4.86550646114659,0.000688798375058913
"7243",-5.40638529993663,NA,3.28740377504043,NA,-1.07952812339332,NA,NA,1.7120470794922,NA,NA,NA,6.12267885740972,1.21246676749376,-1.23710884899037,7,-87.3697477883695,189.41419437192,4.86589602405431,0.000688664222975597
"1543",-4.98513524680794,NA,3.95525018236254,0.817492660865236,NA,NA,NA,NA,NA,NA,-0.869803182494967,5.51217940603455,NA,NA,5,-89.5297388044001,189.416620465943,4.8683221180776,0.000687829347371943
"5563",-3.81572302261771,NA,3.9192468151075,NA,-1.01787587689896,1.02458865915454,1.18611621969694,NA,-2.79265537412947,0.492387098367185,NA,4.66814128764634,NA,-0.792835891142052,9,-85.1650295507719,189.427620077154,4.87932172928814,0.000684056803310564
"3224",-4.60909668566449,0.25682711878011,3.43981525163422,0.737115265851847,NA,1.23150943684378,NA,NA,-2.89756329162648,NA,NA,4.97931627717836,0.732502571933637,NA,8,-86.2795072373328,189.431741747393,4.88344339952738,0.000682648526637915
"5595",-3.71147534663918,NA,2.77816797257796,NA,-0.808598546180809,0.864831161893153,NA,1.7290452830901,-2.72042729867285,0.602967829561621,NA,4.90846663534366,NA,-0.951115281747403,9,-85.1673593756419,189.432279726894,4.88398137902811,0.000682464925875615
"5308",-3.5742740233506,0.253381512213764,3.98203741148936,NA,-1.07260389194832,1.06516629222137,1.16560359855088,NA,-2.91910198168983,NA,NA,4.55351637092068,NA,-0.765918904910558,9,-85.1739725257525,189.445506027115,4.89720767924922,0.000677966573409807
"1875",-5.66828141650171,NA,2.51176330421536,NA,NA,0.966362653197889,NA,1.83679838490964,NA,1.52169713453088,-1.67754040537956,5.75660922614447,NA,NA,7,-87.3873210351836,189.449340865548,4.90104251768244,0.000676667872748423
"1039",-4.99481175155001,NA,4.03086846736236,0.650027540664118,-0.879091224473103,NA,NA,NA,NA,NA,NA,5.7766181897698,NA,NA,5,-89.5485605081339,189.454263873411,4.90596552554516,0.000675004300404327
"5264",-3.25982463027843,0.251763023794911,4.14743325845101,0.817335172528637,-0.811050645996153,NA,NA,NA,-2.56817188844352,NA,NA,4.75546864018075,NA,-1.05218165797997,8,-86.2932651598659,189.459257592459,4.91095924459364,0.000673321011830024
