"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"7043",-1.42307778741571,NA,0.323177786396931,NA,NA,NA,NA,NA,2.22141689603771,-2.37954306613673,-0.212672212898954,NA,-0.387951377929259,-0.132285189534682,7,-78.3410644240804,171.348795514828,14.464907463812,7.18097221943257e-06
"1507",-1.90766368661066,NA,0.137107930935659,NA,NA,NA,0.188188042117383,0.253944782148692,2.10156611434024,-2.78520905798255,NA,0.369722968186103,NA,NA,7,-78.34229595275,171.351258572167,14.4673705211511,7.17213408959098e-06
"6563",-1.54142326613698,NA,0.281089400699426,NA,NA,NA,0.175532745181229,NA,2.20511081547839,-2.42240335661049,NA,NA,-0.414098168717323,-0.145841187885884,7,-78.3437096760506,171.354086018768,14.4701979677522,7.16200184029989e-06
"6364",-3.55291342451312,4.44258168051516,0.17095595771904,NA,-0.243594268717092,-0.0385206253005923,NA,0.287376511758803,-0.453338733480084,NA,NA,NA,-0.0448388592680579,-0.364664421953619,9,-76.1352268485544,171.354791046506,14.4709029954908,7.15947758026379e-06
"6764",-3.6609068759283,4.21064172239493,0.162662086832039,NA,-0.344886005660251,NA,0.146755575819927,0.355801836018115,NA,NA,-0.235791438313593,NA,-0.0325037706414819,-0.372082016808409,9,-76.1352895182483,171.354916385894,14.4710283348787,7.15902891205412e-06
"4732",-3.68023620588018,4.21602004897325,0.162468418784347,NA,-0.343254784692868,0.00396274548761514,0.148089291630464,0.357427845801971,NA,NA,-0.24236449102401,NA,NA,-0.376943066790502,9,-76.1357410216083,171.355819392614,14.4719313415987,7.15579731603914e-06
"1385",-0.598935321734747,NA,NA,NA,-0.393413847884936,NA,0.389375570690772,-0.106001416992756,NA,-2.78766069525643,NA,0.773505536200656,NA,NA,6,-79.429431907676,171.35590523547,14.4720171844547,7.15549018559101e-06
"3676",-3.59103093385142,4.1623153415895,0.0718093344540953,NA,-0.381243464461721,0.00738404415425869,NA,0.0971438926756381,NA,NA,-0.458767257390599,0.569219429167964,-0.190298597082153,NA,9,-76.1378135283806,171.359964406159,14.4760763551432,7.14098223512147e-06
"5185",-0.976629873860311,NA,NA,NA,NA,NA,NA,-0.929788503467175,NA,NA,NA,0.217502932499904,NA,-0.13829051005589,4,-81.563627072356,171.361172273367,14.4772842223514,7.13667085800733e-06
"3764",-3.58221408000695,4.52107888076479,0.0465101723482903,NA,NA,-0.0897834514617935,0.0945167249889871,NA,-0.764321417274072,NA,-0.354982987542296,0.569422194349371,-0.0997560447400806,NA,9,-76.1386341788816,171.361605707161,14.4777176561452,7.13512438842357e-06
"61",-1.65745215248308,NA,NA,1.09793794990633,-0.271067164437643,-0.975136913613908,0.142199525929745,NA,NA,NA,NA,NA,NA,NA,5,-80.5048154592578,171.362572094986,14.4786840439705,7.13167757256042e-06
"1323",-0.629453739987552,NA,-0.000724139459426814,NA,-0.395571007266538,NA,0.377550846004002,NA,NA,-2.82631554738165,NA,0.740481795185139,NA,NA,6,-79.4328319320572,171.362705284233,14.4788172332171,7.13120265699272e-06
"3292",-3.52347970810981,4.50562622034799,0.0770440853510524,NA,-0.262784835219453,-0.0337902369143505,NA,-0.0197163655801096,-0.674901593299132,NA,NA,0.490426593871294,-0.204528410122759,NA,9,-76.1411398876071,171.366617124612,14.4827290735962,7.11726822550044e-06
"99",-1.14236683734999,NA,-0.0243050260446298,NA,NA,NA,0.274241596793497,-0.812101902341562,NA,NA,NA,NA,NA,NA,4,-81.5667001454098,171.367318419475,14.483430368459,7.11477301117437e-06
"3826",-3.58115380167763,4.51999105736427,NA,NA,NA,-0.0885963285525267,0.111714380151243,-0.0072401331136323,-0.78006514230448,NA,-0.362833352022516,0.612047979940249,-0.101712136696988,NA,9,-76.1417065156449,171.367750380687,14.4838623296719,7.1132365241164e-06
"1276",-3.70712934068609,4.54927624231483,0.059274462698432,NA,-0.288467857114577,0.00787941887912898,0.197108244922232,-0.051657945706941,-0.71527904782102,NA,NA,0.485448319787981,NA,NA,9,-76.1417538171596,171.367844983717,14.4839569327012,7.11290006521228e-06
"6625",-1.83433854915404,NA,NA,NA,NA,NA,0.200443516119932,0.623776271704275,2.23465717492507,-2.58136409783928,NA,NA,-0.417443081068962,-0.155463364576331,7,-78.3512949571968,171.36925658106,14.4853685300447,7.10788156102912e-06
"1780",-3.62920519240781,4.5384361089404,0.0484499246925259,NA,NA,-0.0782308178246757,0.10349877072772,-0.0143795608451897,-0.781362593326972,NA,-0.372234505393307,0.572233849263946,NA,NA,9,-76.1430763250873,171.370489999572,14.4866019485567,7.10349941607329e-06
"3796",-3.53578701075697,4.51795600507309,0.0588282812230941,NA,NA,-0.094901725886628,NA,-0.000754528629407153,-0.757961983208785,NA,-0.350495969878851,0.569812349414792,-0.107956288307496,NA,9,-76.1433422202586,171.371021789915,14.4871337388993,7.10161088096647e-06
"3812",-3.64205202000922,4.56474385461018,0.0474779671432163,NA,NA,NA,0.103614866880602,-0.0313915025160764,-0.761046176748274,NA,-0.354015573585353,0.575882676314247,-0.0874089679583668,NA,9,-76.1434842578905,171.371305865179,14.4874178141631,7.10060225660724e-06
"6748",-3.6123019215428,4.21378441091259,0.176295635461807,NA,-0.310775502537317,-0.0160061810977702,NA,0.372717875766014,NA,NA,-0.231135740099918,NA,-0.0387070351871991,-0.374812832390393,9,-76.1455164282045,171.375370205807,14.491482154791,7.08618727529953e-06
"1053",-1.58727530081111,NA,NA,1.1095603394409,-0.213245269167198,-0.982731270976793,NA,NA,NA,NA,NA,-0.0734271282799416,NA,NA,5,-80.5115921805658,171.376125537602,14.4922374865865,7.08351156931388e-06
"4673",-0.961003352287806,NA,NA,NA,NA,NA,NA,-0.675551156083225,NA,NA,-0.218374049928803,NA,NA,-0.12272480112217,4,-81.5711556203978,171.376229369451,14.4923413184351,7.08314383180945e-06
"6828",-3.40743217546636,4.34445946399267,0.209892446022288,NA,-0.260692520901833,NA,0.168511895280455,NA,-0.4259530298741,NA,-0.102478989647719,NA,-0.017216373690491,-0.350715500062667,9,-76.1459704409782,171.376278231354,14.4923901803384,7.08297078597878e-06
"4796",-3.41360936228667,4.34671807757336,0.209990225366442,NA,-0.258251806085324,-0.00224322065756962,0.168559971994859,NA,-0.429815692275215,NA,-0.105157589056065,NA,NA,-0.353224739287053,9,-76.1460945894644,171.376526528326,14.4926384773108,7.08209150045985e-06
"4309",-2.43569188990124,NA,NA,0.983998384962582,NA,-0.691151730822161,NA,-0.432238453359303,1.91812820159361,NA,NA,NA,NA,-0.232414699060802,6,-79.4410182861271,171.379077992373,14.495189941357,7.07306241011658e-06
"5141",-1.53407717577351,NA,NA,1.03976987708681,NA,-1.04966885427815,NA,NA,NA,NA,NA,-0.112368659735396,NA,-0.174589980882025,5,-80.5137540626326,171.380449301736,14.4965612507202,7.06821439398452e-06
"31",-1.59921679510221,NA,-0.0265476892213046,1.09710962854277,-0.225572843986546,-0.985157470346044,NA,NA,NA,NA,NA,NA,NA,NA,5,-80.5141285706268,171.381198317724,14.4973102667086,7.06556778680779e-06
"6332",-3.43262756609943,4.36061534829521,0.201017134796303,NA,-0.250862185962177,-0.0095778537558518,0.162248521513409,NA,-0.448338710584673,NA,NA,NA,-0.035292167890578,-0.349791817220066,9,-76.1504612093266,171.385259768051,14.5013717170353,7.05123411930522e-06
"5089",-1.96718436019084,NA,NA,NA,NA,NA,0.225976874556968,0.804939658772117,2.22445877422102,-2.61466586538669,-0.448041969457562,NA,NA,-0.176883512193184,7,-78.3598097574218,171.38628618151,14.5023981304947,7.04761630692469e-06
"7457",-0.501238526238287,NA,NA,NA,NA,NA,0.264314424997113,NA,NA,-2.84342140148234,NA,0.697581501109642,-0.35771527175685,-0.1394531437566,6,-79.4463432625819,171.389727945282,14.5058398942666,7.0354986212266e-06
"1091",-1.03893962043144,NA,-0.0477762591714454,NA,NA,NA,NA,-0.918670565381241,NA,NA,NA,0.238416348442091,NA,NA,4,-81.577989172176,171.389896473007,14.5060084219915,7.03490580791505e-06
"4579",-1.90598612166668,NA,0.215657053378685,NA,NA,NA,0.163832486451625,0.458764212270377,2.21890940729286,-2.66945112144613,NA,NA,NA,-0.215866696356482,7,-78.3616301781899,171.389927023046,14.5060389720309,7.03479835041091e-06
"2229",-2.52222862592932,NA,NA,0.948377816249314,NA,-0.759522151130478,-0.0140009042788895,NA,1.99749755216857,NA,NA,NA,-0.526027736636507,NA,6,-79.4467133326278,171.390468085374,14.5065800343583,7.032895475632e-06
"2199",-2.53133763471779,NA,0.00605863077152314,0.947576773928428,NA,-0.759697834976439,NA,NA,1.99869264646207,NA,NA,NA,-0.524612346548288,NA,6,-79.4467500811234,171.390541582365,14.5066535313495,7.03263703205217e-06
"4119",-1.55317722011007,NA,-0.043907080316187,1.01416621583121,NA,-1.05842261133915,NA,NA,NA,NA,NA,NA,NA,-0.178823686739385,5,-80.5196459984104,171.392233173291,14.5083451222759,7.0266913743159e-06
"4858",-3.6610719424466,4.40708408025676,NA,NA,-0.293612007848477,-0.0140070880512665,0.194445440804253,0.462380731475476,-0.40272361566333,NA,-0.184801733504627,NA,NA,-0.371770238641995,9,-76.1540964714418,171.392530292281,14.5086422412656,7.02564757013002e-06
"6890",-3.66916782480188,4.41282981174185,NA,NA,-0.297619401833811,NA,0.196226669317171,0.461241479137682,-0.399693701121012,NA,-0.184727353790835,NA,-0.0025023597186393,-0.371366575076001,9,-76.1542111870785,171.392759723555,14.508871672539,7.02484166472176e-06
"4149",-1.58288207755876,NA,NA,1.01032143794485,NA,-1.06660831637696,0.0551713410511943,NA,NA,NA,NA,NA,NA,-0.183076113270357,5,-80.5220835673486,171.397108311168,14.5132202601522,7.00958418812709e-06
"6268",-3.68164893968695,4.20168161761765,0.155434414524949,NA,-0.320996256560491,-0.00604988811149471,0.140928673936036,0.268845046373046,NA,NA,NA,NA,-0.0755973497643735,-0.366021788741138,9,-76.1568825761843,171.398102501766,14.5142144507507,7.0061006226814e-06
"4757",-2.53045023462249,NA,NA,0.908207128884287,NA,-0.731967941470226,NA,NA,1.99152993532707,NA,-0.387865123772028,NA,NA,-0.238196066302244,6,-79.452846915774,171.402735251666,14.5188472006508,6.98989064813904e-06
"6812",-3.33799978752933,4.34446139374688,0.228123363401107,NA,-0.216657441386733,-0.0226214593808164,NA,NA,-0.431731893796387,NA,-0.0917648381036351,NA,-0.023934862825274,-0.352726911651121,9,-76.1594046674497,171.403146684297,14.5192586332814,6.98845286148367e-06
"579",-0.998601799109694,NA,0.00597579092445927,NA,NA,NA,NA,-0.691435048154028,NA,NA,-0.228648659996706,NA,NA,NA,4,-81.5852290990607,171.404376326776,14.5204882757609,6.98415753279629e-06
"4852",-3.59693387449028,4.44497506925604,0.159537420780778,NA,NA,-0.0934258972061232,0.053948377399256,0.274844470420142,-0.528753675162881,NA,-0.143239411511295,NA,NA,-0.344729475091187,9,-76.163024418049,171.410386185496,14.5264981344801,6.96320213328993e-06
"725",-2.47455111605234,NA,NA,0.989025264708474,NA,-0.679222029840621,NA,-0.347877834396243,1.91025161823479,NA,-0.280656279412617,NA,NA,NA,6,-79.4572364254657,171.41151427105,14.5276262200342,6.95927569686461e-06
"6868",-3.58782107064058,4.45142195416145,0.165225141121869,NA,NA,-0.0944428419699145,NA,0.28598907300868,-0.528148692462536,NA,-0.148050988737409,NA,0.0180021641641481,-0.349810861739041,9,-76.1643794976521,171.413096344702,14.5292082936862,6.9537728302781e-06
"1181",-2.7331519286234,NA,NA,1.07303862915049,-0.354562165769624,-0.604184934520524,NA,NA,2.06685406233878,NA,NA,-0.163984749308614,NA,NA,6,-79.4586952351554,171.414431890429,14.5305438394137,6.94913083955158e-06
"3425",-0.496120750261071,NA,NA,NA,NA,NA,0.273310063226722,-0.131232035675269,NA,-2.78620075631813,NA,0.724212808785566,-0.392346056581578,NA,6,-79.4589098550412,171.414861130201,14.5309730791852,6.94763957791744e-06
"4163",-0.989961483318083,NA,0.000446465054715302,NA,NA,NA,NA,-0.76573254020775,NA,NA,NA,NA,NA,-0.13028364562053,4,-81.5911783505699,171.416274829795,14.5323867787791,6.94273037553122e-06
"6394",-3.66568608758244,4.41892673095905,NA,NA,-0.272169234041178,-0.0207914063671137,0.187510172760136,0.390473262789381,-0.43885347108402,NA,NA,NA,-0.0353256681671985,-0.366068541668675,9,-76.1670923333457,171.418522016089,14.5346339650735,6.93493395208283e-06
"2391",-0.721832535169181,NA,0.238887291107714,1.20250797374719,NA,-1.02503738524359,NA,0.454890033685665,NA,-2.7181627537836,NA,NA,-0.403675489079093,NA,7,-78.3761479651723,171.418962597011,14.5350745459958,6.93340642054101e-06
"6569",-1.47847035942352,NA,NA,NA,-0.395292746061803,NA,0.382158915698044,NA,2.20395409127401,-2.13646510223067,NA,NA,-0.453795660571808,-0.155378818514623,7,-78.3762359524178,171.419138571502,14.5352505204867,6.93279639604586e-06
"7284",-3.70449157656281,4.15654933770188,0.0801082098164045,NA,NA,-0.0793682673431135,0.0565892399194169,0.00912354264351303,NA,NA,NA,0.342330404075862,-0.0907193124702468,-0.350678563837685,9,-76.1679164300645,171.420170209527,14.5362821585111,6.92922125000054e-06
"6884",-3.68070011225152,4.49850589079551,0.159112110967437,NA,NA,NA,0.0617067368073995,0.26486560872339,-0.527335225624411,NA,-0.148872219797503,NA,0.0355046598199957,-0.347879639862291,9,-76.1680630846405,171.420463518679,14.5365754676631,6.928205122508e-06
"3363",-0.538497979440281,NA,-0.0103129492639968,NA,NA,NA,0.261389711682884,NA,NA,-2.83160206755351,NA,0.689489371313457,-0.391693700468588,NA,6,-79.4638752149688,171.424791850056,14.5409037990404,6.91322755151629e-06
"6388",-3.61471080778933,4.45981538565361,0.155917608579281,NA,NA,-0.0924461482815942,0.0562137443861688,0.224538184758047,-0.555448423184177,NA,NA,NA,-0.00554391756751955,-0.345158279586803,9,-76.1713487556288,171.427034860655,14.5431468096396,6.90547867619454e-06
"189",-2.82487002286349,NA,NA,1.05036180905104,-0.43843723897968,-0.60014359632754,0.160527053950144,NA,2.05444797464391,NA,NA,NA,NA,NA,6,-79.4652639489938,171.427569318106,14.5436812670904,6.90363358047165e-06
"1077",-1.653237583022,NA,NA,1.05888672175549,NA,-1.03379126688279,0.0837554756655045,NA,NA,NA,NA,-0.140035135284135,NA,NA,5,-80.5378133769398,171.42856793035,14.5446798793346,6.90018741437793e-06
"5387",-0.406436931975483,NA,0.0371164460042789,NA,-0.346735800105944,NA,NA,NA,NA,-2.80584172681195,NA,0.753917648972774,NA,-0.206833191553226,6,-79.4659883746842,171.429018169487,14.5451301184712,6.89863422199949e-06
"6874",-3.5995776158172,4.41154452688869,NA,NA,-0.245895784517238,-0.0360817000856025,NA,0.498665724155472,-0.407670632486812,NA,-0.174518625336921,NA,-0.0124349321429419,-0.374953447524458,9,-76.1724900069564,171.42931736331,14.5454293122948,6.89760228481349e-06
"215",-2.49459838334388,NA,0.114057672183893,1.03704202487603,NA,-0.677941146565532,NA,-0.568330088122199,1.89550246607314,NA,NA,NA,NA,NA,6,-79.4663445228633,171.429730465845,14.5458424148294,6.8961777234477e-06
"6716",-3.47274847135113,4.11707547930171,0.210598085942737,NA,-0.304136984238605,0.0126759937572581,0.171889174358665,NA,NA,NA,-0.133678456234997,NA,-0.0453813248282489,-0.35416379324467,9,-76.1731720319427,171.430681413283,14.5467933622674,6.89289955158264e-06
"5449",-0.410831903457857,NA,NA,NA,-0.344691290323379,NA,NA,-0.0128484521741178,NA,-2.78962049654734,NA,0.784264313517161,NA,-0.206629822787925,6,-79.4681294044234,171.433300228965,14.5494121779496,6.8838798413901e-06
"1047",-1.61946326907596,NA,-0.0164248447909202,1.0603843160247,NA,-1.03633672630267,NA,NA,NA,NA,NA,-0.114301251452306,NA,NA,5,-80.5413634024451,171.435667981361,14.5517799303452,6.87573500208964e-06
"6778",-3.7317548089376,4.19877273184876,NA,NA,-0.33826730000711,0.00150018198757023,0.197590056832871,0.473054395443677,NA,NA,-0.215399225532771,NA,-0.0285555417444919,-0.37487901941052,9,-76.1781426532959,171.440622655989,14.5567346049739,6.85872256867399e-06
"2985",-1.4838846694918,NA,NA,NA,-0.390434143905743,NA,0.388535184809787,NA,2.19060026504377,-2.12244712937884,-0.144687230450885,NA,-0.460315457513922,NA,7,-78.3877397467518,171.44214616017,14.5582581091548,6.85349991185707e-06
"55",-1.68060488300276,NA,-0.0636224155390265,1.02731769740783,NA,-1.0427518637258,0.0885996894609883,NA,NA,NA,NA,NA,NA,NA,5,-80.5448971942409,171.442735564952,14.5588475139368,6.8514804666284e-06
"3316",-3.60555823231682,4.51831055750201,0.0652074169169347,NA,NA,-0.091339442074205,0.092165984138725,-0.069657865871377,-0.767316378284279,NA,NA,0.453168027667886,-0.151377847455255,NA,9,-76.1803189918748,171.444975333147,14.5610872821316,6.84381189736627e-06
"159",-2.7683464720973,NA,0.0422221865093354,1.05792439340236,-0.41064198799003,-0.618559006704685,NA,NA,2.05899850114656,NA,NA,NA,NA,NA,6,-79.4754272732708,171.44789596666,14.5640079156444,6.833825057924e-06
"5027",-1.63636763805691,NA,0.303811870247894,NA,NA,NA,0.199659343307322,NA,2.17013862205867,-2.39290946236896,-0.287689231452117,NA,NA,-0.175745164158125,7,-78.3906250122953,171.447916691257,14.5640286402417,6.83375424415471e-06
"6836",-3.45268223298745,4.37966090261348,0.198055182095497,NA,NA,-0.0742706329680223,0.0843814896834584,NA,-0.532284848976771,NA,-0.0713882317147175,NA,0.00946735285582624,-0.336884324949373,9,-76.1861846218764,171.45670659315,14.5728185421348,6.80378613190009e-06
"2569",-0.976124948011435,NA,NA,NA,-0.432400803833668,NA,NA,NA,NA,NA,-0.445109504897226,NA,-0.316731274128443,NA,4,-81.6116419233194,171.457201975294,14.5733139242783,6.80210110351318e-06
"245",-2.55540051194145,NA,NA,1.01288425843621,NA,-0.67107278957288,0.125928211280321,-0.495549689508544,1.87549403693232,NA,NA,NA,NA,NA,6,-79.4802151619482,171.457471744015,14.5735836929991,6.80118366833144e-06
"3196",-3.71662764318239,4.14933681761095,0.0710672475824625,NA,-0.361309852836767,0.0121761807422095,0.187881496263511,-0.00626581086063519,NA,NA,NA,0.413493025989124,-0.238870286126597,NA,9,-76.188888180597,171.462113710592,14.578225659576,6.78541653939527e-06
"7489",-0.364464164501115,NA,NA,NA,NA,NA,NA,-0.0635533240526109,NA,-2.78777811325527,NA,0.735599533799237,-0.375567213054178,-0.13167134297007,6,-79.4843265937717,171.465694607662,14.5818065566463,6.77327846982898e-06
"7427",-0.383794334390921,NA,0.0167303187355082,NA,NA,NA,NA,NA,NA,-2.81746426042102,NA,0.703296517571674,-0.371911093094514,-0.133544490690951,6,-79.485104142985,171.467249706088,14.5833616550727,6.76801395945709e-06
"3921",0.0665366421970578,NA,NA,NA,NA,-1.09526249413897,NA,0.468194857553644,NA,-3.01222814509592,-0.842317787185171,1.08251954695017,-0.445591072673692,NA,7,-78.400369706067,171.467406078801,14.583518027785,6.76748481379339e-06
"5269",-2.64314100096642,NA,NA,0.971383958967269,NA,-0.722211919464592,NA,NA,2.01464140923581,NA,NA,-0.221528487319433,NA,-0.245563439195569,6,-79.4855316397666,171.468104699652,14.5842166486361,6.76512127362194e-06
"553",-1.23192306395209,NA,NA,NA,-0.458223661396184,NA,0.282076160299105,NA,NA,NA,-0.528730061473192,NA,NA,NA,4,-81.6184148116148,171.470747751885,14.5868597008691,6.75618689398585e-06
"1237",-2.53271168161008,NA,NA,1.02359045209266,NA,-0.676378186709043,NA,-0.421585942004426,1.89748345636738,NA,NA,-0.0553696549244919,NA,NA,6,-79.4874680758474,171.471977571813,14.5880895207976,6.75203372438791e-06
"2253",-2.58065710735018,NA,NA,1.13112230495731,-0.580379792088417,NA,NA,-0.428075763825916,2.3376954288902,NA,NA,NA,-0.554202365473751,NA,6,-79.4884918807366,171.474025181592,14.590137130576,6.74512449670298e-06
"663",-2.63214275996204,NA,0.0541941726752854,0.940762652565578,NA,-0.727466985735246,NA,NA,1.97706842158732,NA,-0.442888089937463,NA,NA,NA,6,-79.4973419667841,171.491725353687,14.607837302671,6.68569293961224e-06
"6898",-3.67308283377943,4.43180651234163,NA,NA,NA,-0.0896211429059135,0.10685551491349,0.393246393916893,-0.525211898225405,NA,-0.131568743280099,NA,0.0214864164325627,-0.351004153563809,9,-76.2042956904545,171.492928730307,14.609040679291,6.6816714462905e-06
