"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"2358",-3.73522712777306,3.88947487209148,NA,1.4553963132936,NA,0.0422819626646548,0.264490994591334,NA,NA,-1.92834664316342,NA,NA,-0.00329900228123604,NA,7,-74.5699587386207,163.806584143908,6.92269609289241,0.00031185566417904
"2694",-4.35945988947361,4.55950754824443,NA,1.42638779803083,NA,NA,NA,NA,-0.779222101366878,NA,0.126523971473141,NA,-0.0608211105934044,NA,6,-75.6548701803871,163.806781780893,6.92289372987707,0.00031182484859508
"662",-4.3827473265781,4.56643214930718,NA,1.42739312479685,NA,-0.0063372246007658,NA,NA,-0.789764849322991,NA,0.116185944321683,NA,NA,NA,6,-75.6565455510693,163.810132522257,6.92624447124132,0.00031130286376692
"490",-3.5592030628249,4.48078244145891,NA,NA,-0.198245335107006,NA,0.158781023086286,1.57956498566144,-0.342985074687093,-2.71207058803537,NA,NA,NA,NA,7,-74.573577797605,163.813822261877,6.92993421086101,0.000310729079952798
"2838",-3.70944295219548,3.9088199262866,NA,1.50094838591163,NA,0.0207811781459049,NA,NA,NA,-1.94981385799986,0.282237143925351,NA,-0.0636892062806153,NA,7,-74.5748218591549,163.816310384976,6.93242233396086,0.000310342754208314
"474",-3.44735379285564,4.44138967585075,NA,NA,-0.130400428428357,-0.135290677807576,NA,1.63507598930097,-0.369409799638236,-2.73051027788663,NA,NA,NA,NA,7,-74.5755838312312,163.817834329129,6.93394627811358,0.000310106371765353
"2078",-4.36027710109884,4.15156827483839,NA,1.4427658715763,-0.359981591880295,0.10892879252842,NA,NA,NA,NA,NA,NA,-0.118813002944331,NA,6,-75.6616648262623,163.820371072643,6.93648302162728,0.000309713290940792
"2198",-4.29873731446947,4.52040080562882,NA,1.41192868393579,NA,-0.00780565933728755,NA,NA,-0.75331120220546,NA,NA,NA,-0.0412050350905722,NA,6,-75.6617548168037,163.820551053726,6.93666300271025,0.000309685420928074
"4198",-4.63035712273835,4.26247027706415,NA,1.29789535217222,NA,NA,0.0894290631596867,0.259471898508461,NA,NA,NA,NA,NA,-0.258217412523538,6,-75.6651529565899,163.827347333298,6.9434592822825,0.000308634852578029
"2334",-3.58597590998944,3.91102511344618,NA,1.51175648145484,-0.206394409794602,0.099155099551631,NA,NA,NA,-1.86480992877561,NA,NA,-0.0332587109002592,NA,7,-74.5805967243033,163.827860115273,6.94397206425774,0.000308555731526759
"2506",-3.47968817691662,4.47837885576173,NA,NA,-0.17497600928043,NA,NA,1.62359826546386,-0.325199960062191,-2.7146785762104,NA,NA,-0.0947358488115866,NA,7,-74.581928400327,163.830523467321,6.94663541630507,0.000308145108726071
"2574",-4.30458701740436,4.09670048455729,NA,1.43264468628354,-0.329699038676209,NA,NA,NA,NA,NA,0.0643654438925209,NA,-0.143434421075903,NA,6,-75.6668693294325,163.830780078983,6.94689202796772,0.000308105574448021
"498",-3.4796645975552,4.43432293541469,NA,NA,NA,-0.167086377364213,0.092367020284074,1.58583824423496,-0.4161706131924,-2.73345007659131,NA,NA,NA,NA,7,-74.5821719966687,163.831010660004,6.94712260898842,0.000308070054846676
"1934",-3.24860592219749,4.72390995190555,NA,1.43016719129731,-0.426255688292242,NA,NA,NA,-1.15862802015347,-2.80529075522481,-0.609130662365414,1.58657844658875,NA,NA,8,-73.4845108904874,163.831297230077,6.94740917906105,0.000308025916179961
"542",-4.46456317377551,4.1793346865673,NA,1.44975825639559,-0.352915379959289,0.120014364763293,NA,NA,NA,NA,0.0356827353064737,NA,NA,NA,6,-75.6677036025285,163.832448625175,6.9485605741597,0.000307848637449249
"2514",-3.40229756343563,4.41731541084181,NA,NA,NA,-0.182134404554085,NA,1.61702945898998,-0.395829513938842,-2.7342380304961,NA,NA,-0.0908703040965461,NA,7,-74.5829428241831,163.832552315033,6.94866426401734,0.000307832677472279
"257",-0.534485360234129,NA,NA,NA,NA,NA,NA,NA,NA,-2.31535398505353,NA,NA,NA,NA,2,-79.8816976606834,163.832759483217,6.94887143220103,0.000307800792555356
"4182",-4.58477253053428,4.25542035415812,NA,1.29602081327701,NA,-0.0247001446824926,NA,0.284156470034022,NA,NA,NA,NA,NA,-0.263278271699943,6,-75.6690395213777,163.835120462874,6.9512324118582,0.000307437651235003
"4678",-4.59507053391191,4.26833010986301,NA,1.29400292500991,NA,NA,NA,0.293130678898238,NA,NA,-0.031486974570481,NA,NA,-0.261908684307543,6,-75.6690418051344,163.835125030387,6.95123697937166,0.000307436949123001
"6214",-4.59119540811953,4.26629145789994,NA,1.29780405513484,NA,NA,NA,0.281274998162476,NA,NA,NA,NA,-0.0222956575402623,-0.258630853999871,6,-75.6692044706194,163.835450361357,6.9515623103415,0.000307386943809768
"2410",-3.56213457107125,4.28776374217689,NA,NA,-0.239004695051852,NA,0.160615932554001,1.58865405441692,NA,-2.71830888188053,NA,NA,-0.120513193030162,NA,7,-74.5862649276401,163.839196521947,6.95530847093121,0.000306811722268666
"378",-3.5711326160922,4.24725999547854,NA,NA,-0.199450100065224,-0.102988364455077,0.150562755287468,1.59851747618448,NA,-2.73474545590941,NA,NA,NA,NA,7,-74.5869664633249,163.840599593316,6.95671154230081,0.000306596558378378
"2394",-3.44176702301436,4.23210639713991,NA,NA,-0.176060905262878,-0.134962591932671,NA,1.645713209058,NA,-2.73653155515512,NA,NA,-0.143426681943069,NA,7,-74.5887314090648,163.844129484796,6.96024143378079,0.000306055909337228
"6422",-3.56783567214375,3.90025025101452,NA,1.44240250897333,NA,0.0310613536265574,NA,NA,NA,-1.87928873901034,NA,NA,0.0194444068200953,-0.156350684168835,7,-74.589118603458,163.844903873583,6.96101582256705,0.000305937429144062
"3590",-4.51076345373156,4.20258906461782,NA,1.27821138589628,NA,NA,NA,NA,NA,NA,-0.16180388388611,0.358311976002748,-0.120775317023936,NA,6,-75.6753197379572,163.847680896033,6.96379284501714,0.000305512926371169
"1574",-4.61414724764931,4.20971998890188,NA,1.27913682186008,NA,NA,0.108288135088886,NA,NA,NA,-0.186385347878447,0.3431233008703,NA,NA,6,-75.67563532782,163.848312075758,6.96442402474273,0.000305416524801133
"3110",-4.6043291333427,4.21057531181359,NA,1.30325135799199,NA,NA,0.0946419126166577,NA,NA,NA,NA,0.285060027276646,-0.131941373417984,NA,6,-75.6788873219076,163.854816063934,6.97092801291802,0.000304424925279985
"1606",-4.6175725178832,4.23305936982911,NA,1.27905159123945,NA,NA,NA,0.0824994631286036,NA,NA,-0.189618083422276,0.324026831761397,NA,NA,6,-75.6802989324041,163.857639284927,6.97375123391103,0.000303995499022677
"1558",-4.56385522005121,4.20697325264543,NA,1.27933208333205,NA,-0.00580419629047314,NA,NA,NA,NA,-0.182797494806018,0.354171887360561,NA,NA,6,-75.6821130703996,163.861267560918,6.97737950990205,0.000303444509174359
"2530",-3.56601411760276,4.5006265054894,NA,NA,NA,NA,0.0968550492675821,1.55920579191428,-0.39224905976902,-2.71783801030831,NA,NA,-0.0550461010050389,NA,7,-74.5976615249808,163.861989716628,6.97810166561271,0.000303334961860519
"3142",-4.59172740717187,4.22447177579408,NA,1.30365001015226,NA,NA,NA,0.0498902797921246,NA,NA,NA,0.276768015886252,-0.137458726541011,NA,6,-75.6831549748854,163.863351369889,6.97946331887348,0.000303128513626259
"3094",-4.54333231632243,4.19939063477075,NA,1.30188630204569,NA,-0.0179985610671135,NA,NA,NA,NA,NA,0.297595108171908,-0.142610987588643,NA,6,-75.6836173393687,163.864276098856,6.98038804784011,0.000302988390164232
"1126",-4.70385403276876,4.23208866843341,NA,1.30917872353841,NA,NA,0.100162755648395,0.0407955843179731,NA,NA,NA,0.254184826764081,NA,NA,6,-75.6866979632981,163.870437346715,6.98654929569898,0.000302056433120777
"1078",-4.68234860429323,4.22216237648772,NA,1.30906143116223,NA,0.00259843000736688,0.104822779430579,NA,NA,NA,NA,0.269726045239883,NA,NA,6,-75.6871337094526,163.871308839024,6.98742078800797,0.000301924841863879
"4646",-4.46897976021503,4.16739891253992,NA,1.31898388739839,NA,NA,0.128991728569116,NA,NA,NA,0.0520649245514017,NA,NA,-0.248120629240596,6,-75.689145048867,163.875331517852,6.99144346683681,0.000301318178836394
"5448",-4.25559212706012,4.44739847579987,0.201094468981398,1.37843291718668,NA,NA,NA,1.05021966399404,NA,-3.1474662087661,NA,0.682438362001267,NA,-0.207227176996312,8,-73.5071974955031,163.876670440108,6.99278238909247,0.00030111652553561
"6182",-4.43416993327139,4.15635351131094,NA,1.31401814687014,NA,NA,0.132316479951538,NA,NA,NA,NA,NA,-0.0149838968879228,-0.244237977376715,6,-75.6902598809375,163.877561181993,6.99367313097778,0.000300982446844375
"4150",-4.44551338491821,4.16045215151222,NA,1.31428924279571,NA,0.00356017164630517,0.133283796276023,NA,NA,NA,NA,NA,NA,-0.24643969522582,6,-75.6903550315029,163.877751483124,6.99386343210858,0.000300953809556831
"2418",-3.50915622149126,4.19855066487658,NA,NA,NA,-0.172915876616465,0.0818405537070563,1.591263911743,NA,-2.74634648951655,NA,NA,-0.113341364867331,NA,7,-74.6056498740896,163.877966414846,6.99407836383037,0.00030092146903438
"1110",-4.66904758637253,4.23447581906633,NA,1.30903817256061,NA,-0.00771242970734334,NA,0.0640651563198066,NA,NA,NA,0.256754465034733,NA,NA,6,-75.6920754008481,163.881192221815,6.99730417079894,0.000300436502955352
"1424",-3.52392704705278,4.75522492072322,0.246403734819231,1.56674075533879,-0.354467823746635,NA,NA,NA,-1.09816829860853,-2.79777546452533,NA,1.13440249061986,NA,NA,8,-73.514802699262,163.891880847626,7.0079927966103,0.000298835159127934
"6662",-4.39636857575841,4.16333253799863,NA,1.32334094383033,NA,NA,NA,NA,NA,NA,0.0709993382653581,NA,-0.0351367776399482,-0.247555996710132,6,-75.6978163341674,163.892674088453,7.0087860374376,0.000298716658504943
"4630",-4.40734518679091,4.16383039318771,NA,1.32250053285231,NA,-0.00498591654409535,NA,NA,NA,NA,0.0647092184633845,NA,NA,-0.253172256334089,6,-75.6983499014359,163.89374122299,7.00985317197467,0.000298557315587262
"6166",-4.35851875671551,4.14873384553922,NA,1.31620842168762,NA,-0.00619447130155411,NA,NA,NA,NA,NA,NA,-0.0232453271762075,-0.24784969695287,6,-75.6999982875025,163.897037995123,7.01314994410771,0.000298065583261891
"1928",-3.4397033496487,4.77114964349347,0.22732201392541,1.42346406635533,NA,NA,NA,NA,-1.15008145770586,-2.84972659752563,-0.465919073280652,1.2750823532392,NA,NA,8,-73.530167192097,163.922609833296,7.03872178228022,0.000294278801165019
"2150",-4.68600255679916,4.22218482960692,NA,1.33709925614461,NA,NA,0.101417541638439,0.237107138562851,NA,NA,NA,NA,-0.0861987444832432,NA,6,-75.7167357744611,163.930512969041,7.04662491802497,0.000293118233050828
"3400",-4.26981238336674,4.42056367255933,0.206278038737383,1.40700241158351,NA,NA,NA,1.04166826707023,NA,-3.15450054520403,NA,0.676464365466509,-0.123921715983842,NA,8,-73.5357736415804,163.933822732263,7.04993468124701,0.000292633558227437
"614",-4.72843374549636,4.2301771899458,NA,1.3346284484105,NA,NA,0.107701115390452,0.249474423004111,NA,NA,-0.0402160367601289,NA,NA,NA,6,-75.7196987600273,163.936438940173,7.05255088915737,0.000292251013371269
"118",-4.73667862470415,4.23012750061018,NA,1.33924891505345,NA,-0.00233677755278961,0.106768891321441,0.234819230018156,NA,NA,NA,NA,NA,NA,6,-75.7203357092176,163.937712838554,7.05382478753805,0.000292064923596084
"1368",-4.27960886020385,4.38559728604015,0.209721745671195,1.40818701717561,NA,-0.0875344364577037,NA,1.06239430830063,NA,-3.16433599850103,NA,0.658621147865163,NA,NA,8,-73.5380684854216,163.938412419945,7.05452436892952,0.000291962779868764
"2134",-4.6370268056914,4.21715572554277,NA,1.33606971278482,NA,-0.0193301143781085,NA,0.263981027176936,NA,NA,NA,NA,-0.0958237266422877,NA,6,-75.722047834843,163.941137089804,7.05724903878871,0.000291565299587718
"2630",-4.64974644418894,4.22806451529294,NA,1.33552384375414,NA,NA,NA,0.268452814950121,NA,NA,-0.0177835423510986,NA,-0.090265524912082,NA,6,-75.7221665278684,163.941374475855,7.05748642483965,0.000291530694873897
"1384",-4.33031499734988,4.43685893939608,0.215121000712568,1.41808856036825,NA,NA,-0.0421046571711413,1.05749534773199,NA,-3.16009269947914,NA,0.655608866631943,NA,NA,8,-73.5418565986046,163.945988646311,7.06210059529536,0.000290858883974772
"598",-4.6897804978565,4.23134898120031,NA,1.33471302557422,NA,-0.0110983375814632,NA,0.275797159865649,NA,NA,-0.0377454123347406,NA,NA,NA,6,-75.7258981711408,163.9488377624,7.06494971138429,0.000290444833601219
"5518",-3.40081507237242,4.79267317109872,NA,1.47843116995885,-0.372434891378419,NA,NA,NA,-1.17147044841676,-2.74277475297375,NA,1.35075507754482,NA,-0.258278146456815,8,-73.5448286577902,163.951932764682,7.06804471366658,0.000289995717483261
"2598",-4.5347387557314,4.13662153589797,NA,1.35546117520508,NA,NA,0.13594177039447,NA,NA,NA,0.0563081327785803,NA,-0.091670316106073,NA,6,-75.7363504074644,163.969742235047,7.08585418403149,0.00028742484586842
"2102",-4.51931078142804,4.1329183460297,NA,1.35084741467639,NA,0.00804627432006236,0.14151464707382,NA,NA,NA,NA,NA,-0.0800584016245108,NA,6,-75.7376784055741,163.972398231267,7.08851018025106,0.000287043399552454
"5462",-4.22702487132272,4.40347115855548,NA,1.32442160937942,NA,-0.0930365941445281,NA,1.14324388849925,NA,-3.14481862762416,NA,0.812638408451939,NA,-0.223103010763516,8,-73.5568554640662,163.975986377234,7.09209832621858,0.000286528884421005
"566",-4.595651719077,4.1535584517157,NA,1.35706632118642,NA,0.0152194181933108,0.143800405836552,NA,NA,NA,0.0375085840549177,NA,NA,NA,6,-75.7401102248609,163.97726186984,7.09337381882466,0.00028634620994043
"7494",-4.24392450635083,4.44285600272041,NA,1.32743113858678,NA,NA,NA,1.12287001616529,NA,-3.13686845661841,NA,0.822682728943168,-0.0913797799715993,-0.209780461204788,8,-73.5584785191394,163.979232487381,7.095344436365,0.000286064209460059
"1454",-3.60533345662916,4.75451714215515,NA,1.51701068494969,-0.41382486607338,NA,0.283952177639736,NA,-1.16299836532492,-2.76347704877498,NA,1.30732335136821,NA,NA,8,-73.5585876197947,163.979450688691,7.09556263767564,0.000286033001369785
"5478",-4.29742840810929,4.45020001700716,NA,1.329811527214,NA,NA,0.0210522779484506,1.12210904378949,NA,-3.13673822538296,NA,0.811743646430701,NA,-0.221272825095623,8,-73.5619327605026,163.986140970107,7.10225291909148,0.000285077779299951
"5512",-3.53703108356217,4.81998288670465,0.230894538041679,1.46561869296032,NA,NA,NA,NA,-1.1550096819835,-2.80018739847469,NA,1.10008575518894,NA,-0.21182935341916,8,-73.5628758835472,163.988027216196,7.10413916518053,0.000284809042622609
"2582",-4.46749440163106,4.13217908479858,NA,1.35998405850535,NA,-0.00314828014192171,NA,NA,NA,NA,0.0719855586488535,NA,-0.104002718346757,NA,6,-75.7466377617013,163.990316943521,7.10642889250528,0.000284483161679214
"6022",-3.33277485087019,4.81458443368414,NA,1.33833661291773,NA,NA,NA,NA,-1.23281635402641,-2.79437720197098,-0.477344223110595,1.47097822916896,NA,-0.217124591447053,8,-73.5642330607267,163.990741570555,7.10685351953964,0.000284422768469953
"464",-4.20597343305934,4.74362538670491,0.361102786039677,1.60425797635728,-0.333570459127878,NA,NA,1.39078088585906,-0.592835783252302,-2.90660785891379,NA,NA,NA,NA,8,-73.5746940984852,164.011663646072,7.12777559505665,0.000281462919686674
"1958",-3.48137971135557,4.77812165736162,NA,1.36491827417492,NA,NA,0.187486112353689,NA,-1.22472015032768,-2.81665331076263,-0.509647187649663,1.44608260020932,NA,NA,8,-73.5834484959885,164.029172441079,7.1452843900633,0.000279009635585576
"848",-4.21659301966003,4.4335754392489,0.374033880199495,1.51836316359344,-0.405771485154945,NA,NA,1.56004762960474,NA,-2.95947992751216,-0.360508780260485,NA,NA,NA,8,-73.5836990344979,164.029673518098,7.14578546708205,0.000278939741683297
"1808",-3.43134986123435,4.10980347679518,0.268055015653981,1.4050315130245,-0.470963665706829,NA,NA,NA,NA,-2.79275802746306,-0.595411313892255,1.24708580410701,NA,NA,8,-73.5856502719555,164.033575993013,7.14968794199731,0.000278395994673188
"3414",-4.21935923204669,4.36288622038342,NA,1.35239352481506,NA,-0.105648587421127,NA,1.13568090254803,NA,-3.151893245441,NA,0.812703109503561,-0.156560360465134,NA,8,-73.5871765036989,164.0366284565,7.15274040548408,0.000277971421949487
"3470",-3.43584770878225,4.73310858108238,NA,1.51003554788931,-0.36138680195335,NA,NA,NA,-1.13428179536402,-2.74369970578361,NA,1.32711824910784,-0.141584032484745,NA,8,-73.5906496432111,164.043574735524,7.15968668450847,0.000277007663024049
"3430",-4.30817613894821,4.41811682855217,NA,1.36025605228565,NA,NA,0.0194765937833701,1.11448359819992,NA,-3.14240437633839,NA,0.809298264004933,-0.139769992468872,NA,8,-73.5937008310077,164.049677111117,7.16578906010153,0.000276163748748274
"1438",-3.56491651079719,4.79852550535423,NA,1.52789141709642,-0.370255493616549,0.0735184738976325,NA,NA,-1.15740568392948,-2.74868020625132,NA,1.31583114047259,NA,NA,8,-73.5962397734176,164.054754995937,7.17086694492141,0.000275463474248978
"1448",-3.65506001986977,4.79377674778347,0.22882705407509,1.49730195020719,NA,NA,0.0797029509991509,NA,-1.15055154923169,-2.80828242655261,NA,1.07154857576485,NA,NA,8,-73.5964324502626,164.055140349627,7.17125229861139,0.000275410403928725
"4432",-4.22593989595593,4.44161882927188,0.35452856282519,1.53167043413898,-0.388739256196629,NA,NA,1.41340089116304,NA,-2.90140541426385,NA,NA,NA,-0.203847272245735,8,-73.5968665084564,164.056008466015,7.17212041499894,0.000275290885727053
"3464",-3.59021098106208,4.78170741452867,0.238476513976984,1.49794455292218,NA,NA,NA,NA,-1.13149523599363,-2.80377785534411,NA,1.07523517006679,-0.0686127223564894,NA,8,-73.5976383412975,164.057552131697,7.17366408068128,0.000275078489158442
"1398",-4.32842881843683,4.38553441017435,NA,1.36229816904697,NA,-0.0872688432052664,0.0189326045654442,1.13655775689544,NA,-3.15241898687039,NA,0.792259906060786,NA,NA,8,-73.5979779900567,164.058231429215,7.17434337819961,0.000274985074955834
"1432",-3.58600884921926,4.76993392867267,0.240171301668448,1.49972187675718,NA,-0.049320107125383,NA,NA,-1.15227445881349,-2.80689187799535,NA,1.0738890761768,NA,NA,8,-73.5982026764121,164.058680801926,7.17479275091051,0.000274923296502186
"1942",-3.37261560983425,4.75415375704999,NA,1.37096469673808,NA,-0.0521063998687993,NA,NA,-1.22923790302046,-2.80341560351944,-0.494156193225792,1.45821229450082,NA,NA,8,-73.6009851371525,164.064245723407,7.18035767239132,0.000274159396476809
"3974",-3.39635044005162,4.7736004333874,NA,1.37260405508907,NA,NA,NA,NA,-1.2147621540458,-2.80135732059934,-0.488516322546807,1.4535643383672,-0.0382358808295302,NA,8,-73.6020352292676,164.066345907637,7.18245785662143,0.000273871654960291
"1838",-3.51069561569127,4.07116550634526,NA,1.33049012424406,-0.563988482374094,NA,0.357292714286516,NA,NA,-2.76166919533122,-0.67960838659607,1.4631506194322,NA,NA,8,-73.6208616906533,164.103998830408,7.22011077939285,0.000268763852610107
"5542",-3.57882959111357,4.83343924305415,NA,1.41126569187078,NA,NA,0.158441862357203,NA,-1.23005089037569,-2.76369234626772,NA,1.26214405003865,NA,-0.227406676052575,8,-73.6237871242526,164.109849697607,7.22596164659149,0.000267978750747004
"4552",-4.20084414319749,4.78593694199421,0.341772613226512,1.51492102078355,NA,NA,NA,1.34225226541852,-0.663128302962724,-2.9011985699061,NA,NA,NA,-0.166937563504729,8,-73.6268522176764,164.115979884455,7.232091833439,0.000267158628358326
"2384",-4.26354696728585,4.4197097493102,0.358509187848201,1.55621424860264,-0.374537770783548,NA,NA,1.3978533592098,NA,-2.91723173484329,NA,NA,-0.0788610688269218,NA,8,-73.6281690875348,164.118613624171,7.23472557315586,0.000266807046757636
"968",-4.21787526685176,4.75711930739825,0.353076900303669,1.50679065089613,NA,NA,NA,1.43500560038725,-0.628190830265786,-2.94217263987648,-0.234270610233165,NA,NA,NA,8,-73.6298284834661,164.121932416034,7.23804436501837,0.000266364675365969
"368",-4.31828742951335,4.42464811579609,0.354650601119137,1.55906588931179,-0.373004175997928,NA,0.0307489252352248,1.39016490734477,NA,-2.91915111829233,NA,NA,NA,NA,8,-73.6305420433242,164.12335953575,7.23947148473471,0.000266174676022008
"352",-4.32438304463054,4.43873597147822,0.358116959108238,1.56299317404537,-0.372066491312009,0.0199852891131191,NA,1.3925760178247,NA,-2.92047798631644,NA,NA,NA,NA,8,-73.6307673111436,164.123810071389,7.23992202037348,0.000266114722186253
"5526",-3.47503337802272,4.8092051788235,NA,1.41466451221831,NA,-0.0527964047490618,NA,NA,-1.23509151019015,-2.75343895485734,NA,1.27875546252205,NA,-0.23019969710681,8,-73.6356341782028,164.133543805507,7.24965575449184,0.00026482272375342
"5902",-3.32081699088508,4.10638956831014,NA,1.30268925151222,-0.497772994589684,NA,NA,NA,NA,-2.71446545364698,-0.608151183009738,1.46936797402577,NA,-0.247672179292395,8,-73.63574949187,164.133774432842,7.24988638182631,0.000264792187834614
"7558",-3.50251745897785,4.82935894942304,NA,1.41612877463777,NA,NA,NA,NA,-1.22211188239605,-2.75226538123431,NA,1.27571274532562,-0.0304594954304638,-0.225628838303163,8,-73.6369764181898,164.136228285481,7.25234023446592,0.000264467506550818
"472",-4.1949311216592,4.72771857707738,0.345537774931837,1.53410237163394,NA,-0.100331017582636,NA,1.34893174083743,-0.67466822847045,-2.92379181437724,NA,NA,NA,NA,8,-73.6438398361215,164.149955121345,7.26606707032926,0.000262658570367582
"5392",-3.58123252154599,4.15815009388188,0.272087926318693,1.4549296598755,-0.417372167251681,NA,NA,NA,NA,-2.72639276300435,NA,1.00478289123275,NA,-0.240501859247171,8,-73.6472149808614,164.156705410825,7.27281735980904,0.000261773554044658
"488",-4.24983112120919,4.7842439066184,0.35297567226811,1.54662117060255,NA,NA,-0.0654741223306234,1.34435371315312,-0.66636058820883,-2.92201073737035,NA,NA,NA,NA,8,-73.6478105407044,164.157896530511,7.27400847949502,0.000261617698643127
"2504",-4.28201746370303,4.78390818748462,0.345560129391474,1.54486098829777,NA,NA,NA,1.3303846808255,-0.674652849618658,-2.91711907995928,NA,NA,0.0280622225134939,NA,8,-73.6496312787305,164.161538006563,7.27764995554719,0.000261141794730558
"3494",-3.63285393410998,4.78715772493569,NA,1.44542398773971,NA,NA,0.159429833016051,NA,-1.20384103164153,-2.76341741311517,NA,1.23996920667945,-0.0789694481411238,NA,8,-73.6636196798303,164.189514808762,7.30562675774678,0.00025751426935319
"1462",-3.64022469627969,4.78122108165429,NA,1.44827493217288,NA,-0.0423001000406134,0.160394287482391,NA,-1.22631579331161,-2.76668352717334,NA,1.23874253229186,NA,NA,8,-73.6652728209746,164.192821091051,7.30893304003536,0.000257088913602697
"3854",-3.31556576924088,4.06469896980399,NA,1.33409020388078,-0.489485115169737,NA,NA,NA,NA,-2.72994838685948,-0.600938316324856,1.4585341075199,-0.191780692793942,NA,8,-73.6690136142293,164.20030267756,7.31641462654491,0.00025612899367919
"1822",-3.51953173099004,4.16552841133353,NA,1.35915714040005,-0.521289867725096,0.152090990091274,NA,NA,NA,-2.73510331708475,-0.634345601388557,1.45358806174286,NA,NA,8,-73.6720749006067,164.206425250315,7.3225371992996,0.000255346108409402
"4936",-4.26650083430545,4.42913177329357,0.348702690457106,1.42520343009845,NA,NA,NA,1.4551394152936,NA,-2.94648971638937,-0.264426473335604,NA,NA,-0.158686120972401,8,-73.6730248616432,164.208325172388,7.32443712137257,0.0002551036547346
"3344",-3.55875808285413,4.12221350383694,0.27528492808269,1.47958874476664,-0.414132843908441,NA,NA,NA,NA,-2.73774989896743,NA,0.999519802316093,-0.216315159784922,NA,8,-73.6737270937786,164.209729636659,7.32584158564345,0.000254924575635286
"3478",-3.51376122959871,4.75493485028651,NA,1.44759299119914,NA,-0.0609341743986772,NA,NA,-1.20615803253579,-2.75415755181592,NA,1.25875597861952,-0.0966230471185444,NA,8,-73.6752104384595,164.212696326021,7.32880827500526,0.000254546714940096
"1328",-3.74761229071437,4.13080019769969,0.253086274706753,1.48283388446238,-0.43561158750145,NA,0.195117596357137,NA,NA,-2.74485035168194,NA,0.98210627360678,NA,NA,8,-73.676008583794,164.21429261669,7.33040456567431,0.000254343630723288
"1312",-3.77123974399434,4.20922787434864,0.280118615970816,1.50931247625246,-0.427878537941081,0.119818341092907,NA,NA,NA,-2.7395892633343,NA,0.971348101898398,NA,NA,8,-73.686146349954,164.23456814901,7.35068009799417,0.000251778180410258
"856",-4.26070777663252,4.37037369305436,0.35266283776626,1.44004738224673,NA,-0.090522624897167,NA,1.46898789897484,NA,-2.97272629753817,-0.282374803591499,NA,NA,NA,8,-73.6887456634935,164.239766776089,7.35587872507318,0.000251124579801423
"872",-4.30778017155154,4.4266488687822,0.360445998269477,1.45292334391003,NA,NA,-0.0671243419651933,1.46584281685646,NA,-2.97121306919524,-0.280171224773655,NA,NA,NA,8,-73.6914643795596,164.245204208221,7.36131615720538,0.000250442770614481
"4440",-4.25690207320305,4.37754504766807,0.338981355086824,1.45122612419142,NA,-0.0944384923530085,NA,1.35737072997678,NA,-2.92818763274592,NA,NA,NA,-0.173416199531338,8,-73.6934060124797,164.249087474061,7.36519942304565,0.000249956974457969
"2888",-4.3345043111831,4.42050576553774,0.352738405602748,1.44932979710761,NA,NA,NA,1.45402549485789,NA,-2.96629564892521,-0.284335400540552,NA,0.0162443771648608,NA,8,-73.6936519614416,164.249579371985,7.36569132096938,0.000249895505359031
"4456",-4.30466098498614,4.43617962859803,0.347435989256818,1.46445043876412,NA,NA,-0.0736177171048466,1.35524849372769,NA,-2.92677836398413,NA,NA,NA,-0.17153537244048,8,-73.6961234005936,164.254522250289,7.37063419927344,0.000249278666377147
"6472",-4.33307413443201,4.42932028835043,0.33895907310397,1.46056058809208,NA,NA,NA,1.34049014535952,NA,-2.9211497631289,NA,NA,0.015689039273769,-0.172879245371172,8,-73.6987663991187,164.259808247339,7.3759201963237,0.000248620693123754
"5896",-3.55425383000408,4.14085336074826,0.261124953424459,1.31233004338842,NA,NA,NA,NA,NA,-2.77757490243197,-0.446984798083829,1.11018496258104,NA,-0.19177672552956,8,-73.7004261615031,164.263127772108,7.37923972109243,0.00024820838411148
"5422",-3.66813281718307,4.12601980019925,NA,1.38736670541995,-0.484475798486787,NA,0.293292163405376,NA,NA,-2.68597603491671,NA,1.19249666405999,NA,-0.257649171057012,8,-73.7058582984767,164.273992046055,7.39010399503968,0.000246863737629417
"1994",-3.05819035401456,4.8150253925151,NA,NA,-0.441901859657131,NA,NA,1.36540180591048,-0.778290256594208,-3.36629966642458,-1.11517593265287,1.45107797313061,NA,NA,8,-73.7137528995056,164.289781248113,7.40589319709741,0.000244922519565547
"376",-4.30589703037999,4.37646765476024,0.351632914323404,1.48415628390309,NA,-0.093961047788206,-0.0787338374716549,1.3623048875828,NA,-2.952369199675,NA,NA,NA,NA,8,-73.7152301973706,164.292735843843,7.40884779282737,0.000244560963179301
"2392",-4.30442191652661,4.3634271830533,0.342430993427874,1.47688677103785,NA,-0.0924724221635185,NA,1.3467780954029,NA,-2.94224502419172,NA,NA,-0.0406928818271975,NA,8,-73.7176138305193,164.29750311014,7.41361505912479,0.000243978713770763
