"","(Intercept)","COND_avg","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","TOTP_avg","df","logLik","AICc","delta","weight"
"39",-3.15381351384686,NA,-0.0460776641627696,0.274665614824468,NA,NA,-3.69782406255345e-05,NA,4,-66.0900258212787,140.41673803309,15.3036190591154,6.5144213657279e-05
"83",-0.724646764636741,NA,-0.0404092057755903,NA,NA,-0.448427173502554,NA,0.479664120573047,4,-66.1148322826968,140.466350955926,15.3532319819517,6.35480951093537e-05
"51",-0.588336983046818,NA,-0.0448981323798992,NA,NA,-0.506261007090597,0.0017561589567325,NA,4,-66.1326417833712,140.501969957275,15.3888509833005,6.24263537426397e-05
"85",-3.28411855901815,NA,NA,0.377962796687499,NA,-0.715404640649062,NA,0.836568293311688,4,-66.2665849613679,140.769856313268,15.6567373392938,5.46005711784209e-05
"99",-1.35844531558919,NA,-0.048977796720142,NA,NA,NA,0.000388662019823284,0.540586610654963,4,-66.3653750513897,140.967436493312,15.8543175193374,4.94644511909648e-05
"53",-3.19171985077972,NA,NA,0.380081733497316,NA,-0.732523500169891,-0.000796790528111881,NA,4,-66.4194630628961,141.075612516325,15.9624935423502,4.68600847806648e-05
"97",-1.86698385420503,NA,NA,NA,NA,NA,-0.00354796238873278,1.01737934975903,3,-67.4974640183209,141.13610450723,16.0229855332555,4.5463974670361e-05
"87",-2.71644891931748,NA,-0.0343681890010093,0.300385281695486,NA,-0.486734090468623,NA,0.518007486121389,5,-65.7184617916457,141.794066440434,16.6809474664597,3.27184546225302e-05
"55",-2.53571727447806,NA,-0.0390067574374273,0.294508186062697,NA,-0.54413682749249,0.00167663387088673,NA,5,-65.7492343764652,141.855611610073,16.7424926360988,3.17269569166125e-05
"101",-4.3620533817166,NA,NA,0.379425866688726,NA,NA,-0.00368253840103989,0.977317792684028,4,-66.8382672566027,141.913220903738,16.8001019297635,3.08261097062297e-05
"113",-0.800057730091122,NA,NA,NA,NA,-0.704156696662446,-0.000508428194787758,0.865502917143772,4,-66.902174215562,142.041034821657,16.9279158476821,2.89177354315644e-05
"103",-3.26690447166852,NA,-0.043248460438905,0.280123176576902,NA,NA,7.98717927550725e-05,0.583577888038337,5,-66.0151843194566,142.387511496056,17.2743925220816,2.4317998433221e-05
"115",-0.665358170091971,NA,-0.0426433786358357,NA,NA,-0.497478338143223,0.00183837424736084,0.493762809005061,5,-66.0786149200479,142.514372697239,17.4012537232641,2.28233960380024e-05
"117",-3.29682909585836,NA,NA,0.377541669449736,NA,-0.698247405765559,-0.00047065930920275,0.828596303045714,5,-66.2644497699534,142.88604239705,17.7729234230752,1.89527928752514e-05
"119",-2.64603001413353,NA,-0.0366586429876658,0.29858022133232,NA,-0.533732822427414,0.00175552212720869,0.52906625590968,6,-65.6877903741185,143.878574760213,18.7654557862386,1.15384521199914e-05
